,Review
20,edit hr lbh stlh coba holy grail mulai ada bau asam dan muka jd bruntusan parah pdhal seblmnya sdh halus stlh pakai sulwha mencoba tanya via cs toped tp muterrr aja smp lelah sorry somethinc sy ga berniat minta ganti rugi atau apa tp feedback kalian spt ini jujur sy kecewa tetap sy repurchase serum lainnya tp bukan holygrail salmon dna krim sos bakuchiol blm tau di antara itu yg trigger yg mana anggep buang sial deh first time nyoba moga cocok ama bundling ini
21,kok warnanya beda dengan biasanya ya biasanya agak kuning
22,no review found
23,no review found
24,gratisan mini serum tidak dikirimkan
25,gratisan mini serum tidak dikirimkan
26,packing
27,packing
28,packing
29,no review found
30,eyeshadow nya bagus sayangnya waktu diterima shade pecah
31,no review found
32,tolong dong ini official store kok bisa pipetnya gabisanyedot mana beling masa harus saya pecahin dulu gimana nih isinya juga lumayan astagaaa tolong dong
33,ga kekirim tiba selesai aja gatau dimana paketnya trus ga ada follow up bingunggg deh
34,kecewa serum bha colicylic acid tumpah udah gitu saya lupa buat ngerekam
35,bener kecewa beli apa yang dikirim apa alhasil gak kepake dong sumpah baru kali ini beli di toko official resmi tp salah tolong karyawannya di training yang betull lagi bener kecewa mau balikin ya berat di ongkir dong say mikir pakek otak jangan dengkul
36,eyelinernya kering padahal aplikator nya udh keren banget kecil sayang saya  bisa uplod video nya
37,dijanjiin hari sampe  ternyata jadi hari padahal aku mau kasih barang itu ke orang lain dan kalau sesuai jadwal dia masih bisa bawa barangnya mau dibalikin gabisa katanya mau follow up dulu  gak difollow up sekarang aku tanyain katanya udh gabisa dibalikin kecewa parah sih gak kepake juga kan jadinya kalo bisa kasih rating aku kasih deh
38,oily banget parah agak kurang nyaman kalo dipake dan baunya nyengat banget menurut aku ini ga cocok dipake buat kalian yang lagi cari sunscreen buat direapply waktu lagi kegiatan diluar rumah
39,kemasan serumnya botol kaca tapi sangat fragile kemasan sebelumnya tidak se fragile ini saya pernah beli produk serum somethinc sebelumnya jatuh juga tapi tidak pecah ini saya baru beli jatuh dari tempat rendah langsung pecah seperti ini kecewa
40,penjual lamaaaa
41,penjual lamaaaaa
42,sayng skali dg produk sebagus itu tapi admin tokonya lelet parahhh sekelas official store duhhh baru kali ini nemu admin official store yg leletnya kebangetan somethinc tolong ditingkatkan
43,barang tidak diterima komplain ke penjual di respond suruh hubungi kurirnya sendiri status barang sdh sampai tp barang belum saya terima komplain diinvestigasi hari kerja refund uang hari kerja ini sudah lewat hari kerja masalah belum kelar kapok dah beli toko official malah kaleng kualitasnya
44,hati hati jebakan batman
45,barang tidak diterima sama sekali
46,barang tidak saya terima sampai sekarang kurir ditanya balesnya lama karna pengiriman dipindahtangankan sama kurir pertama kecewa saya pdhal alamat sudah sesuai dan  biasanya begini tolong kak dikomplain bagian ekspedisi pengirimannya trimakasih
47,engga cocok mukaku tambah jerawat parah
48,hadiahnya bohongan
49,bohong
50,no review found
51,no review found
52,bruntusan
53,zzz
54,maaf terlalu berminyak dan berat di wajah
55,perusahaan besar lelet ngirimnya suffering from success ya
56,kurang efektif
57,jujur sedih bgt pas barangnya sampe tapi kemasannya tidak menutup rapat sehingga cairannya keluar sedikit
58,seperti biasa produk yg viral tidak sesuai ekspektasi produk bikin breakout dan jerawat merah padahal sebelumnya pipi sama sekali ga pernah berjerawat untung sy langsung beri obat totol jerawat paling parah respon admin pun bertele tele jawaban yg diberikan pun otomatis seperti bot
59,iyah saya tau toko official tapi dalam pengiriman barang mengapa harus lambat perlu ditingkatkan lah respon pengiriman sekelas toko oficial
60,kalo isinya cuma harusnya botolnya bisa di adjust sesuaikan dg isi atau sebaliknya feedback aja dear
61,diprosesnya lama tp giliran minta cancel malah lgsg dkirim
62,bikin jerawataaan muka jdi gk jelas pdhl klo pakek serum somethinc yg lain gk ada msalah
63,ini packingnya gmn yaa tutup kemasannya kebuka tuh jadi tumpah semua ada penggantian gak ya ini
64,selalu lama kirimnya padahal sudah repeat order berkali kali
65,nyesss banget isinya cuma setengah padahal klo emang cocok bakal repeat order tp ternyata amat sangat mengecewakan
66,lama proses dan kirimnya
67,pesen banyak pas sampe yg dark spot reducer emg ke segel di bawa terbang travelling pas di liat bocor setelah di check ternyata pump nya defect saran admin ya malah disuruh pindahin ke share in jar sama malah nuduh naro barang nya ga safety jelas jelas naro di koper dan di skin care pouch in conclusion admin cuma nawarin ganti pump dan ga mau retur full saran aja kalau beli di official store di videoin sampe nyobain ke productnya unboxing aja belum cukup karena ternyata defectnya di pump sekelas somethinc masih cheapskate bgt sama konsumen repurchase again no
68,tidak original
69,pengiriman lama
70,gak dapet spatulanya pdahl beli
71,kata free gift kok ga ada pengiriman nya juga lama
72,produk tp beda isi cairannya cs ditanya ga membantu bertele tele
73,kecewa karena isi tidak full seperti saya beli di tempat lain
74,terpaksa kasi penilaian jelek untuk admin al el ve yang handle chat karena balasnya asal dan tidak menjawab konsultasi customer dengan baik pertanyan dan jawabannya tidak sesuai asal balas tanpa membaca permasalahan pembeli
75,terpaksa kasi penilaian jelek untuk admin al el ve yang handle chat karena balasnya asal dan tidak menjawab konsultasi customer dengan baik pertanyan dan jawabannya tidak sesuai asal balas tanpa membaca permasalahan pembeli
76,serasa ditipu dengan penjelasannya
77,tutupnya pecah
78,pengiriman sangat lambat saya pakai sameday di kirim hri kemudian
79,pengiriman sangat lambat saya pakai sameday di kirim hri kemudian
80,kok malah jerawatan
81,serum multibiome nya jamuran padahal jarang dipake dan selalu sebelahan sama serum  bakuchiol tapi cuma si multibiome aja yg jamuran uda whatsapp customer service untuk mastiin ini masih aman gak untuk dipake tapi ga ada jawaban tapi agak serem juga kalo luarnya jamuran ga berani coba isi serumnya serum retinol dan serum  bakuchiolnya oke sih jadi jatohnya beli cuma yg kepake
82,gak ada efek hanya keramik pijat nya saja yg buat sensasi rasa dingin
83,no review found
84,pesan untuk kado sudah tulis ucapan di note tapi barang dikirim tanpa ucapan dan saya sbg pengirim tidak diberi info bahwa pesan tidak dituliskan payah
85,gak ada tuh dapet emas nya boong
86,pengiriman nya lama
87,pengiriman lama sekali hr baru sampe padahal saya pakai ongkir
88,pengiriman lama beli tgl okt jam pagi masa gak diproses sampe tgl malem dan baru dikirim tgl okt itu pun setelah sy tegor berkalikali dan minta cancel baru dikirim tgl barang sampe tgl okt kapokkk beli disini kapok bgt
89,dikasinya bukan glow maker tapi supple power dah gt ga dapet pouch ga direkam karena ga nyangka sekelas somethinc bs salah kirim
90,kecewa sama pengiriman yang sangat lama hari klw utk produk nya saya suka dr dlu pake somethinc lebih cepat proses pengiriman dr toko sebelah brg diterima melewati estimasi waktu order tgl diterima tgl
91,selalu deh cleansing balm nya meleleh kaya kena panas
92,pesan barang paket lengkap yg dtg hanya paket
93,lebih baik sabtu minggu tetap di proses walau kirim nya weekday padahal online gak tahu real or chat bot bikin insecure
94,lemot responnya
95,wtf pas buka tutupnya ternyata yg keputer malah ke tempat moisturizernya langsung tumpah setengah
96,isi tidak sesuai
97,kecewa bgt padahal beli pake voucher pas barang sampe ternyata vouchernya ga ke apply padahal jelas bgt kemarin vouchernya kecantol tiba ilang kapok
98,no review found
99,gak habis pikir packaging tube nya gede tapi isinya seiprit kopong ngapain kali bkin produk model tube gede tapi ternyata kopong ribet bgd pakenya hrs diteken cari isinya gak worth it dgn harganya baru kali ini kecewa sama produk skincare
100,padahal udah ngikutin cara pakainya tapi wax nya kurang nempel di bulu ketiak kertasnya pun idem kurang nempel dibandingkan pakai kain wax
101,gak dtg brgnya hilang di kurir
102,ini cream  sebenernya hijau atau pink
103,lebih baik sabtu minggu tetap di proses walau kirim nya weekday padahal online gak tahu real or chat bot bikin insecure
104,diterima dalam keadaan bocor sudah  kejadian seperti ini tolong diperiksa itu lini produksinya
105,no review found
106,kirain kalo beli di ofc store nya bakalan aman ternyata tidak jg ya entah apa yg salah tp lipstick yg saya terima dalam kondisi patah dan somplak
107,bocor isinya sudah tidak ml parah sekali bocornya yg refill
108,sticky hard to blend formula doesn  really conceal any darkness for me just looks like an orange layer that sits on top of skin
109,no review found
110,beli moisturizer udah diplastikin dan tumpah tumpah jadi kaya disengaja kirim padahal tau kalau barangnya bocor emang sih ga ada video unboxing karna udah berkali kali beli belum pernah kejadian aneh kaya gini kecewa yaa thank you udah cukup berarti order disini
111,beli moisturizer udah diplastikin dan tumpah tumpah jadi kaya disengaja kirim padahal tau kalau barangnya bocor emang sih ga ada video unboxing karna udah berkali kali beli belum pernah kejadian aneh kaya gini kecewa yaa thank you udah cukup berarti order disini
112,lipstick kering terasa berat saat dipakai
113,kirim dengan kurir rekomendasi tokopedia lama banget sekarang beda dengan si oren dan si yang lebih cepat
114,yg diterima sudah kering banget jadi tidak bisa dipakai ya hp sy sangat jadul jd tidak bisa lampirkan foto bukti di sini cs nya wa ber hari berulang kali sangat ribet merepotkan sy minta penjelasan berulang minta foto minta video pada akhirnya uang sy tidak pernah dikembalikan tidak baik ya dagang cara begitu padahal produknya benar kering kerontang tak bisa di blend krn titik ujung sticknya langsung nempel melekat kering di bawah mata rese bener dealing with such assholes
115,kemasan nya bocor dibawah bedak nya keluar keluar saya minta return kalau memang mau bertanggung jawab
116,scam isinya sunscreen semua pdhl deskripsinya basic skincare wkaoakaowowoowakak
117,no review found
118,dipakai pagi hari malam pakai cream malam belum sebulan kulit kasar terkelupas dan perih baru ini saya beli cream wajah kulit jadi malah bermasalah
119,saya pakai belum sebulan untuk malam dan pagi pakai cream pagi kulit jadi kasar terkelupas dan perih gak tahu yg menyebabkan cream pagi atau cream malam hati kalau beli coba di tangan dulu jangan langsung ke wajah
120,isi seuprit ngeliat diskon dari rb bikin tertarik tp zonkk
121,no review found
122,nilai sendiri
123,no review found
124,no review found
125,udah langganan somethinc lama habis checkout bundle buy get free silk creme ternyata yg dikirim hanya serum bonus nggak dikirim dgn alasan karena dilayani tokopedia pdhl itu otomatis  bisa pilih and trus order serum lagi berharap kekurangannya bisa dikirim kecewa banget kalo nggak bisa dikirim semoga bisa
126,kayanya udh tau bocor tetap dikirim karena diplastikin
127,no review found
128,no review found
129,no review found
130,baru sehari pake udah patah
131,kemasan tidak aman semua produk kekuar dr packagingnya mau retur ribet bgt syaratnya knp gak langsung kirim baru aja sih nunggunya lama bgt udah jelas barang rusak emang mau di repacking lg gitu kalo di retur
132,no review found
133,ditulisan dikasih give nyatanya ngak ada nyesel mending beli yang  aja
134,ini kepencet saya puas kok dengan produknya
135,ini pertama kali sih biasanya aku selalu star udh langganan juga anehnya skrg produk dateng dengan keadaan penyok kak lumerrr terus ga dikasih bonus lg maaf yah cuman review apa adanya aja tanpa niat buruk apapun
136,niatnya saya beli ini satu tp kepencer sm hyaluronic serum satu begitu sy sadar sy minta tolong sm admin niacinamide yg satunya diganti hyaluronic serum saja jd hyaluronic serumnya niacinamidenya satu kebetulan harganya sama mengingat sy baru pertama kali mencoba niacinamide jd takut ga cocok tp sy sangat kecewa masa cm tukar barang dgn harga yg sama tdk bisa padahal status lbarang baru diproses keterlaluan sekali dan ga punya hati ironisnya penjual kaya ga melindungi konsumen sdh jelas sy bilang baru mau coba niacinamide masa sampai beli botol ukuran besar hrsnya malah menyarankan coba dulu barangkali ga cocok dgn kulitnya dong
137,teroksidasi
138,kurir tidak profesional tidak bekerja sesuai sop sebagai kurir ekspedisi nelpon saya malah ngatain saya dll
139,rir tidak profesional tidak bekerja sesuai sop sebagai kurir ekspedisi nelpon saya malah ngatain saya dll
140,rir tidak profesional tidak bekerja sesuai sop sebagai kurir ekspedisi nelpon saya malah ngatain saya dll
141,sudah nungguin lama endingnya refund saya mau barang saya yg sampe karena emng lagi butuh barangnya kecewa
142,kemasan bocor isinya keluar semua
143,ternyata judul barang dan pilihan warna gak sesuai menipu pembeli dgn memberikan pilihan warna tp taunya udah ditetapin di judul produk
144,pecah dijalan
145,barang tumpah pdhl kemasan rapih ada bubble rapping terlihat dr luar rapih smpe saya tdk unboxing dikarenakan sudah sering beli rapih bersegel kmrn beli tanpa segel penjual kekeuh barangnya tdk masalah masa iya karena rb saya komplen ongkir aja hadeuhhh baru kali ini beli bawellllll super duperrrr kecewa bgttt hrsnya ngomg lbih ramah
146,penjual fast response tetapi tidak berpengaruh banyak tertulis resi diganti oleh penjual dan saat mengajukan komplain ke nomor tlp yg di berikan penjual tidak bisa krn no resi beda pengiriman super lambat dan saat dilacak ada beberapa hari barang tidak berpindah tempat tidak ada progress setelah sangaaaaattt lama akhirnya datang juga jauh dr waktu estimasi yg terus berganti mundur  ya ampun yg datang barangnya berbeda bukan yg di pesan semoga ke depannya akan baik
147,barang gak dikirim alasannya rusak tapi seller gak kasih info dibiarkan aja pesanan saya
148,barang gak dikirim alasannya rusak tapi seller gak kasih info dibiarkan aja pesanan saya
149,seller utk klik konfirm aja butuh hr proses hr cm pesen barang aja hr prosesnya sampe rumah jd hr  seller lain hr itu ud sampe rumah barangnya bwt hadiah ultah sampe ga keburu lewat tanggalnya
150,ga worth it dngn harganya kecil bgt kl bgs brgnya ntr diganti reviewnya
151,paket tidak terima sama sekali tetapi sudah bilang diterima
152,no review found
153,barang bagus ketika sampai walaupun kotak kerdus palette sudah sobek kecil ya tidak jd masalah warna palette juga cantik yg jadi masalah expired datenya bulan september ya kali tiap hari pake eyeshadow terus sebelum september sdh habis dan biasanya dari tgl produksi th jd klo ini bikin iritasi di mata bagaimana tidak dijelaskan sama sekali klo ini expired datenya sdh dekat sangat kecewa siih krn biasa pakai produk somethinc ternyata msh bisa kena prank sama produk yg expirednya tahun ini
154,no review found
155,tidak sesuai dgn promo katanya bg ternyata hanya bhs promo ketika complain baru dksh tau tdk berlaku kelipatan masak official bahasa promonya spt itu menyesal beli
156,tidak sesuai promo
157,barang tidak saya terima sama sekali
158,penjualnya bagus jeda hari langsung di kirim kurirnya ampas udh mau minggu baru sampe
159,penipu
160,tidak solutif jawaban standar dan tidak memperhatikan prioritas kepada customer existing membuat pingin pindah ke merek lain
161, think the ordinary brand is better
162,lain kali jangan suka bohong ya somethinc malu kan kamu diskusi di ruang tokopedia ketahuan bohongnya orang benar itu berani komplain di tokopedia bukan ngajak personal chat di   kalau sudah tau salah terima kesalahan jangan malah memfitnah orang
163,baru kali ini beli mystery box isinya lebih murah dari harga jualnya merasa dirugikan sih jujur sedih banget kalau setidaknya harganya sama masih oke lah ngerti sih mau untung tapi jangan jadi merugikan juga dong
164,pengiriman lama
165,kecewa banget barangnya dateng tanpa diwrap alhasil bocor semua sampe isinya sisa setengah kardusnya basah dan botolnya lengket dari barang nya bocor
166,salah alamt dan tidak bisa diubah alhasil item jadi donasi
167,katanya waterproof kena tissue aja keapus ga pernah cocok sama produknya somethinc facial washnya pun bau minyak tanah
168,yang di tulis di deskripsi cuman serum nya yang mini size sunscreen nya ga di jelasin ukuranya kiraiin memang bakalan dapet size yang besaran ga tau nya pas dateng sunscreen nya mini size juga ya sudah lah dari puluhan products something yang aku udah purchase baru kali ini merasa kena jebakan marketing nya
169,kecewa banget dapatnya tdk sebanding dgn harganya
170,tidak sesuai sama deskripsi karena bilangnya yg mini hanya serum tapi ternyata nya sebesar kelingking saja
171,pengiriman lama trs kurir jntny marah pas pkai si serumny keluar ruam  gatal ku lanjutin muka ku makin menjadi beruntsan  timbul jrwt merah akhirny ngak sampai mnggu aku brhrnti
172,ujungnya kering jadi tidak bisa dipakai sama sekali
173,ga cocok dimuka pdhal byk yg review bagus makany beli tp uda tes bbrp  beneran ga cocok setelah pke bsk nya lgsg muncul jerawat kecil
174,no review found
175,mana barang sy ga ada sy terima nipu apa gmn kalian
176,sehabis pake toner gatal dan makin merah mukanya baru tau kalo ternyata kulit aku sensitif sebelumnya belum pernah skincare yg pake toner dll gini biasanya sabun cucimuka micellar water aja ga pernah kenapa   harus beli buat yg kulit sensitif mulai skrg skincarenya karna ternyata  kurang cocok di kulit sensitif serumnya lengket banget dimuka ga nyaman gitu pakenya apakah pakai serum memang seperti itu hasilnya ya atau itu serumnya jd begitu gara abis pake toner
177,baru dibuka pencetannya udah rusak setelah bulan pemakaian ga ada perubahan sama sekali dan entah kenapa abis pake serum ini muka langsung keliatan kusam
178,beli barang dikirimnya cuman doang jatohnya nipu sih ini udah di chat bilangnya sedang diinvestigasi di tunggu hampir seminggu gaada kabar ya ikhlasin aja hitung sedekah semoga gaada korban lg ya jujur kecewa
179,gacocok mukanya jd beruntusan dan kena air itu kaya yg mengandung silikon gtu
180,bukan karena produk nya tpi pengirimannya lama minggu baru smpai kapok pake kurir anteraja
181,bukan karena produk nya tpi pengirimannya lama minggu baru smpai kapok pake kurir anteraja
182,bukan karena produk nya tpi pengirimannya lama minggu baru smpai kapok pake kurir anteraja
183,bukan karena produk nya tpi pengirimannya lama minggu baru smpai kapok pake kurir anteraja
184,paketnya ilang
185,pengiriman lama bgt dan penjual tidak bertanggung jawab padahal ini pembelian yg kedua kali sangat mengecewakan
186,barang produk tidak diterima
187,bikin milia
188,no review found
189,no review found
190,di pilihan ada gratis sample tp pas di terima ga dapet
191,pas sampe agak miring meaning ada patah pastinya pdhal  expect so much from this launch
192,baru sampe sudah patah sampe ujung gak bisa dipake quality nya jelek konsepnya bagus tp kayanya ga bisa diterapkan buat cuaca indonesia yg panas
193,kurang suka tint product nya kaya lipstick yg arab yg warna ijo
194,pengiriman lama tube juga bocor ternyata official store gak menjamin pengemasan aman nyesel order di toko ini ini utk pertma dan terakhir thank you mau refund males pst lama lg pengiriman gak rekomen
195,barang hilang di pengiriman
196,seller ga responsif pengemasan lama udah sengaja checkout dari jauh hari tapi karna adminnya lelet buat proses tetep aja ga keburu nyampe paketnya kecewa parah kalo mau beli di sini harus ikhlas barangnya dikirim seminggu kemudian
197,order nya salmon tapi yg dikirimin shades watermelon
198,sorry saya edit packaging snan tp setelah saya buka kemasannya isinya seperti di foto kecewa banget psfshsl ini pembelian kedua
199,lipsticknya dtg dlm kondisi rusak patah wlpn tidak menganggu fungsi tp jd ssh pas mau diaplikasi ke bibir krn sdh patah
200,baru dibuka segelnya langsung pecah jadi hampir semua isinya tumpah mungkin kesalahan ada pada saya mungkin saat pengemasan atau mungkin pengiriman entahlah karna sebelum segel dibuka produk terlihat aman dan baik baik aja
201,pumpnya rusak jadi saya harus tetes manual
202,sampai skarang belum sampai padahal sudah check out dari tgl
203,saya bingung mau kasih apa sebenarnya mau kaish bintang karna pengirimannya pakai anter aja harus dikomplain dulu baru sampai itu barangnya
204,no review found
205,dipakai hari langsung keluar beruntusan ngga cocok hiks
206,jangan tertipu gbr yg dikirim adalah stok lama dan tidak akan bisa ditukar sebelum membeli sy sdh membaca deskripsi produk dan penjual tdk menyebutkan akan dikirim stok lama hati meskipun official store hiks dpt stok lama
207,ga bermanfaat
208,bilang nya expired yg dateng oktober
209,bonusnya  ada
210,gak pigmented
211,cepet kering
212,produknya bagus asli tapi kerja sama kurirnya sama anteraja lama banget sampenya ke jkt bisa seminggu lebih
213,no review found
214,pumpnya rusak tidak bisa berfungsi begitu ditekan langsung macet pumpnya
215,habis pake gak bisa dibersihin packaging eyeliner kurang bagus tutup nya mudah lepas baru seminggu pake sdh rusak bocor bikin skincare lain jd kena hitam sdh sy buang tdk bisa difoto
216,beli krn bnyk yg review bagus tp di ak malah bikin kulit kering perih gatel
217,brontok diwajah
218,mskipun status on proses ternyata tidak bs di tukar barangnya krn sy salah klik
219,pengiriman agak lama
220,pas paketnya dateng ngga ada sponge kuningnya
221,bagus kok
222,kecewa bgt padahal beli pake voucher pas barang sampe ternyata vouchernya ga ke apply padahal jelas bgt kemarin vouchernya kecantol tiba ilang kapok
223,udah gak sabar barang nya dateng eeeh pesen shade coco dikirimin nya charlotte gakbisa dipake bukan shade saya pdhl lumayan bayar produk ongkir hampir rb tp gbs dipake kecewa
224,bikin whitecast dan abu abu  save ur money guys
225,no review found
226,gak habis pikir packaging tube nya gede tapi isinya seiprit kopong ngapain kali bkin produk model tube gede tapi ternyata kopong ribet bgd pakenya hrs diteken cari isinya gak worth it dgn harganya baru kali ini kecewa sama produk skincare
227,padahal udah ngikutin cara pakainya tapi wax nya kurang nempel di bulu ketiak kertasnya pun idem kurang nempel dibandingkan pakai kain wax
228,produk tidak bekerja dengan baik plusnya teksturnya aman walaupun di taro di suhu ruang dan beberapa kali kena sinar matahari tapi percuma kalo nanggung buat wax
229,no review found
230,no review found
231,bohong hadiahnya ga ada
232,penipuan bonus jelas saya co jam malam biar msh kedapatan bonus catokan pas sampai gaada bonusnya tb pakai alasan krn yg saya co variannya ga dpt catokan pdhl jelas saya lihat pakai mata sendiri klo di gambar variannya ada gbr free catokan jg cm skrg foto produk dr mereka ud diganti jd versi biasa dan saya ga ada kpikiran ss kmrin ya udah mau gmn intinya marketing palsu dan nipu ngecewain bgt
233,warna moisturizernya kuning seharusnya putih susu tdk ada pertanggung jawaban pdhl untuk wajah
234,no review found
235,info dari oknum kurir sangat meresahkan ya bilang terima dari ybs tapi fotonya malah dinding rumah harusnya lebih telitinya oknum kurirnya makasih
236,no review found
237,no review found
238,hadiahnya bohong
239,bohong
240,no review found
241,tutup botol tidak bisa dipencet nyangkut dan model tutulnya juga beda tidak seperti yg direview di youtube yg model pipet
242,tidak waterproof  eyelid yg berminyak
243,gokil sampenya hari padahal gue di jakarta pusat ribuan kali beli dari shopee juga cepet sampenye ini sampenye ampe hari piknik kemane dulu tuh  padahal mau di pake barangnye
244,produknya biasa saja tapi yg paling parah pelayanannya sangat tidak memuaskan tidak helpfull tidak customer oriented hati kalau belanja disini kesalahan sedikit saja bakal fatal
245,produknya biasa saja tapi yg paling parah pelayanannya sangat tidak memuaskan tidak helpfull tidak customer oriented hati kalau belanja disini kesalahan sedikit saja bakal fatal
246,katanya check out jam dapet lm taunya engga boohong banget buat yang mau check out jangan percaya ya
247,kecewa pesanan saya dibatalkan yang lain tidak akan pernah mau beli lagi terimakasih alasan saya beli di toko ini adalah karna harga dari pusat normal sedangkan beli di reseller harga melambung jauh sampe rb kecewa udh ganti produk eye care lain makasih saya beli tetapi dibatalkan sama somethinc jahat bgt pesannya pake usaha juga kalau tidak beli eye game changer ini di sini mau beli dmn lagi di stockist harganya beda rb rb makasih belum lagi kadang pre order sungguh kecewa saya beli di official mana pun bs beli banyak makasih
248,agak ga suka sama teksturny dan baunya ga enak teksturnya kaya teralu padat bgt trs ga ad wangi kopi malah kaya bau basi gitu
249,saya gatau kenapa tpi setelah pakai ini bberapa kali kelopak mataku jdi kering perih dan iritasi lalu merah gasuka bgt sama produknya udh coba bahas sama seller tapi gadapet solusi kecewa
250,deskripsi etalse tidak sesuai dengan barang yg dikirim tertulis dengan serum tapi ketika ditanya hanya untuk event tertentu baiknya diupdate dulu etalase produknya agar tidak ada miskom
251,tidak solutif jawaban standar dan tidak memperhatikan prioritas kepada customer existing membuat pingin pindah ke merek lain
252, think the ordinary brand is better
253,lain kali jangan suka bohong ya somethinc malu kan kamu diskusi di ruang tokopedia ketahuan bohongnya orang benar itu berani komplain di tokopedia bukan ngajak personal chat di   kalau sudah tau salah terima kesalahan jangan malah memfitnah orang
254,baru kali ini beli mystery box isinya lebih murah dari harga jualnya merasa dirugikan sih jujur sedih banget kalau setidaknya harganya sama masih oke lah ngerti sih mau untung tapi jangan jadi merugikan juga dong
255,pengiriman lama
256,kecewa banget barangnya dateng tanpa diwrap alhasil bocor semua sampe isinya sisa setengah kardusnya basah dan botolnya lengket dari barang nya bocor
257,salah alamt dan tidak bisa diubah alhasil item jadi donasi
258,katanya waterproof kena tissue aja keapus ga pernah cocok sama produknya somethinc facial washnya pun bau minyak tanah
259,yang di tulis di deskripsi cuman serum nya yang mini size sunscreen nya ga di jelasin ukuranya kiraiin memang bakalan dapet size yang besaran ga tau nya pas dateng sunscreen nya mini size juga ya sudah lah dari puluhan products something yang aku udah purchase baru kali ini merasa kena jebakan marketing nya
260,kecewa banget dapatnya tdk sebanding dgn harganya
261,tidak sesuai sama deskripsi karena bilangnya yg mini hanya serum tapi ternyata nya sebesar kelingking saja
262,pengiriman lama trs kurir jntny marah pas pkai si serumny keluar ruam  gatal ku lanjutin muka ku makin menjadi beruntsan  timbul jrwt merah akhirny ngak sampai mnggu aku brhrnti
263,ujungnya kering jadi tidak bisa dipakai sama sekali
264,ga cocok dimuka pdhal byk yg review bagus makany beli tp uda tes bbrp  beneran ga cocok setelah pke bsk nya lgsg muncul jerawat kecil
265,no review found
266,mana barang sy ga ada sy terima nipu apa gmn kalian
267,sehabis pake toner gatal dan makin merah mukanya baru tau kalo ternyata kulit aku sensitif sebelumnya belum pernah skincare yg pake toner dll gini biasanya sabun cucimuka micellar water aja ga pernah kenapa   harus beli buat yg kulit sensitif mulai skrg skincarenya karna ternyata  kurang cocok di kulit sensitif serumnya lengket banget dimuka ga nyaman gitu pakenya apakah pakai serum memang seperti itu hasilnya ya atau itu serumnya jd begitu gara abis pake toner
268,baru dibuka pencetannya udah rusak setelah bulan pemakaian ga ada perubahan sama sekali dan entah kenapa abis pake serum ini muka langsung keliatan kusam
269,labelnya rusak barcode rusak sehingga gak tahu sudah exp atau belum ini barang asli atau bukan sih kok semuanya dirusak
270,baru sehari pake udah patah
271,tekstur kek minyak kelapa sih baunya juga beda banget sama testernya
272,no review found
273,gampang patah baru pakai minggu sudah abis
274,bocor
275,dibilangnya free catokan pas dateng moisturizernya doang jadi bingung ini sebenernya dapat catokan apa hoax
276,suerr lama bgt nyampenya waktunya tgl ini dah lewat dr waktunya haduuh nyesel beli disini mending toko lain deh
