,Review,Review_norm,review_tokens,review_tokens_SR
172,produk ini tdk cocok utk sy jd bruntusan,produk ini tidak cocok untuk saya jadi bruntusan,"['produk', 'ini', 'tidak', 'cocok', 'untuk', 'saya', 'jadi', 'bruntusan']","['produk', 'cocok', 'bruntusan']"
173,pesan tgl sampe tgl admin janji dikirim tapi ga juga kalo memang stock ga ada bilang aja jadi ga ngarep terus,pesan tanggal sampai tanggal admin janji dikirim tapi enggak juga kalo memang stock enggak ada bilang saja jadi enggak mengharap terus,"['pesan', 'tanggal', 'sampai', 'tanggal', 'admin', 'janji', 'dikirim', 'tapi', 'enggak', 'juga', 'kalo', 'memang', 'stock', 'enggak', 'ada', 'bilang', 'saja', 'jadi', 'enggak', 'mengharap', 'terus']","['pesan', 'tanggal', 'tanggal', 'admin', 'janji', 'dikirim', 'kalo', 'stock', 'bilang', 'mengharap']"
174,berkali beli baru kali ini pengemasan lama pengiriman lama kurir gajelas paketan ga di serah in ke custumer dan ga ngasih tau di beri ke siapa smpe sy bingung nungguin,berkali beli baru kali ini pengemasan lama pengiriman lama kurir enggak jelas paketan enggak di serah ini ke custumer dan enggak mengasih tau di beri ke siapa sampai saya bingung menunggu,"['berkali', 'beli', 'baru', 'kali', 'ini', 'pengemasan', 'lama', 'pengiriman', 'lama', 'kurir', 'enggak', 'jelas', 'paketan', 'enggak', 'di', 'serah', 'ini', 'ke', 'custumer', 'dan', 'enggak', 'mengasih', 'tau', 'di', 'beri', 'ke', 'siapa', 'sampai', 'saya', 'bingung', 'menunggu']","['berkali', 'beli', 'kali', 'pengemasan', 'pengiriman', 'kurir', 'paketan', 'serah', 'custumer', 'mengasih', 'tau', 'bingung', 'menunggu']"
175,respon penjual dan pengiriman sangat lambat butuh hari barang nyampek di rumah,respon penjual dan pengiriman sangat lambat butuh hari barang nyampek di rumah,"['respon', 'penjual', 'dan', 'pengiriman', 'sangat', 'lambat', 'butuh', 'hari', 'barang', 'nyampek', 'di', 'rumah']","['respon', 'penjual', 'pengiriman', 'lambat', 'butuh', 'barang', 'nyampek', 'rumah']"
176,konfirmasi order lama pengiriman product lama dan cs atau admin slow respon dan jawaban tidak nyambung,konfirmasi order lama pengiriman product lama dan customer service atau admin slow respon dan jawaban tidak menyambung,"['konfirmasi', 'order', 'lama', 'pengiriman', 'product', 'lama', 'dan', 'customer', 'service', 'atau', 'admin', 'slow', 'respon', 'dan', 'jawaban', 'tidak', 'menyambung']","['konfirmasi', 'order', 'pengiriman', 'product', 'customer', 'service', 'admin', 'slow', 'respon', 'menyambung']"
177,kaget sih begitu buka ga ada isinya cuma ada kertas aja,kaget sih begitu buka enggak ada isinya cuma ada kertas saja,"['kaget', 'sih', 'begitu', 'buka', 'enggak', 'ada', 'isinya', 'cuma', 'ada', 'kertas', 'saja']","['kaget', 'sih', 'buka', 'isinya', 'kertas']"
178,saya pesan pesanan tapi yg ini tidak dikirim di chat tidak ada respon,saya pesan pesanan tapi yang ini tidak dikirim di chat tidak ada respon,"['saya', 'pesan', 'pesanan', 'tapi', 'yang', 'ini', 'tidak', 'dikirim', 'di', 'chat', 'tidak', 'ada', 'respon']","['pesan', 'pesanan', 'dikirim', 'chat', 'respon']"
179,ini pertama kalinya saya tidak menerima barang pesanan saya secara lengkap sayangnya saya tidak melakukan video unboxing,ini pertama kalinya saya tidak menerima barang pesanan saya secara lengkap sayangnya saya tidak melakukan video unboxing,"['ini', 'pertama', 'kalinya', 'saya', 'tidak', 'menerima', 'barang', 'pesanan', 'saya', 'secara', 'lengkap', 'sayangnya', 'saya', 'tidak', 'melakukan', 'video', 'unboxing']","['kalinya', 'menerima', 'barang', 'pesanan', 'lengkap', 'sayangnya', 'video', 'unboxing']"
180,beli tgl mei chat admin katanya tgl bisa dikirim tp sampai sudah mau batal otomatis baru dikirim sampe di rmh tgl malem pdhal mau dibawa ke luar kota tgl mei krn melihat status ga dikirim akhirnya beli sama reseller di jakarta kecewa baru pertama kali pesan di official store tp pelayanan buruk dan pengiriman lama barang yg dikirim sesuai hanya tdk ada box atau bubble wrap kalo yg butuh cepat tolong pertimbangkan utk beli di official store,beli tanggal mei chat admin katanya tanggal bisa dikirim tapi sampai sudah mau batal otomatis baru dikirim sampai di rumah tanggal malam padahal mau dibawa ke luar kota tanggal mei karena melihat status enggak dikirim akhirnya beli sama reseller di jakarta kecewa baru pertama kali pesan di official store tapi pelayanan buruk dan pengiriman lama barang yang dikirim sesuai hanya tidak ada box atau bubble wrap kalo yang butuh cepat tolong pertimbangkan untuk beli di official store,"['beli', 'tanggal', 'mei', 'chat', 'admin', 'katanya', 'tanggal', 'bisa', 'dikirim', 'tapi', 'sampai', 'sudah', 'mau', 'batal', 'otomatis', 'baru', 'dikirim', 'sampai', 'di', 'rumah', 'tanggal', 'malam', 'padahal', 'mau', 'dibawa', 'ke', 'luar', 'kota', 'tanggal', 'mei', 'karena', 'melihat', 'status', 'enggak', 'dikirim', 'akhirnya', 'beli', 'sama', 'reseller', 'di', 'jakarta', 'kecewa', 'baru', 'pertama', 'kali', 'pesan', 'di', 'official', 'store', 'tapi', 'pelayanan', 'buruk', 'dan', 'pengiriman', 'lama', 'barang', 'yang', 'dikirim', 'sesuai', 'hanya', 'tidak', 'ada', 'box', 'atau', 'bubble', 'wrap', 'kalo', 'yang', 'butuh', 'cepat', 'tolong', 'pertimbangkan', 'untuk', 'beli', 'di', 'official', 'store']","['beli', 'tanggal', 'mei', 'chat', 'admin', 'tanggal', 'dikirim', 'batal', 'otomatis', 'dikirim', 'rumah', 'tanggal', 'malam', 'dibawa', 'kota', 'tanggal', 'mei', 'status', 'dikirim', 'beli', 'reseller', 'jakarta', 'kecewa', 'kali', 'pesan', 'official', 'store', 'pelayanan', 'buruk', 'pengiriman', 'barang', 'dikirim', 'sesuai', 'box', 'bubble', 'wrap', 'kalo', 'butuh', 'cepat', 'tolong', 'pertimbangkan', 'beli', 'official', 'store']"
181,udahlah prosesnya lama bgt yg dikirim gk lengkap juga bilang dong kalo brgnya kosong gk bisa kasih review krn saya gak terima barang ini,sudahlah prosesnya lama banget yang dikirim enggak lengkap juga bilang dong kalo brgnya kosong enggak bisa kasih review karena saya enggak terima barang ini,"['sudahlah', 'prosesnya', 'lama', 'banget', 'yang', 'dikirim', 'enggak', 'lengkap', 'juga', 'bilang', 'dong', 'kalo', 'brgnya', 'kosong', 'enggak', 'bisa', 'kasih', 'review', 'karena', 'saya', 'enggak', 'terima', 'barang', 'ini']","['prosesnya', 'banget', 'dikirim', 'lengkap', 'bilang', 'kalo', 'brgnya', 'kosong', 'kasih', 'review', 'terima', 'barang']"
182,saya kira membeli dari toko official bisa dapat pengemasan lebih baik saya terima kondisi kotak kemasan prpduk terbuka dan saya tanya chat penjual tdk direspond dg cepat tidak ada isi yg tumpah cm berharap kotak kemasan dr azarine bs lebih baik lg saya bs krm video unboxing,saya kira membeli dari toko official bisa dapat pengemasan lebih baik saya terima kondisi kotak kemasan prpduk terbuka dan saya tanya chat penjual tidak direspond dengan cepat tidak ada isi yang tumpah cuma berharap kotak kemasan dari azarine bisa lebih baik lagi saya bisa kirim video unboxing,"['saya', 'kira', 'membeli', 'dari', 'toko', 'official', 'bisa', 'dapat', 'pengemasan', 'lebih', 'baik', 'saya', 'terima', 'kondisi', 'kotak', 'kemasan', 'prpduk', 'terbuka', 'dan', 'saya', 'tanya', 'chat', 'penjual', 'tidak', 'direspond', 'dengan', 'cepat', 'tidak', 'ada', 'isi', 'yang', 'tumpah', 'cuma', 'berharap', 'kotak', 'kemasan', 'dari', 'azarine', 'bisa', 'lebih', 'baik', 'lagi', 'saya', 'bisa', 'kirim', 'video', 'unboxing']","['membeli', 'toko', 'official', 'pengemasan', 'terima', 'kondisi', 'kotak', 'kemasan', 'prpduk', 'terbuka', 'chat', 'penjual', 'direspond', 'cepat', 'isi', 'tumpah', 'berharap', 'kotak', 'kemasan', 'azarine', 'kirim', 'video', 'unboxing']"
183,tiap belanja pasti salah klo ga kurang barangnya ya salah barangnya ikhlasin aja semoga berkah kalo produknya cocok pelayanan nya aja kurang atau butuh karyawan,tiap belanja pasti salah kalo enggak kurang barangnya ya salah barangnya ikhlasin saja semoga berkah kalo produknya cocok pelayanan nya saja kurang atau butuh karyawan,"['tiap', 'belanja', 'pasti', 'salah', 'kalo', 'enggak', 'kurang', 'barangnya', 'ya', 'salah', 'barangnya', 'ikhlasin', 'saja', 'semoga', 'berkah', 'kalo', 'produknya', 'cocok', 'pelayanan', 'nya', 'saja', 'kurang', 'atau', 'butuh', 'karyawan']","['belanja', 'salah', 'kalo', 'barangnya', 'ya', 'salah', 'barangnya', 'ikhlasin', 'semoga', 'berkah', 'kalo', 'produknya', 'cocok', 'pelayanan', 'nya', 'butuh', 'karyawan']"
184,pelayanannya jelek bgt,pelayanannya jelek banget,"['pelayanannya', 'jelek', 'banget']","['pelayanannya', 'jelek', 'banget']"
185,kalau barang tdk ada toko wajib konfirmasi ke customer melalui nomer kah chat toped kah bukan seenaknya kasih secarik kertas minta klaim refund barang yg kosong takut harus kasih vouchsr ribu ya buat apa ada pengaturan stok kalau gitu sayangnya tokopedia seperti tutup mata akan praktek seperti ini,kalau barang tidak ada toko wajib konfirmasi ke customer melalui nomer kah chat toped kah bukan seenaknya kasih secarik kertas meminta klaim refund barang yang kosong takut harus kasih vouchsr ribu ya buat apa ada pengaturan stok kalau begitu sayangnya tokopedia seperti tutup mata akan praktek seperti ini,"['kalau', 'barang', 'tidak', 'ada', 'toko', 'wajib', 'konfirmasi', 'ke', 'customer', 'melalui', 'nomer', 'kah', 'chat', 'toped', 'kah', 'bukan', 'seenaknya', 'kasih', 'secarik', 'kertas', 'meminta', 'klaim', 'refund', 'barang', 'yang', 'kosong', 'takut', 'harus', 'kasih', 'vouchsr', 'ribu', 'ya', 'buat', 'apa', 'ada', 'pengaturan', 'stok', 'kalau', 'begitu', 'sayangnya', 'tokopedia', 'seperti', 'tutup', 'mata', 'akan', 'praktek', 'seperti', 'ini']","['barang', 'toko', 'wajib', 'konfirmasi', 'customer', 'nomer', 'kah', 'chat', 'toped', 'kah', 'kasih', 'secarik', 'kertas', 'klaim', 'refund', 'barang', 'kosong', 'takut', 'kasih', 'vouchsr', 'ribu', 'ya', 'pengaturan', 'stok', 'sayangnya', 'tokopedia', 'tutup', 'mata', 'praktek']"
186,kualitas semprotan jelek,kualitas semprotan jelek,"['kualitas', 'semprotan', 'jelek']","['kualitas', 'semprotan', 'jelek']"
187,barang nya dtg kaya gini donk packing nya,barang nya datang kayak begini dong packing nya,"['barang', 'nya', 'datang', 'kayak', 'begini', 'dong', 'packing', 'nya']","['barang', 'nya', 'kayak', 'packing', 'nya']"
188,salah kirim barang hadehh,salah kirim barang hadehh,"['salah', 'kirim', 'barang', 'hadehh']","['salah', 'kirim', 'barang', 'hadehh']"
189,okee,okee,['okee'],['okee']
190,pesan hydrasooth dikirim yang hydramax  mana baru sempet unboxing pas udah selesai otomatis lagii duhh,pesan hydrasooth dikirim yang hydramax  mana baru sempat unboxing pas sudah selesai otomatis lagi duh,"['pesan', 'hydrasooth', 'dikirim', 'yang', 'hydramax', 'mana', 'baru', 'sempat', 'unboxing', 'pas', 'sudah', 'selesai', 'otomatis', 'lagi', 'duh']","['pesan', 'hydrasooth', 'dikirim', 'hydramax', 'unboxing', 'pas', 'selesai', 'otomatis', 'duh']"
191,prosesnya luamaaa bangett ,prosesnya luamaaa banget ,"['prosesnya', 'luamaaa', 'banget']","['prosesnya', 'luamaaa', 'banget']"
192,barang gak ada bukanny lngsng drefund dlm box dksh kertas tulisanny mohon minta pengembalian dana untuk brg yg tdk ada sdngkn dluar box dtulis hrs video unboxing untung saya video unboxing kalo gak bs gak kembali tuh dananya,barang enggak ada bukanny lngsng drefund dalam box dksh kertas tulisanny mohon meminta pengembalian dana untuk barang yang tidak ada sdngkn diluar box dtulis harus video unboxing untung saya video unboxing kalo enggak bisa enggak kembali tuh dananya,"['barang', 'enggak', 'ada', 'bukanny', 'lngsng', 'drefund', 'dalam', 'box', 'dksh', 'kertas', 'tulisanny', 'mohon', 'meminta', 'pengembalian', 'dana', 'untuk', 'barang', 'yang', 'tidak', 'ada', 'sdngkn', 'diluar', 'box', 'dtulis', 'harus', 'video', 'unboxing', 'untung', 'saya', 'video', 'unboxing', 'kalo', 'enggak', 'bisa', 'enggak', 'kembali', 'tuh', 'dananya']","['barang', 'bukanny', 'lngsng', 'drefund', 'box', 'dksh', 'kertas', 'tulisanny', 'mohon', 'pengembalian', 'dana', 'barang', 'sdngkn', 'diluar', 'box', 'dtulis', 'video', 'unboxing', 'untung', 'video', 'unboxing', 'kalo', 'tuh', 'dananya']"
193,barang gak ada terus minta pengembalian dana blgny amu gak dkirim kekuranganny ud djawab mau malah blg ny brgny gak ada refund manual aj mau gak yah aneh lah  refund  lewat toped kenapa jg hrs manual,barang enggak ada terus meminta pengembalian dana blgny kamu enggak dkirim kekurangannya sudah djawab mau malah bilang nya brgny enggak ada refund manual saja mau enggak ya aneh lah  refund  lewat toped kenapa juga harus manual,"['barang', 'enggak', 'ada', 'terus', 'meminta', 'pengembalian', 'dana', 'blgny', 'kamu', 'enggak', 'dkirim', 'kekurangannya', 'sudah', 'djawab', 'mau', 'malah', 'bilang', 'nya', 'brgny', 'enggak', 'ada', 'refund', 'manual', 'saja', 'mau', 'enggak', 'ya', 'aneh', 'lah', 'refund', 'lewat', 'toped', 'kenapa', 'juga', 'harus', 'manual']","['barang', 'pengembalian', 'dana', 'blgny', 'dkirim', 'kekurangannya', 'djawab', 'bilang', 'nya', 'brgny', 'refund', 'manual', 'ya', 'aneh', 'refund', 'toped', 'manual']"
194,barang ga dikirim uang dikembalikan setelah complain,barang enggak dikirim uang dikembalikan setelah complain,"['barang', 'enggak', 'dikirim', 'uang', 'dikembalikan', 'setelah', 'complain']","['barang', 'dikirim', 'uang', 'dikembalikan', 'complain']"
195,lupa ngevideoin pas buka paket kirain bakal aman ternyata dikasih yg segelnya udah kebuka dan kayanya udah dipake kaya sisa setengah padahal official azzarinenya parah kapokk,lupa ngevideoin pas buka paket mengira bakal aman ternyata dikasih yang segelnya sudah kebuka dan kayanya sudah dipakai kayak sisa setengah padahal official azzarinenya parah kapokk,"['lupa', 'ngevideoin', 'pas', 'buka', 'paket', 'mengira', 'bakal', 'aman', 'ternyata', 'dikasih', 'yang', 'segelnya', 'sudah', 'kebuka', 'dan', 'kayanya', 'sudah', 'dipakai', 'kayak', 'sisa', 'setengah', 'padahal', 'official', 'azzarinenya', 'parah', 'kapokk']","['lupa', 'ngevideoin', 'pas', 'buka', 'paket', 'aman', 'dikasih', 'segelnya', 'kebuka', 'kayanya', 'dipakai', 'kayak', 'sisa', 'official', 'azzarinenya', 'parah', 'kapokk']"
196,barang ga dikirim tp ga ngasih tau ke pembeli udah gtu slow respon banget chat adminnya payah banget pelayanannya ini official store loh,barang enggak dikirim tapi enggak mengasih tau ke pembeli sudah begitu slow respon banget chat adminnya payah banget pelayanannya ini official store loh,"['barang', 'enggak', 'dikirim', 'tapi', 'enggak', 'mengasih', 'tau', 'ke', 'pembeli', 'sudah', 'begitu', 'slow', 'respon', 'banget', 'chat', 'adminnya', 'payah', 'banget', 'pelayanannya', 'ini', 'official', 'store', 'loh']","['barang', 'dikirim', 'mengasih', 'tau', 'pembeli', 'slow', 'respon', 'banget', 'chat', 'adminnya', 'payah', 'banget', 'pelayanannya', 'official', 'store', 'loh']"
197,penjual tidak teliti hair serum tidak diterima pembeli beli items sunscreen eye serum hair serum tapi yang datang hanya hair serum tidak ada,penjual tidak teliti hair serum tidak diterima pembeli beli items sunscreen eye serum hair serum tapi yang datang hanya hair serum tidak ada,"['penjual', 'tidak', 'teliti', 'hair', 'serum', 'tidak', 'diterima', 'pembeli', 'beli', 'items', 'sunscreen', 'eye', 'serum', 'hair', 'serum', 'tapi', 'yang', 'datang', 'hanya', 'hair', 'serum', 'tidak', 'ada']","['penjual', 'teliti', 'hair', 'serum', 'diterima', 'pembeli', 'beli', 'items', 'sunscreen', 'eye', 'serum', 'hair', 'serum', 'hair', 'serum']"
198,penjual tidak teliti ada barang yang tidak terkirim,penjual tidak teliti ada barang yang tidak terkirim,"['penjual', 'tidak', 'teliti', 'ada', 'barang', 'yang', 'tidak', 'terkirim']","['penjual', 'teliti', 'barang', 'terkirim']"
199,penjual tidak teliti beli items yang dikirim hanya,penjual tidak teliti beli items yang dikirim hanya,"['penjual', 'tidak', 'teliti', 'beli', 'items', 'yang', 'dikirim', 'hanya']","['penjual', 'teliti', 'beli', 'items', 'dikirim']"
200,pengemasan sangat lama pengiriman jga sangat lama,pengemasan sangat lama pengiriman juga sangat lama,"['pengemasan', 'sangat', 'lama', 'pengiriman', 'juga', 'sangat', 'lama']","['pengemasan', 'pengiriman']"
201,produk bocor di bagian lapisan alumunium foil padahal sengaja beli buat stok pas cek baunya juga kurang baik,produk bocor di bagian lapisan alumunium foil padahal sengaja beli buat stok pas cek baunya juga kurang baik,"['produk', 'bocor', 'di', 'bagian', 'lapisan', 'alumunium', 'foil', 'padahal', 'sengaja', 'beli', 'buat', 'stok', 'pas', 'cek', 'baunya', 'juga', 'kurang', 'baik']","['produk', 'bocor', 'lapisan', 'alumunium', 'foil', 'sengaja', 'beli', 'stok', 'pas', 'cek', 'baunya']"
202,pesen pcs skincare yg dteng cm udh dikomplain tiba komplainan selesai tanpa solusi ataupun jawaban,pesan pcs skincare yang datang cuma sudah dikomplain tiba komplainan selesai tanpa solusi ataupun jawaban,"['pesan', 'pcs', 'skincare', 'yang', 'datang', 'cuma', 'sudah', 'dikomplain', 'tiba', 'komplainan', 'selesai', 'tanpa', 'solusi', 'ataupun', 'jawaban']","['pesan', 'pcs', 'skincare', 'dikomplain', 'komplainan', 'selesai', 'solusi']"
203,isinya bocor tolong lebih teliti dlm pengemasan biar coustemer gg rugi,isinya bocor tolong lebih teliti dalam pengemasan biar coustemer enggak rugi,"['isinya', 'bocor', 'tolong', 'lebih', 'teliti', 'dalam', 'pengemasan', 'biar', 'coustemer', 'enggak', 'rugi']","['isinya', 'bocor', 'tolong', 'teliti', 'pengemasan', 'biar', 'coustemer', 'rugi']"
204,mohon maaf tapi saya agak ragu dengan keaslian produkx krn tdk ada hologramx wanginya juga beda,mohon maaf tapi saya agak ragu dengan keaslian produkx karena tidak ada hologramx wanginya juga beda,"['mohon', 'maaf', 'tapi', 'saya', 'agak', 'ragu', 'dengan', 'keaslian', 'produkx', 'karena', 'tidak', 'ada', 'hologramx', 'wanginya', 'juga', 'beda']","['mohon', 'maaf', 'ragu', 'keaslian', 'produkx', 'hologramx', 'wanginya', 'beda']"
205,mau ganti alamat udh disetujui tokped namn toko tdk menyetujui makasih banget sama kurir jne mau bantu anterin,mau ganti alamat sudah disetujui tokped namn toko tidak menyetujui terima kasih banget sama kurir jne mau bantu antarkan,"['mau', 'ganti', 'alamat', 'sudah', 'disetujui', 'tokped', 'namn', 'toko', 'tidak', 'menyetujui', 'terima', 'kasih', 'banget', 'sama', 'kurir', 'jne', 'mau', 'bantu', 'antarkan']","['ganti', 'alamat', 'disetujui', 'tokped', 'namn', 'toko', 'menyetujui', 'terima', 'kasih', 'banget', 'kurir', 'jne', 'bantu', 'antarkan']"
206,pesen yang retinol dan vit  yang datang malah suncreen dan retinol payah,pesan yang retinol dan vit  yang datang malah suncreen dan retinol payah,"['pesan', 'yang', 'retinol', 'dan', 'vit', 'yang', 'datang', 'malah', 'suncreen', 'dan', 'retinol', 'payah']","['pesan', 'retinol', 'vit', 'suncreen', 'retinol', 'payah']"
207,gak cocok,enggak cocok,"['enggak', 'cocok']",['cocok']
208,baru buka paket sabtu toko libur barang pesan eyeshadow di kasih nya brownzer mw pengajuan komplain apps tidak bisa dan pula terlanjur barang saya buka hiks transaksi pertama saya dan maaf cukup kecewa,baru buka paket sabtu toko libur barang pesan eyeshadow di kasih nya brownzer mau pengajuan komplain apps tidak bisa dan pula terlanjur barang saya buka hiks transaksi pertama saya dan maaf cukup kecewa,"['baru', 'buka', 'paket', 'sabtu', 'toko', 'libur', 'barang', 'pesan', 'eyeshadow', 'di', 'kasih', 'nya', 'brownzer', 'mau', 'pengajuan', 'komplain', 'apps', 'tidak', 'bisa', 'dan', 'pula', 'terlanjur', 'barang', 'saya', 'buka', 'hiks', 'transaksi', 'pertama', 'saya', 'dan', 'maaf', 'cukup', 'kecewa']","['buka', 'paket', 'sabtu', 'toko', 'libur', 'barang', 'pesan', 'eyeshadow', 'kasih', 'nya', 'brownzer', 'pengajuan', 'komplain', 'apps', 'terlanjur', 'barang', 'buka', 'hiks', 'transaksi', 'maaf', 'kecewa']"
209,packingnya pelit banget gak pake bubble wrap sama sekali kotaknya penyok sampe kebuka lem sampingnya,packingnya pelit banget enggak pakai bubble wrap sama sekali kotaknya penyok sampai kebuka lem sampingnya,"['packingnya', 'pelit', 'banget', 'enggak', 'pakai', 'bubble', 'wrap', 'sama', 'sekali', 'kotaknya', 'penyok', 'sampai', 'kebuka', 'lem', 'sampingnya']","['packingnya', 'pelit', 'banget', 'pakai', 'bubble', 'wrap', 'kotaknya', 'penyok', 'kebuka', 'lem', 'sampingnya']"
210,worst seller ever barang kurang ada video unboxing tapi tidak di respond sudah chat baik tidak mau di balas hati kalo order barang banyak,worst seller ever barang kurang ada video unboxing tapi tidak di respond sudah chat baik tidak mau di balas hati kalo order barang banyak,"['worst', 'seller', 'ever', 'barang', 'kurang', 'ada', 'video', 'unboxing', 'tapi', 'tidak', 'di', 'respond', 'sudah', 'chat', 'baik', 'tidak', 'mau', 'di', 'balas', 'hati', 'kalo', 'order', 'barang', 'banyak']","['worst', 'seller', 'ever', 'barang', 'video', 'unboxing', 'respond', 'chat', 'balas', 'hati', 'kalo', 'order', 'barang']"
211,perih di kulit sy yg agak sensitif ga recommend sorry,perih di kulit saya yang agak sensitif enggak recommend sorry,"['perih', 'di', 'kulit', 'saya', 'yang', 'agak', 'sensitif', 'enggak', 'recommend', 'sorry']","['perih', 'kulit', 'sensitif', 'recommend', 'sorry']"
212,kecewa yg di kirm hand sanitizer,kecewa yang di kirm hand sanitizer,"['kecewa', 'yang', 'di', 'kirm', 'hand', 'sanitizer']","['kecewa', 'kirm', 'hand', 'sanitizer']"
213,bahan nya ga ori,bahan nya enggak orisinal,"['bahan', 'nya', 'enggak', 'orisinal']","['bahan', 'nya', 'orisinal']"
214,barang ga saya terima tapi pngiriman sudah selesai kecewaa bangett,barang enggak saya terima tapi pngiriman sudah selesai kecewaa banget,"['barang', 'enggak', 'saya', 'terima', 'tapi', 'pngiriman', 'sudah', 'selesai', 'kecewaa', 'banget']","['barang', 'terima', 'pngiriman', 'selesai', 'kecewaa', 'banget']"
215,sorry kasih bintang jelek krn saya kecewa dgn servis pengiriman nya yg sangat lama packing mubazir padhaay barang nya kecil,sorry kasih bintang jelek karena saya kecewa dengan servis pengiriman nya yang sangat lama packing mubazir padhaay barang nya kecil,"['sorry', 'kasih', 'bintang', 'jelek', 'karena', 'saya', 'kecewa', 'dengan', 'servis', 'pengiriman', 'nya', 'yang', 'sangat', 'lama', 'packing', 'mubazir', 'padhaay', 'barang', 'nya', 'kecil']","['sorry', 'kasih', 'bintang', 'jelek', 'kecewa', 'servis', 'pengiriman', 'nya', 'packing', 'mubazir', 'padhaay', 'barang', 'nya']"
216,pengemasan rusak,pengemasan rusak,"['pengemasan', 'rusak']","['pengemasan', 'rusak']"
217,hati hati dalam unboxing pastikan memvideo karena jika tidak saat barang tidak lengkap penjual tidak mau bertanggung jawab sangat kecewa this is gonna be my last repurchase walaupun kualitas produk okay tapi tanggung jawab seperti ini   better move to others thanks,hati hati dalam unboxing pastikan memvideo karena jika tidak saat barang tidak lengkap penjual tidak mau bertanggung jawab sangat kecewa this is gonna be my last repurchase walaupun kualitas produk okay tapi tanggung jawab seperti ini   better move tapi others thanks,"['hati', 'hati', 'dalam', 'unboxing', 'pastikan', 'memvideo', 'karena', 'jika', 'tidak', 'saat', 'barang', 'tidak', 'lengkap', 'penjual', 'tidak', 'mau', 'bertanggung', 'jawab', 'sangat', 'kecewa', 'this', 'is', 'gon', 'na', 'be', 'my', 'last', 'repurchase', 'walaupun', 'kualitas', 'produk', 'okay', 'tapi', 'tanggung', 'jawab', 'seperti', 'ini', 'better', 'move', 'tapi', 'others', 'thanks']","['hati', 'hati', 'unboxing', 'pastikan', 'memvideo', 'barang', 'lengkap', 'penjual', 'bertanggung', 'kecewa', 'this', 'is', 'gon', 'na', 'be', 'my', 'last', 'repurchase', 'kualitas', 'produk', 'okay', 'tanggung', 'better', 'move', 'others', 'thanks']"
218,engga cocok dr yg cuma kusam doang coba pake ini malah dikeroyok jerawat,enggak cocok dari yang cuma kusam doang coba pakai ini malah dikeroyok jerawat,"['enggak', 'cocok', 'dari', 'yang', 'cuma', 'kusam', 'doang', 'coba', 'pakai', 'ini', 'malah', 'dikeroyok', 'jerawat']","['cocok', 'kusam', 'doang', 'coba', 'pakai', 'dikeroyok', 'jerawat']"
219,udah barang datang nya telat gk  bubble wrap barang nggak ada padahal stocknya ada aku yang harus chat malah dia minta refund lagi nggak ada kejelasan kecewa sama official nya,sudah barang datang nya telat enggak  bubble wrap barang enggak ada padahal stocknya ada aku yang harus chat malah dia meminta refund lagi enggak ada kejelasan kecewa sama official nya,"['sudah', 'barang', 'datang', 'nya', 'telat', 'enggak', 'bubble', 'wrap', 'barang', 'enggak', 'ada', 'padahal', 'stocknya', 'ada', 'aku', 'yang', 'harus', 'chat', 'malah', 'dia', 'meminta', 'refund', 'lagi', 'enggak', 'ada', 'kejelasan', 'kecewa', 'sama', 'official', 'nya']","['barang', 'nya', 'telat', 'bubble', 'wrap', 'barang', 'stocknya', 'chat', 'refund', 'kejelasan', 'kecewa', 'official', 'nya']"
220,aku kecewa barang nya telat datang nggak  bubble wrap nggak ngasih solusi terus katanya ada stock ehh nggak ada info setelah barang datang padahal beli  toped tapi dapat suratnya itu gmn sich datang,aku kecewa barang nya telat datang enggak  bubble wrap enggak mengasih solusi terus katanya ada stock eh enggak ada info setelah barang datang padahal beli  toped tapi dapat suratnya itu bagaimana sih datang,"['aku', 'kecewa', 'barang', 'nya', 'telat', 'datang', 'enggak', 'bubble', 'wrap', 'enggak', 'mengasih', 'solusi', 'terus', 'katanya', 'ada', 'stock', 'eh', 'enggak', 'ada', 'info', 'setelah', 'barang', 'datang', 'padahal', 'beli', 'toped', 'tapi', 'dapat', 'suratnya', 'itu', 'bagaimana', 'sih', 'datang']","['kecewa', 'barang', 'nya', 'telat', 'bubble', 'wrap', 'mengasih', 'solusi', 'stock', 'eh', 'info', 'barang', 'beli', 'toped', 'suratnya', 'sih']"
221,gak bertanggung jawab,enggak bertanggung jawab,"['enggak', 'bertanggung', 'jawab']",['bertanggung']
222,barang tidak terkirim karena rusak dan uang direfund,barang tidak terkirim karena rusak dan uang direfund,"['barang', 'tidak', 'terkirim', 'karena', 'rusak', 'dan', 'uang', 'direfund']","['barang', 'terkirim', 'rusak', 'uang', 'direfund']"
