,Review
97,barangnya sih bagus cuman pelayanannya lelet banget pembelian kedua kirain bakal lebih cepat ternyata sama saja mending cari  distributor lain saja
98,cream nya gak bagus setah pake minggu muka saya malah makin hitam jauh beda sebelom saya pake cream ini muka saya tidak sehitam ini setelah pake cream ini malah tambah hitam
99,no review found
100,no review found
101,no review found
102,ya di kirim hanya dus kosong
103,no review found
104,lain kali kalo tidak punya produk jangan ikutan flash sale bohongin konsumen aja
105,barang ini tidak dikirim saya buat komplain lalu diberikan opsi pengembalian dana atau menunggu sampai barang ready baru dikirimkan saya pilih opsi yg kedua dong karena saya sudah merasa dapet flash sale dan sudah berebutan dengan semua orang di seluruh indonesia ini namun di keesokan harinya komplain sudah diselesaikan dan dana dibalikin perak dih kalo gitu buat apa ngasih opsi gitu ngga guna
106,barang ini dikirim tapi yg serum apricot tidak saya buat komplain lalu diberikan opsi pengembalian dana atau menunggu sampai barang ready baru dikirimkan saya pilih opsi yg kedua dong karena saya sudah merasa dapet flash sale dan sudah berebutan dengan semua orang di seluruh indonesia ini namun di keesokan harinya komplain sudah diselesaikan dan dana dibalikin perak dih kalo gitu buat apa ngasih opsi gitu ngga guna
107,no review found
108,palsu
109,dipacknya ngasal banget trs gaada buble wrapnya lagi cuman sunscreen langsung ke dus super ga niat jelek banget sih service packagingnya padahal ini official store lohh
110,no review found
111,no review found
112,no review found
113,no review found
114,no review found
115,kecewa bgt baru jg beli tp segel dalemnya udah bolong kayak sengaja dibolongin beda sama yg azarin ss gel itu dia masih kesegel ga divideoin dari awal jd gabisa komplen deh
116,no review found
117,no review found
118,no review found
119,kali ini paket white series yg dtng cmn harusnya udh komplain tpi ngga direspon samsek pantes didalam paket ada kertas cara ngajuin komplain trnyata emng ga beres isinya
120,tidak sampai barang nya
121,bikin bruntusan yg geleuh muka jadi keliatan dan kerasa kotor bgt ewh udh pake sunscreen dan toner yg soft light gitu no deh bener kata org ini buat kulit sensitif dan kering jangan pake akhirnya buat tangan dan area tubuh yg gelap aja deh
122,serumnya ga dikirim
123,barang ga dikirim yang dikirim cuma sunscreen sama aloe vera aja
124,serumnya ga dikirim
125,no review found
126,no review found
127,nanti kalau dana saya sudah kembali saya ubah bintangnya
128,nanti kalau dana saya sudah kembali saya ubah bintangnya
129,nanti kalau dana saya sudah kembali saya ubah bintangnya
130,nanti kalau dana saya sudah kembali saya ubah bintangnya
131,no review found
132,barang baru sampe setelah hari padahal toko gaada keterangan libur diprosesny lama banget kapok deh belanja di toko ini bingung kok ratingnya bagus ternyata ga sesuai pelayanannya
133,pesanan ga diproses hari sy ajukan pembatalan lgsng diproses dibalas sangat lama dan seadanya pengiriman lama banget
134,dari checkout hingga barang sampai butuh seminggu lebih
135,no review found
136,no review found
137,no review found
138,saya beli apa yang dikirim apa no respon pula buruk banget
139,no review found
140,jangan mau beli barang disini gapake kardus isinya setengah lagi
141,pengiriman nya lama sekali bukan hanya dari ekspedisi nya saja tapi konfirmasi diproses barangnya juga ampe berhari hari
142,pesannya sunscreen gel yg datang brightening scrub
143,hadiah dari bulan november belum dikirim juga di wa gak di bls di dm pun cuma di baca kecewa
144,hadiah dari bulan november belum dikirim juga di wa gak di bls di dm pun cuma di baca kecewa
145,panas bgt dipake ke wajah padahal biasa pake sunscreenya
146,official store make up termalas yg pernah saya dapat kemasan kirim asalan sangat tdk profesional
147,official store make up termalas yg pernah saya dapat kemasan kirim asalan sangat tdk profesional
148,official store make up termalas yg pernah saya dapat kemasan kirim asalan sangat tdk profesional
149,official store make up termalas yg pernah saya dapat kemasan kirim asalan sangat tdk profesional
150,official store make up termalas yg pernah saya dapat kemasan kirim asalan sangat tdk profesional
151,official store make up termalas yg pernah saya dapat kemasan kirim asalan sangat tdk profesional
152,produk yg dikirim salah beli vit  malah dikirim niacinamide udah niat mau dipake barengan sama retinolnya malah gatot ok ok ga bisa klaim krn ga ada video unboxing fine but you actually owe me smt lhoo ntar disono kutagih ya  disono mana nih  next time bikin packaging gausah mirip warnanya jd bingung sendiri kan pas customer order pdhl beli di official store buat meminimalisir kesalahan  malah lebih fatal hadoo yodah segitu aja bye azarine tokped love  so much guys
153,beli yg day malah di kirim night lain kali lebih hati hati min
154,no review found
155,pesen tgl sampe tgl lama proses di toko nya
156,beli ss yg dikirim malah scrub huhh
157,isinya kosong kalau misal sudah sesuai dengan berat produk di kemasan harusnya jangan banyak ruang yang kosong sama aja bikin konsumen rugi
158,no review found
159,lama
160,saya pesen dua paket twin pack dan lg yg ini harusanya saya terima produk tp saya hanya terima saya tidak sempat melakukan video unboxing jd td bisa klaim mohon untuk setelahnya lbh berhati dan memperhatikan produk yg akan dikirim apa sudah sesuai dgn pesanan atau blm
161,pelayanan admin nya jelek
162,agak kesel ya aku udah nunggu barangnya dan yang dateng salah dong produknya mana di bungkusnya sesuai sama produk yang aku pesen alhasil aku buka tanpa di video tolong banget kalau semisal packing di cek dulu jangan salah kirim kaya gini selain rugi di harga aku juga jadi kehilangan kepercayaan sama ini toko mana lama juga mana ini fotonya ga bisa dilampirkan pula ada tulisan ada gangguan di rumah toped gatau deh serah di cek aja di data gudang seharusnya data pembelian dan produk yang ada di gudang jumlahnya beda
163,barang yang dikirim cuman harusnya karena saya beli twin pack
164,saya sudah pake harian di wajah saya jadi berminyak merah dan jadi beruntusan
165,ga berbuih
166,gak ada perubahan lapisan bibir menebal dan makin gelap bagusnya pas dipake doang
167,awalnya kaget ada paketan cuma dibubble wrap doang pas dibaca ternyata dari azarine dong padahal biasanya pakai kardus sudah diduga kemasan bakalan penyok karena kurir sini emang pake kardus aja suka keteken mana lama pula ngirimnya semoga balik lagi kemasannya pakai kardus gak cuma bubble wrap polosan macam ini
168,facial cleanser nya tumpah sampe habis sampe dus nya basah ternyata packing nya gak pake bubble wrap
169,dibeli tanggal mei nyampe mei kualitas pekiannya pun gak niat gak ada box nya nyesel banget beli disini walaupun officially store seharusnya lebih niat jualan gak sih
170,ketika sampai barang tidak ada di dalam kotak
171,kemasan tanpa kardus membuat tidak aman terhadap suhu produk diterima dalam keadaan panas sehingga tidak tau kualitas masih aman atau tidak
172,tidak ada barangnya padahal tertera ada produk di kardus depan tp di dlm hanya ada sdh terlanjur sy klik selesai
173,entah seller lupa masukin produknya apa gimana isi dalam dusnya hanya kertas komplain doang produknya ga ada harga emang ga seberapa tapi kecewa bgt
174,order item cm item ini yg tdk ada brgnya kecewa banget
175,no komen untuk barang ini karena tidak dikirim penjual proses pengirimannya sangat luama sekali mepet batas waktu pengiriman sampai waktu estimasi tiba berubah dan juga kualitas packaging paket kurang baik ditambah pesanan saya juga kurang satu dari total pesanan yang dikirim hanya respon terhadap komplainnya juga minim banget bener bener mepet batas waktu respon baru ada tanggapan bahwa complain disetujui padahal ini official store loh dan saya berharap banyak untuk sisi customer service tapi saya kecewa semoga menjadi improvement kedepannya ya
176,barang sudah pasti ori tp pengemasan super lama check out kamis senin baru dikirim mohon perbaiki durasi pengemasan kasian kan kalo lagi butuh barangnya segera thanks
177,barang sudah pasti ori tp pengemasan super lama check out kamis senin baru dikirim mohon perbaiki durasi pengemasan kasian kan kalo lagi butuh barangnya segera thanks
178,tidak dikiriim dan pengembalian dana lumayan lama
179,kacau sih pesan tgl mei baru sampai tgl mei kalau gak dikirim barang yg di pesan ya lebih baik toko nya di tutup seller slow respon
180,sangat mengecewakan karena setelah diaplikasikan tidak lama kemudian sudah sompel kena air sedikit juga jadi sompel saya paham ini kutek peel off tapi bukan berarti lepasnya segampang itu
181,saya tidak menerima produk ini sama sekali pada hal saya sangat suka produk toko ini dan saya sering belanja di toko ini tetapi belakangan ini pelayanan toko sangat mengecewakan sok menjadikan lee min ho jadi brand ambasador tapi pelayanan tak becus saya sudah kecewa karena mengiriman yang lelet dan respon yang sangat lambat pada hal produknya sudah lumayan
182,no review found
183,belanja tgl mei packing dan kirim tergolong lama begitu sampai brg ini tdk ada dgn fotocopyan ajukan komplen proses pengembalian dana jg lama diterima tgl mei kinerja spt ini sdh ga layak utk era belanja online segera perbaiki sistem perusahaannya spy bs lbh maju kritik membangun utk usaha lokal
184,pesan tanggal tanggal baru dikirim sampe tanggal ke bogor harusnya kalo emang toko gak ada pengiriman di tutup dulu ke gak ada info apapun padahal butuh buru
185,no review found
186,no review found
187,saya tidak menerima produk ini sama sekali dan uangnya sudah diambil kurir karena pemayaran saya cod
188,no review found
189,barangnya gk dkirim
190,tolong kembalikan uang saya saya beli udah saya bayar cod
191,barang tidak datang
192,untuk kedepannya mohon untuk memperhatikan jumlah stok produk ya
193,pengemasan sama pengiriman lama buanget minggu lebih baru nyampe
194,item nggak dikirim katanya suruh kirim video unboxing lha tapi dari list di paket yang mereka kirim saja jelas tidak tertera serum ini masa masih perlu video unboxing lagi saya beli banyak gamungkin lah saya mau nilep serum cuman satu harga  doang pula coba diitung stok di gudang sesuai nggak
195,no review found
196,barang tidak lengkap katanya bundling tapi kurang katanya akan dikirim lagi tapi dikembalikan dana tidak sesuai kecewa sekali jarang belanja kek gini
197,ga tau kualitasnya blom dicoba barang yang dipesan ga sampai penjual tidak cepat merespon komplain di pusat resolusi hanya jawab ya di chat
198,pelayanan dan pengiriman lama
199,pengirimannya lama baramg sampai rmh sy pas sy lg keluar kota stlah pulanh sy crk ternyata pesanan nya krg item sdngkan sdh lewat hari
200,proses pemesanan lamaaa bgt pengemasan begini doang udh gitu pesen malah cm dtg komplen  resolusi komplen malah   tanggep didiemin jd hrs nunggu hr untung full balik duit sm cb  lagi pesen disini sih walaupun os pdhl ini pengalaman pertama pesen disini tp lgsg enek sm sellernya
201,ordernya apa dikirimnya apa dicek yang teliti dong
202,botol kosong tidak ada isinya
203,pertama saya sangat kecewa sama toko ini diorder minggu gk kunjung diproses juga alhasil bulan baru sampek kecewa saya teramat kecewa
204,no review found
205,mohon maaf saya membeli  twin pack kenapa yang datang malah aja harusnya kan mana sudah kepencet selesai lagi gimana ya saya kecewa banget nih sama pihak azarinenya
206,botolnya pecah alhasil paketnya kotor lain kali packagingya diperbaiki
207,sedih banget awalnya cuman karena jerawat dibawah dagu terus nyoba karena viral kan azarine tuh skrg aku harus balik ke dr spkk lagi
208,
209,kecewaaaa
210,
211,udah shopping  official resmi tetap aja  tipu free giftnya ga di kasi penipuan ini tolong lah jangan buat kepercayaan hilang untuk belanja  official
212,penipuan padahal udah belanja  official free giftnya ga dikirimkan lain  klo ga ikhlas kasi promo begitu jangan lah buat promo free gift segala macam dasar penipu
213,penipuan padahal udah belanja  official free giftnya ga dikirimkan lain  klo ga ikhlas kasi promo begitu jangan lah buat promo free gift segala macam dasar penipu
214,barang yg diterima tidak sesuai kurang serum
215,botol spray nya jelek banget
216,no review found
217,minggu baru sampai
218,kosong
219,gk cocok
220,pelayanan penjual kurang responsif dan barang tidak lengkap
221,pelayanan penjual kurang responsif
222,harusnya kalo barang kosong tu ya ordernya ditolak dong jangan diaccept dan dikirim paket kosong dengan notes seperti ini gak semua orang stand by di rumah baru sempet buka paketnya setelah status paket selesai karena sedang di luar kota udah hubungin via chat lama banget gak dibales mau ajuin claim jg susah karena status paket sudah selesai otomatis gak kaya aplikasi sebelah yg bisa perpanjang masa garansi kalo paket belum sempet dibuka tolong perbaiki kualitas pengirimannya chat jg udah hari gak dibales walopun cuma rb tetep aja uang
223,no review found
224,no review found
225,produk ini tdk cocok utk sy jd bruntusan
226,pesan tgl sampe tgl admin janji dikirim tapi ga juga kalo memang stock ga ada bilang aja jadi ga ngarep terus
227,berkali beli baru kali ini pengemasan lama pengiriman lama kurir gajelas paketan ga di serah in ke custumer dan ga ngasih tau di beri ke siapa smpe sy bingung nungguin
228,lama
229,respon penjual dan pengiriman sangat lambat butuh hari barang nyampek di rumah
230,konfirmasi order lama pengiriman product lama dan cs atau admin slow respon dan jawaban tidak nyambung
231,kaget sih begitu buka ga ada isinya cuma ada kertas aja
232,no review found
233,saya pesan pesanan tapi yg ini tidak dikirim di chat tidak ada respon
234,pesan tanggal tanggal baru dikirim sampe tanggal ke bogor harusnya kalo emang toko gak ada pengiriman di tutup dulu ke gak ada info apapun padahal butuh buru
235,no review found
236,no review found
237,ini pertama kalinya saya tidak menerima barang pesanan saya secara lengkap sayangnya saya tidak melakukan video unboxing
238,beli tgl mei chat admin katanya tgl bisa dikirim tp sampai sudah mau batal otomatis baru dikirim sampe di rmh tgl malem pdhal mau dibawa ke luar kota tgl mei krn melihat status ga dikirim akhirnya beli sama reseller di jakarta kecewa baru pertama kali pesan di official store tp pelayanan buruk dan pengiriman lama barang yg dikirim sesuai hanya tdk ada box atau bubble wrap kalo yg butuh cepat tolong pertimbangkan utk beli di official store
239,udahlah prosesnya lama bgt yg dikirim gk lengkap juga bilang dong kalo brgnya kosong gk bisa kasih review krn saya gak terima barang ini
240,saya kira membeli dari toko official bisa dapat pengemasan lebih baik saya terima kondisi kotak kemasan prpduk terbuka dan saya tanya chat penjual tdk direspond dg cepat tidak ada isi yg tumpah cm berharap kotak kemasan dr azarine bs lebih baik lg saya bs krm video unboxing
241,tiap belanja pasti salah klo ga kurang barangnya ya salah barangnya ikhlasin aja semoga berkah kalo produknya cocok pelayanan nya aja kurang atau butuh karyawan
242,pelayanannya jelek bgt
243,kalau barang tdk ada toko wajib konfirmasi ke customer melalui nomer kah chat toped kah bukan seenaknya kasih secarik kertas minta klaim refund barang yg kosong takut harus kasih vouchsr ribu ya buat apa ada pengaturan stok kalau gitu sayangnya tokopedia seperti tutup mata akan praktek seperti ini
244,kualitas semprotan jelek
245,barang nya dtg kaya gini donk packing nya
246,salah kirim barang hadehh
247,okee
248,pesan hydrasooth dikirim yang hydramax  mana baru sempet unboxing pas udah selesai otomatis lagii duhh
249,no review found
250,no review found
251,prosesnya luamaaa bangett 
252,pelayanan penjual kurang responsif
253,barang gak ada bukanny lngsng drefund dlm box dksh kertas tulisanny mohon minta pengembalian dana untuk brg yg tdk ada sdngkn dluar box dtulis hrs video unboxing untung saya video unboxing kalo gak bs gak kembali tuh dananya
254,barang gak ada terus minta pengembalian dana blgny amu gak dkirim kekuranganny ud djawab mau malah blg ny brgny gak ada refund manual aj mau gak yah aneh lah  refund  lewat toped kenapa jg hrs manual
255,barang ga dikirim uang dikembalikan setelah complain
256,pelayanan penjual kurang responsif
257,pelayanan penjual kurang responsif
