,Review,Review_norm
336,sudah pengiriman lama ternyata di aku ga cocok banget mmg tipe aku sensitif dan acne prone dan ga cocok dgn niacinamide namun di iklan sblm launch positif review semua dan katanya kandungan niacinamide dan actives lainnya aman bagi segala permasalahan dan tipe bahkan cocok di bumil dan busui akhirnya belain ikutan war tengah malam pas dtg jg lama banget minggu begitu coba sehari lgsg ada jerawat di jidat kirain krn kotor ya setelah pakai makin parah jerawat dan bruntusan muncul ditempat yg enggak pernah jerawatan lagi duh susah sembuhin kulitku yg akhirnya ga berjerawat lagi  skg jerawatan sampe skg ga berani bareface lagi tdnya aku beli toner yg biasa dipakai cuman krn udh abis ya cobain beli satu set ini ternyata malah amburadul kulitnya kalau yg cocok produknya sih monggo ya tp klo yg mmg kulitnya ga badak dan dirasa ga cocok sama kandungan tertentu mohon pertimbangin dipakainya kalau di saya pengalaman memakainya seperti ini positifnya cuman seneng dpt guasha dan diskon tp jd mubazir kalau ada yg saya sale dm aja ya,sudah pengiriman lama ternyata di aku enggak cocok banget memang tipe aku sensitif dan acne prone dan enggak cocok dengan niacinamide namun di iklan sebelum launch positif review semua dan katanya kandungan niacinamide dan actives lainnya aman bagi segala permasalahan dan tipe bahkan cocok di bumil dan busui akhirnya membela ikutan war tengah malam pas datang juga lama banget minggu begitu coba sehari langsung ada jerawat di jidat mengira karena kotor ya setelah pakai makin parah jerawat dan bruntusan muncul ditempat yang enggak pernah jerawatan lagi duh susah menyembuhkan kulitku yang akhirnya enggak berjerawat lagi  sekarang jerawatan sampai sekarang enggak berani bareface lagi tadinya aku beli toner yang biasa dipakai cuman karena sudah habis ya mencoba beli satu set ini ternyata malah amburadul kulitnya kalau yang cocok produknya sih monggo ya tapi kalo yang memang kulitnya enggak badak dan dirasa enggak cocok sama kandungan tertentu mohon pertimbangin dipakainya kalau di saya pengalaman memakainya seperti ini positifnya cuman senang dapat guasha dan diskon tapi jadi mubazir kalau ada yang saya sale dm saja ya
337,packaging nya rusak penyok box packaging nya sdh terbuka sedikit segel box toner nya rusak untung botol tidak pecah,packaging nya rusak penyok box packaging nya sudah terbuka sedikit segel box toner nya rusak untung botol tidak pecah
338,exp hanya tinggal bulan lagi hmmmmmm,exp hanya tinggal bulan lagi hmmmmmm
339,baru kali ini terimabarang dari sekelas avoskin tapi kotaknya ambrulradul udah sobek pinggirnya kaya pake kardus lama sedihnya meskipun beli buru ditanggal release nya ehhhh nggak dapet apa miris bangettttttt tau gitu belinya nunggu ntaran kapok deh,baru kali ini terimabarang dari sekelas avoskin tapi kotaknya ambrulradul sudah sobek pinggirnya kayak pakai kardus lama sedihnya meskipun beli buru ditanggal release nya ehhhh enggak dapat apa miris banget tau begitu belinya menunggu ntaran kapok deh
340,beli pas diskon sih tapi ternyata dapat barang yg exp nya deket kecewa bgt,beli pas diskon sih tapi ternyata dapat barang yang exp nya dekat kecewa banget
341,kecewa banget waktu flash sale gaada tulisan exp tahun ini  yang nyampe exp padahal harga cuma beda berapa puluh ribu udah komplain bilangnya masih bisa paonya bulan gimana bisa coba orang dari hari ini sampe exp datenya aja ga sampe bulan udah mana responnya gitu doang ihh kecewa banget tau gitu mending beli yang ga flash sale,kecewa banget waktu flash sale enggak ada tulisan exp tahun ini  yang sampai exp padahal harga cuma beda berapa puluh ribu sudah komplain bilangnya masih bisa paonya bulan bagaimana bisa coba orang dari hari ini sampai exp datenya saja enggak sampai bulan sudah mana responnya begitu doang ih kecewa banget tau begitu mending beli yang enggak flash sale
342,penjual tidak responsif dan kesalahan kirim ke tujuan setelah dikomplain dihari kedua baru dikirimkan sesuai tujuan yg sebenarnya,penjual tidak responsif dan kesalahan kirim ke tujuan setelah dikomplain dihari kedua baru dikirimkan sesuai tujuan yang sebenarnya
343,entah kenapa aku malah jerawaten parah pakek ini huhu mungkin emang kurang cocok aja sebelumnya pakek serum yg mengandung niacinamide lebih friendly di kulit mukaku,entah kenapa aku malah jerawaten parah pakai ini huhu mungkin memang kurang cocok saja sebelumnya pakai serum yang mengandung niacinamide lebih friendly di kulit mukaku
344,respon dan proses lama,respon dan proses lama
345,pengiriman super duper lamaaaaaa pake jnt dari tgl nyampe tgl haduhhh,pengiriman super duper lama pakai jnt dari tanggal sampai tanggal haduhhh
346,pengirimannya lama,pengirimannya lama
347,barang kecil isinya sedikit,barang kecil isinya sedikit
348,pengemasan terlalu lama pengiriman juga lama pesan sabtu barang baru nyampr kamis,pengemasan terlalu lama pengiriman juga lama pesan sabtu barang baru nyampr kamis
349,klaim garansi nya lambat respon,klaim garansi nya lambat respon
350,ternyata ga cocok buat kulit muka sy,ternyata enggak cocok buat kulit muka saya
351,ternyata ga cocok untuk kulit muka sy,ternyata enggak cocok untuk kulit muka saya
352,membuat muka jadi breakout,membuat muka jadi breakout
353,lama banget sampe nya,lama banget sampai nya
354,total durasi sejak order sampai barang tiba hari sangat lambat,total durasi sejak order sampai barang tiba hari sangat lambat
355,tampilan produk jgn sama dong jadi salah beli mana beliin buat org,tampilan produk jangan sama dong jadi salah beli mana belikan buat orang
356,ko dipake malah muncul jerawat yaa padahal itu buat kulit sensitif,kok dipakai malah muncul jerawat ya padahal itu buat kulit sensitif
357,hadiah nya kurang transparasi lbh baik gambarnya itu lgsg ganti kalau stok free gift nya abis kan ada pengaturan stok nya berapa gtu drpd jdi php atau ditulis di gambarnya kalau limited juga biar lbh jelas,hadiah nya kurang transparasi lebih baik gambarnya itu langsung ganti kalau stok free gift nya habis kan ada pengaturan stok nya berapa begitu daripada jadi php atau ditulis di gambarnya kalau limited juga biar lebih jelas
358,pengiriman lambat,pengiriman lambat
359,cukup kecewa karna packaging tidak sesuai dengan gambar,cukup kecewa karena packaging tidak sesuai dengan gambar
360,kl di aku pribadi kurang cocok malah terkesan kusam mukaku,kalo di aku pribadi kurang cocok malah terkesan kusam mukaku
361,tidak cocok,tidak cocok
362,size kecil isinya sedikkit,size kecil isinya sedikkit
363,jadi karena baca review bagus saya coba ya ternyata tetap whitecast nyata kaya pake tepung basah di muka sudah coba pake hidrasi dulu sebelumnya tetep gak ngeblend takaran jari ya lama lama whitecast makin cemong dan tetap perih kena mata kalau mau wudhu harus bersihin pake cleansing oil dulu pake dalam rumah aja gapapa sih kalo buat keluar gak mungkin karena cemong gini kulit saya kombinasi dry to normal sensitif age keatas,jadi karena baca review bagus saya coba ya ternyata tetap whitecast nyata kayak pakai tepung basah di muka sudah coba pakai hidrasi dulu sebelumnya tetap enggak ngeblend takaran jari ya lama lama whitecast makin cemong dan tetap perih kena mata kalau mau wudhu harus bersihin pakai cleansing oil dulu pakai dalam rumah saja gapapa sih kalo buat keluar enggak mungkin karena cemong begini kulit saya kombinasi dry tapi normal sensitif age keatas
364,tempatnya robek kegedean tempat jadi gak nyangka isinya seuprit,tempatnya robek kegedean tempat jadi enggak menyangka isinya sedikit
365,ngga cocok pake ini karena jadi bruntusan jerawat,enggak cocok pakai ini karena jadi bruntusan jerawat
366,isinya dikit bgt kebanyakan angin tau gt beli yg ml aja ya cuma nambah rb lg,isinya dikit banget kebanyakan angin tau begitu beli yang ml saja ya cuma menambah ribu lagi
367,udah minta  batalin pemesanan tapi barangnya jd dikirim,sudah meminta  batalin pemesanan tapi barangnya jadi dikirim
368,intinya kecewa akh,intinya kecewa akh
369,isinya sangat sedikit,isinya sangat sedikit
370,lama sekali,lama sekali
371,saya beli barang di kirim,saya beli barang di kirim
372,reschedule mulu lama banget kirimnya,reschedule mulu lama banget kirimnya
373,paket datang dengan kondisi sobek di dusnya menurut info kurir sudah dari sananya seperti itu wallahualam untungnya didalam menggunakan bubble wrap jadi isinya masih aman dan kemasan didalam juga masih tersegel rapi cuma rada kecewa aja ketika pertama kali terima paketnya semoga kedepannya dapat di perhatikan lagi dalam pengemasannya mungkin di atas dusnya bisa di lapisi lagi dengan plastik agar tidak terjadi lagi seperti ini,paket datang dengan kondisi sobek di dusnya menurut info kurir sudah dari sananya seperti itu wallahualam untungnya didalam menggunakan bubble wrap jadi isinya masih aman dan kemasan didalam juga masih tersegel rapi cuma rada kecewa saja ketika pertama kali terima paketnya semoga kedepannya dapat di perhatikan lagi dalam pengemasannya mungkin di atas dusnya bisa di lapisi lagi dengan plastik agar tidak terjadi lagi seperti ini
374,pengalaman pertama beli avoskin belum tau isi productnya kalau bagus productnya mungkin beli lg tapi super kecewa sm packagingnya sih seperti difoto pump sm tutupnya nyatu ud ditarik tetep gbs skrg mau ambil productnya susah sekali smg packaginya lbh baik lg ya kedpnnya,pengalaman pertama beli avoskin belum tau isi productnya kalau bagus productnya mungkin beli lagi tapi super kecewa sama packagingnya sih seperti difoto pump sama tutupnya nyatu sudah ditarik tetap enggak bisa sekarang mau ambil productnya susah sekali semoga packaginya lebih baik lagi ya kedpnnya
375,dikirain isinya banyak ya kaya brand lain taunya cuman gini doang si ga worth it kesannya cuman ngasih barang yg ga kejual,dikirain isinya banyak ya kayak brand lain taunya cuman begini doang sih enggak worth itu kesannya cuman mengasih barang yang enggak kejual
376,produk ok tapi pengirimannya lama,produk ok tapi pengirimannya lama
377,pengiriman lama padahal beli barang yg hrgnya gak murah amat dari official store kalo dibandingin ke sesama toko official store dari jkt yg lagi ada flash sale masak nyampenya malah lebi cepet gak lg deh beli di official store uda lebi mahal hrgnya pengirimannya jg lebi lama,pengiriman lama padahal beli barang yang hrgnya enggak murah amat dari official store kalo dibandingin ke sesama toko official store dari jakarta yang lagi ada flash sale masak sampainya malah lebih cepat enggak lagi deh beli di official store sudah lebih mahal hrgnya pengirimannya juga lebih lama
378,waktu paket dibuka segel kotaknya udah kebuka trus didalamnya udah kek gini huhuu gatau ini ori apa engga,waktu paket dibuka segel kotaknya sudah kebuka terus didalamnya sudah kayak begini huhuu enggak tau ini orisinal apa enggak
379,bara tiba dengan selamat tapi cs avoskin tolong diperbaiki lagi dia ngomong soal sop tapi ga paham yang saya bilang cuma minta konfirmasi pesanan karena saya udah transaksi ngomong kemana bilang sop ribet banget soal konfirmasi pesanan masa harus nunggu hari,bara tiba dengan selamat tapi customer service avoskin tolong diperbaiki lagi dia mengomong soal sop tapi enggak paham yang saya bilang cuma meminta konfirmasi pesanan karena saya sudah transaksi mengomong kemana bilang sop ribet banget soal konfirmasi pesanan masa harus menunggu hari
380,saya yakin barangnya bagus sayangnya pelayanannya sangat sangat kurang,saya yakin barangnya bagus sayangnya pelayanannya sangat sangat kurang
381,hallo ka emang warna produknya kuning bening kaya gini ya perasaan waktu pertama beli warna nya putih bening ga kuning bngt tapi ini kuning bngt takutnya sudah teroksidasi gitu apakah ini masih aman untuk dipakai,halo kak memang warna produknya kuning bening kayak begini ya perasaan waktu pertama beli warna nya putih bening enggak kuning banget tapi ini kuning banget takutnya sudah teroksidasi begitu apakah ini masih aman untuk dipakai
382,emang dapet harga kejar diskon doh jadi not cheap at all tp dapet yg expired date tau dong retinol ga mungkin dipakai tiap hari langsung build tolerance dulu tp dikasi ed ngepas setaun kalo diskonnya mah bebasss bunn,memang dapat harga kejar diskon doh jadi not cheap at all tapi dapat yang expired date tau dong retinol enggak mungkin dipakai tiap hari langsung build tolerance dulu tapi dikasih ed ngepas setaun kalo diskonnya mah bebasss bunn
383,ukuran produk kecil sekali menurut saya mahal untuk harga segini,ukuran produk kecil sekali menurut saya mahal untuk harga segini
