,Review,Review_norm,review_tokens
133,sumpah kecewa sii saya baru pertama kali lho saya beli produk di official store online dan dikirimin produk yg udah mau expired kecewa saya,sumpah kecewa sih saya baru pertama kali lho saya beli produk di official store online dan dikirimin produk yang sudah mau expired kecewa saya,"['sumpah', 'kecewa', 'sih', 'saya', 'baru', 'pertama', 'kali', 'lho', 'saya', 'beli', 'produk', 'di', 'official', 'store', 'online', 'dan', 'dikirimin', 'produk', 'yang', 'sudah', 'mau', 'expired', 'kecewa', 'saya']"
134,pelayanan oke tapi produk nya bikin iritasi semalam coba pakai toner serum nya langsung muka perih iritasi plus merah paginya coba lagi cm pake serum tetes tetap perihh iritasi panas,pelayanan oke tapi produk nya bikin iritasi semalam coba pakai toner serum nya langsung muka perih iritasi plus merah paginya coba lagi cuma pakai serum tetes tetap perihh iritasi panas,"['pelayanan', 'oke', 'tapi', 'produk', 'nya', 'bikin', 'iritasi', 'semalam', 'coba', 'pakai', 'toner', 'serum', 'nya', 'langsung', 'muka', 'perih', 'iritasi', 'plus', 'merah', 'paginya', 'coba', 'lagi', 'cuma', 'pakai', 'serum', 'tetes', 'tetap', 'perihh', 'iritasi', 'panas']"
135,penjual mengirim barang yg sudah dekat sekali masa expired nya dengan dalih masih ada masa bulan setelah tgl exp  pemaksaan sekali saya sdh baca literatur bila produk retinol rentan rusaknya dan pakainya jarang pula lama habisnya lalu ini dikirim brg produksi tahun lalu hak pembeli utk mendapatkan barang yg sesuai ditolak pembeli sudah chats dgn penjual utk retur disertai bukti tapi penjual menolak menggantikan dgn barang yg terbaru sewaktu blum beli sudah ditanya kapan tgl exp jawabannya cso tahun tapi dikirimnya barang produksi tahun lalu sudah mepet exp pengen ketawa dan marah kagak sangka lagak official store tapi tidak punya komitmen tidak melindungi hak konsumen lebih baik beli dari store yg lain yang lebih amanah menjaga konsumen hati jangan terkecoh membeli produk di store ini tanyakan yg jelas kapan tgl produksi yg akan dikirim dengan pasti dan screenshoot jawabannya utk bukti bila jawabannya nanti dilihat sewaktu barang datang lebih baik jangan mau beli karena pasti diberi brg lama yg masa exp tinggal edikit lagi bila penjual mau jual harga diskonan sebaiknya penjual jujur diawal tidak menutupi bhw tgl exp sekian spy fair adil dan konsumen tahu diawal saya jg seorang penjual tapi saya pantang mendapatkan uang dgn cara menipu konsumen spt ini hai cso jangan bilang saya suruh kontak lagi ya saya udah kontak berkali via chats tapi tidak digubris btw saya lihat komplain pembeli yg lain di hari yg sama dengan saya yg punya keluhan yg sama dikirim brg exp mepet waktu lihat yg komplain bintang jadi ternyata bukan saya saja sudah banyak konsumen yg dirugikan hati ini berhubungan dengan kosmetik muka kalau muka orang sampai kenapa apa situ mau tanggung jawab,penjual mengirim barang yang sudah dekat sekali masa expired nya dengan dalih masih ada masa bulan setelah tanggal exp  pemaksaan sekali saya sudah baca literatur bila produk retinol rentan rusaknya dan pakainya jarang pula lama habisnya lalu ini dikirim barang produksi tahun lalu hak pembeli untuk mendapatkan barang yang sesuai ditolak pembeli sudah chats dengan penjual untuk retur disertai bukti tapi penjual menolak menggantikan dengan barang yang terbaru sewaktu belum beli sudah ditanya kapan tanggal exp jawabannya cso tahun tapi dikirimnya barang produksi tahun lalu sudah mepet exp pengin ketawa dan marah kagak sangka lagak official store tapi tidak punya komitmen tidak melindungi hak konsumen lebih baik beli dari store yang lain yang lebih amanah menjaga konsumen hati jangan terkecoh membeli produk di store ini tanyakan yang jelas kapan tanggal produksi yang akan dikirim dengan pasti dan screenshoot jawabannya untuk bukti bila jawabannya nanti dilihat sewaktu barang datang lebih baik jangan mau beli karena pasti diberi barang lama yang masa exp tinggal edikit lagi bila penjual mau jual harga diskonan sebaiknya penjual jujur diawal tidak menutupi bahwa tanggal exp sekian supaya fair adil dan konsumen tahu diawal saya juga seorang penjual tapi saya pantang mendapatkan uang dengan cara menipu konsumen seperti ini hai cso jangan bilang saya suruh kontak lagi ya saya sudah kontak berkali via chats tapi tidak digubris btw saya lihat komplain pembeli yang lain di hari yang sama dengan saya yang punya keluhan yang sama dikirim barang exp mepet waktu lihat yang komplain bintang jadi ternyata bukan saya saja sudah banyak konsumen yang dirugikan hati ini berhubungan dengan kosmetik muka kalau muka orang sampai kenapa apa situ mau tanggung jawab,"['penjual', 'mengirim', 'barang', 'yang', 'sudah', 'dekat', 'sekali', 'masa', 'expired', 'nya', 'dengan', 'dalih', 'masih', 'ada', 'masa', 'bulan', 'setelah', 'tanggal', 'exp', 'pemaksaan', 'sekali', 'saya', 'sudah', 'baca', 'literatur', 'bila', 'produk', 'retinol', 'rentan', 'rusaknya', 'dan', 'pakainya', 'jarang', 'pula', 'lama', 'habisnya', 'lalu', 'ini', 'dikirim', 'barang', 'produksi', 'tahun', 'lalu', 'hak', 'pembeli', 'untuk', 'mendapatkan', 'barang', 'yang', 'sesuai', 'ditolak', 'pembeli', 'sudah', 'chats', 'dengan', 'penjual', 'untuk', 'retur', 'disertai', 'bukti', 'tapi', 'penjual', 'menolak', 'menggantikan', 'dengan', 'barang', 'yang', 'terbaru', 'sewaktu', 'belum', 'beli', 'sudah', 'ditanya', 'kapan', 'tanggal', 'exp', 'jawabannya', 'cso', 'tahun', 'tapi', 'dikirimnya', 'barang', 'produksi', 'tahun', 'lalu', 'sudah', 'mepet', 'exp', 'pengin', 'ketawa', 'dan', 'marah', 'kagak', 'sangka', 'lagak', 'official', 'store', 'tapi', 'tidak', 'punya', 'komitmen', 'tidak', 'melindungi', 'hak', 'konsumen', 'lebih', 'baik', 'beli', 'dari', 'store', 'yang', 'lain', 'yang', 'lebih', 'amanah', 'menjaga', 'konsumen', 'hati', 'jangan', 'terkecoh', 'membeli', 'produk', 'di', 'store', 'ini', 'tanyakan', 'yang', 'jelas', 'kapan', 'tanggal', 'produksi', 'yang', 'akan', 'dikirim', 'dengan', 'pasti', 'dan', 'screenshoot', 'jawabannya', 'untuk', 'bukti', 'bila', 'jawabannya', 'nanti', 'dilihat', 'sewaktu', 'barang', 'datang', 'lebih', 'baik', 'jangan', 'mau', 'beli', 'karena', 'pasti', 'diberi', 'barang', 'lama', 'yang', 'masa', 'exp', 'tinggal', 'edikit', 'lagi', 'bila', 'penjual', 'mau', 'jual', 'harga', 'diskonan', 'sebaiknya', 'penjual', 'jujur', 'diawal', 'tidak', 'menutupi', 'bahwa', 'tanggal', 'exp', 'sekian', 'supaya', 'fair', 'adil', 'dan', 'konsumen', 'tahu', 'diawal', 'saya', 'juga', 'seorang', 'penjual', 'tapi', 'saya', 'pantang', 'mendapatkan', 'uang', 'dengan', 'cara', 'menipu', 'konsumen', 'seperti', 'ini', 'hai', 'cso', 'jangan', 'bilang', 'saya', 'suruh', 'kontak', 'lagi', 'ya', 'saya', 'sudah', 'kontak', 'berkali', 'via', 'chats', 'tapi', 'tidak', 'digubris', 'btw', 'saya', 'lihat', 'komplain', 'pembeli', 'yang', 'lain', 'di', 'hari', 'yang', 'sama', 'dengan', 'saya', 'yang', 'punya', 'keluhan', 'yang', 'sama', 'dikirim', 'barang', 'exp', 'mepet', 'waktu', 'lihat', 'yang', 'komplain', 'bintang', 'jadi', 'ternyata', 'bukan', 'saya', 'saja', 'sudah', 'banyak', 'konsumen', 'yang', 'dirugikan', 'hati', 'ini', 'berhubungan', 'dengan', 'kosmetik', 'muka', 'kalau', 'muka', 'orang', 'sampai', 'kenapa', 'apa', 'situ', 'mau', 'tanggung', 'jawab']"
136,hati hati belanja di sini seller menginformasikan bahwa expired date th kenyataannya saya menerima produk masa expirednya hanya sisa bulan aja saya beli untuk stock terlalu mepet kalau hanya bulan saya udah mengajukan komplain mengikuti prosedur di tokopedia namun seller menolak dan memberikan bukti yang tidak valid sama sekali hanya screenshot kalimat penolakan dari saya dan ditambah kalimat kurang lebih sudah mengirim produk sesuai dengan pesanan kedaluwarsa di atas bulan itu artinya toko ini secara tidak langsung menyatakan sebagai toko yang tidak berkompeten pembaca ulasan ini pun bisa jadi ingin tertawa di awal bilang expired date th  pas diajukan komplain malah bilang di atas bulan lucu sekali bukan hahahahaa seller memberikan informasi palsu dan bohong patut dikenai sanksi saya tambah kesal dan jengkel seller awalnya tidak meminta maaf malah berdalih kalau produk yang saya terima masih aman untuk digunakan komedi sekali ya titik fokus di sini bukan masih aman digunakan karena seharusnya seller bisa komitmen dan profesional dalam berjualan apalagi ini official store,hati hati belanja di sini seller menginformasikan bahwa expired date tahu kenyataannya saya menerima produk masa expirednya hanya sisa bulan saja saya beli untuk stock terlalu mepet kalau hanya bulan saya sudah mengajukan komplain mengikuti prosedur di tokopedia namun seller menolak dan memberikan bukti yang tidak valid sama sekali hanya screenshot kalimat penolakan dari saya dan ditambah kalimat kurang lebih sudah mengirim produk sesuai dengan pesanan kedaluwarsa di atas bulan itu artinya toko ini secara tidak langsung menyatakan sebagai toko yang tidak berkompeten pembaca ulasan ini pun bisa jadi ingin tertawa di awal bilang expired date tahu  pas diajukan komplain malah bilang di atas bulan lucu sekali bukan hahahahaa seller memberikan informasi palsu dan bohong patut dikenai sanksi saya tambah kesal dan jengkel seller awalnya tidak meminta maaf malah berdalih kalau produk yang saya terima masih aman untuk digunakan komedi sekali ya titik fokus di sini bukan masih aman digunakan karena seharusnya seller bisa komitmen dan profesional dalam berjualan apalagi ini official store,"['hati', 'hati', 'belanja', 'di', 'sini', 'seller', 'menginformasikan', 'bahwa', 'expired', 'date', 'tahu', 'kenyataannya', 'saya', 'menerima', 'produk', 'masa', 'expirednya', 'hanya', 'sisa', 'bulan', 'saja', 'saya', 'beli', 'untuk', 'stock', 'terlalu', 'mepet', 'kalau', 'hanya', 'bulan', 'saya', 'sudah', 'mengajukan', 'komplain', 'mengikuti', 'prosedur', 'di', 'tokopedia', 'namun', 'seller', 'menolak', 'dan', 'memberikan', 'bukti', 'yang', 'tidak', 'valid', 'sama', 'sekali', 'hanya', 'screenshot', 'kalimat', 'penolakan', 'dari', 'saya', 'dan', 'ditambah', 'kalimat', 'kurang', 'lebih', 'sudah', 'mengirim', 'produk', 'sesuai', 'dengan', 'pesanan', 'kedaluwarsa', 'di', 'atas', 'bulan', 'itu', 'artinya', 'toko', 'ini', 'secara', 'tidak', 'langsung', 'menyatakan', 'sebagai', 'toko', 'yang', 'tidak', 'berkompeten', 'pembaca', 'ulasan', 'ini', 'pun', 'bisa', 'jadi', 'ingin', 'tertawa', 'di', 'awal', 'bilang', 'expired', 'date', 'tahu', 'pas', 'diajukan', 'komplain', 'malah', 'bilang', 'di', 'atas', 'bulan', 'lucu', 'sekali', 'bukan', 'hahahahaa', 'seller', 'memberikan', 'informasi', 'palsu', 'dan', 'bohong', 'patut', 'dikenai', 'sanksi', 'saya', 'tambah', 'kesal', 'dan', 'jengkel', 'seller', 'awalnya', 'tidak', 'meminta', 'maaf', 'malah', 'berdalih', 'kalau', 'produk', 'yang', 'saya', 'terima', 'masih', 'aman', 'untuk', 'digunakan', 'komedi', 'sekali', 'ya', 'titik', 'fokus', 'di', 'sini', 'bukan', 'masih', 'aman', 'digunakan', 'karena', 'seharusnya', 'seller', 'bisa', 'komitmen', 'dan', 'profesional', 'dalam', 'berjualan', 'apalagi', 'ini', 'official', 'store']"
137,syng banget kulit jd kemerahan dan gatel baru coba tonnernya padahal,sayang banget kulit jadi kemerahan dan gatel baru coba tonnernya padahal,"['sayang', 'banget', 'kulit', 'jadi', 'kemerahan', 'dan', 'gatel', 'baru', 'coba', 'tonnernya', 'padahal']"
138,barang tidak dikirim pesanannya kurang mengecewakan sekali qc nya,barang tidak dikirim pesanannya kurang mengecewakan sekali qc nya,"['barang', 'tidak', 'dikirim', 'pesanannya', 'kurang', 'mengecewakan', 'sekali', 'qc', 'nya']"
139,digambarnya tertulis free toner ml ternyata tonernya tdk datang setelah chat seller katanya limited stock klo memang limited stock ko knp tdk ditulis atau dijelaskan masa sekelas official store seperti ini klo memang sdh habis yah gambarnya knp gk diganti aja ternyata banyak yg mengeluhkan hal yg sama ttg free gift yg tdk dikirim harusnya pihak store bisa memperbaiki hal tsb sisa umur simpan produk jg masa kurang dr thn hanya bln exp nov,digambarnya tertulis free toner ml ternyata tonernya tidak datang setelah chat seller katanya limited stock kalo memang limited stock kok kenapa tidak ditulis atau dijelaskan masa sekelas official store seperti ini kalo memang sudah habis ya gambarnya kenapa enggak diganti saja ternyata banyak yang mengeluhkan hal yang sama tentang free gift yang tidak dikirim harusnya pihak store bisa memperbaiki hal tersebut sisa umur simpan produk juga masa kurang dari tahun hanya bulan exp nov,"['digambarnya', 'tertulis', 'free', 'toner', 'ml', 'ternyata', 'tonernya', 'tidak', 'datang', 'setelah', 'chat', 'seller', 'katanya', 'limited', 'stock', 'kalo', 'memang', 'limited', 'stock', 'kok', 'kenapa', 'tidak', 'ditulis', 'atau', 'dijelaskan', 'masa', 'sekelas', 'official', 'store', 'seperti', 'ini', 'kalo', 'memang', 'sudah', 'habis', 'ya', 'gambarnya', 'kenapa', 'enggak', 'diganti', 'saja', 'ternyata', 'banyak', 'yang', 'mengeluhkan', 'hal', 'yang', 'sama', 'tentang', 'free', 'gift', 'yang', 'tidak', 'dikirim', 'harusnya', 'pihak', 'store', 'bisa', 'memperbaiki', 'hal', 'tersebut', 'sisa', 'umur', 'simpan', 'produk', 'juga', 'masa', 'kurang', 'dari', 'tahun', 'hanya', 'bulan', 'exp', 'nov']"
140, purchased the first date of the campaign free mirror but the package didn  include the mirror as the campaign said their product packaging also so poor looks cheap customer admin doesn  know their campaign as well totally bad experience, purchased the first date of the campaign free mirror but the package didn  include the mirror as the campaign said their product packaging also so poor looks cheap customer admin doesn  know their campaign as well totally bad experience,"['purchased', 'the', 'first', 'date', 'of', 'the', 'campaign', 'free', 'mirror', 'but', 'the', 'package', 'didn', 'include', 'the', 'mirror', 'as', 'the', 'campaign', 'said', 'their', 'product', 'packaging', 'also', 'so', 'poor', 'looks', 'cheap', 'customer', 'admin', 'doesn', 'know', 'their', 'campaign', 'as', 'well', 'totally', 'bad', 'experience']"
141,ternyata yang dikirim ada bintik putihnya bukan sabun kea biasa kualitas barangnya tolong diperhatikan,ternyata yang dikirim ada bintik putihnya bukan sabun kea biasa kualitas barangnya tolong diperhatikan,"['ternyata', 'yang', 'dikirim', 'ada', 'bintik', 'putihnya', 'bukan', 'sabun', 'kea', 'biasa', 'kualitas', 'barangnya', 'tolong', 'diperhatikan']"
142,mumpung bulan puasa jd sebelum order pikir dlu jangan termakan iklan review dr youtube rekomendasi dr youtube sblm order sudah baca deskripsi sudah memutuskan untuk membeli taunya produknya very not recomended kulit semakin kusam pkoknya kulit muka kayak terik gtu tp muka kusam mngkn krna jd kering gtu komedo yg awalnya ga keliatan jd keliatan mngkn krna kering pdhl saya menggunakan serum merk sebelah aman aman saja sudah chat penjual tp tidak memberikan solusi sm skali dan slalu mencari alasan untuk pembenaran contohnya wajib ini itu sblm pakai ini pdhl sudah jelas dideskripsi produk tidak ada penjelasannya rugi didunia ga masalah ngamburin uang beli produk ini drpd rugi akhirat menjual produk haruslah lengkap harus jelas jgn setelah order bru dikasi tw harus pakai ini dulu itu dulu alhamdulillah dalam islam saya diajarkan slalu memberikan penjelasan atas apa yg saya jual,mumpung bulan puasa jadi sebelum order pikir dulu jangan termakan iklan review dari youtube rekomendasi dari youtube sebelum order sudah baca deskripsi sudah memutuskan untuk membeli taunya produknya very not recomended kulit semakin kusam pokoknya kulit muka kayak terik begitu tapi muka kusam mngkn karena jadi kering begitu komedo yang awalnya enggak kelihatan jadi kelihatan mngkn karena kering padahal saya menggunakan serum merk sebelah aman aman saja sudah chat penjual tapi tidak memberikan solusi sama sekali dan selalu mencari alasan untuk pembenaran contohnya wajib ini itu sebelum pakai ini padahal sudah jelas dideskripsi produk tidak ada penjelasannya rugi didunia enggak masalah ngamburin uang beli produk ini daripada rugi akhirat menjual produk haruslah lengkap harus jelas jangan setelah order baru dikasih tau harus pakai ini dulu itu dulu alhamdulillah dalam islam saya diajarkan selalu memberikan penjelasan atas apa yang saya jual,"['mumpung', 'bulan', 'puasa', 'jadi', 'sebelum', 'order', 'pikir', 'dulu', 'jangan', 'termakan', 'iklan', 'review', 'dari', 'youtube', 'rekomendasi', 'dari', 'youtube', 'sebelum', 'order', 'sudah', 'baca', 'deskripsi', 'sudah', 'memutuskan', 'untuk', 'membeli', 'taunya', 'produknya', 'very', 'not', 'recomended', 'kulit', 'semakin', 'kusam', 'pokoknya', 'kulit', 'muka', 'kayak', 'terik', 'begitu', 'tapi', 'muka', 'kusam', 'mngkn', 'karena', 'jadi', 'kering', 'begitu', 'komedo', 'yang', 'awalnya', 'enggak', 'kelihatan', 'jadi', 'kelihatan', 'mngkn', 'karena', 'kering', 'padahal', 'saya', 'menggunakan', 'serum', 'merk', 'sebelah', 'aman', 'aman', 'saja', 'sudah', 'chat', 'penjual', 'tapi', 'tidak', 'memberikan', 'solusi', 'sama', 'sekali', 'dan', 'selalu', 'mencari', 'alasan', 'untuk', 'pembenaran', 'contohnya', 'wajib', 'ini', 'itu', 'sebelum', 'pakai', 'ini', 'padahal', 'sudah', 'jelas', 'dideskripsi', 'produk', 'tidak', 'ada', 'penjelasannya', 'rugi', 'didunia', 'enggak', 'masalah', 'ngamburin', 'uang', 'beli', 'produk', 'ini', 'daripada', 'rugi', 'akhirat', 'menjual', 'produk', 'haruslah', 'lengkap', 'harus', 'jelas', 'jangan', 'setelah', 'order', 'baru', 'dikasih', 'tau', 'harus', 'pakai', 'ini', 'dulu', 'itu', 'dulu', 'alhamdulillah', 'dalam', 'islam', 'saya', 'diajarkan', 'selalu', 'memberikan', 'penjelasan', 'atas', 'apa', 'yang', 'saya', 'jual']"
143,terimakasih avoskin aku dapet serum yang ada banyak gumpalan didalamnya terimakasih juga buat responnya yang lama terimakasih avoskin untuk tidak tanggung jawab atas produk yang dijualnya makin seneng kalau beli barang barang cacat di toko officalnya langsung semoga aku cocok yah sama serum yang gak tau aman apa nggak ini terimakasih penerima barang cacat,terima kasih avoskin aku dapat serum yang ada banyak gumpalan didalamnya terima kasih juga buat responnya yang lama terima kasih avoskin untuk tidak tanggung jawab atas produk yang dijualnya makin senang kalau beli barang barang cacat di toko officalnya langsung semoga aku cocok ya sama serum yang enggak tau aman apa enggak ini terima kasih penerima barang cacat,"['terima', 'kasih', 'avoskin', 'aku', 'dapat', 'serum', 'yang', 'ada', 'banyak', 'gumpalan', 'didalamnya', 'terima', 'kasih', 'juga', 'buat', 'responnya', 'yang', 'lama', 'terima', 'kasih', 'avoskin', 'untuk', 'tidak', 'tanggung', 'jawab', 'atas', 'produk', 'yang', 'dijualnya', 'makin', 'senang', 'kalau', 'beli', 'barang', 'barang', 'cacat', 'di', 'toko', 'officalnya', 'langsung', 'semoga', 'aku', 'cocok', 'ya', 'sama', 'serum', 'yang', 'enggak', 'tau', 'aman', 'apa', 'enggak', 'ini', 'terima', 'kasih', 'penerima', 'barang', 'cacat']"
144,gak videoin unboxing tapi salah kirim pesan divine ampoule yang datang malah yang ampoule sheetmask bingung mau komplain bagaimana bisa dicheck stok kalian tidak kalau memang salah kirim,enggak videoin unboxing tapi salah kirim pesan divine ampoule yang datang malah yang ampoule sheetmask bingung mau komplain bagaimana bisa dicheck stok kalian tidak kalau memang salah kirim,"['enggak', 'videoin', 'unboxing', 'tapi', 'salah', 'kirim', 'pesan', 'divine', 'ampoule', 'yang', 'datang', 'malah', 'yang', 'ampoule', 'sheetmask', 'bingung', 'mau', 'komplain', 'bagaimana', 'bisa', 'dicheck', 'stok', 'kalian', 'tidak', 'kalau', 'memang', 'salah', 'kirim']"
145,isinya tumpah semua,isinya tumpah semua,"['isinya', 'tumpah', 'semua']"
146,barang seharusnya isi yg ampoule tidak ada udh isi komplain dan berbagai form komplin yg disediakan pihak avo deal katanya akan dikirim manual kekurangannya saja mohon utk dibatalkan komplainnya  tiba minta dikirim balik akan dipickup barang yg ada di saya udh di repacking dan udh di pickup oleh pihak avoskin sampe skrg status pengiriman balik dari avoskin gak jelas diminta no resi di cek not found dichat lg  dikirim resi yg berbeda aneh bukan slowrespon banget,barang seharusnya isi yang ampoule tidak ada sudah isi komplain dan berbagai form komplin yang disediakan pihak avo deal katanya akan dikirim manual kekurangannya saja mohon untuk dibatalkan komplainnya  tiba meminta dikirim balik akan dipickup barang yang ada di saya sudah di repacking dan sudah di pickup oleh pihak avoskin sampai sekarang status pengiriman balik dari avoskin enggak jelas diminta no resi di cek not found dichat lagi  dikirim resi yang berbeda aneh bukan slowrespon banget,"['barang', 'seharusnya', 'isi', 'yang', 'ampoule', 'tidak', 'ada', 'sudah', 'isi', 'komplain', 'dan', 'berbagai', 'form', 'komplin', 'yang', 'disediakan', 'pihak', 'avo', 'deal', 'katanya', 'akan', 'dikirim', 'manual', 'kekurangannya', 'saja', 'mohon', 'untuk', 'dibatalkan', 'komplainnya', 'tiba', 'meminta', 'dikirim', 'balik', 'akan', 'dipickup', 'barang', 'yang', 'ada', 'di', 'saya', 'sudah', 'di', 'repacking', 'dan', 'sudah', 'di', 'pickup', 'oleh', 'pihak', 'avoskin', 'sampai', 'sekarang', 'status', 'pengiriman', 'balik', 'dari', 'avoskin', 'enggak', 'jelas', 'diminta', 'no', 'resi', 'di', 'cek', 'not', 'found', 'dichat', 'lagi', 'dikirim', 'resi', 'yang', 'berbeda', 'aneh', 'bukan', 'slowrespon', 'banget']"
147,beli bulan juni untuk stok karena emang langganan sama avoskin dan emang bagus tapi beli yang ke exp nya cuma sampai bulan jadi ga kepakai sama sekali tolong pihak toko perhatian lagi barang yang dijual sudah banyak complain mengenai exp barang,beli bulan juni untuk stok karena memang langganan sama avoskin dan memang bagus tapi beli yang ke exp nya cuma sampai bulan jadi enggak kepakai sama sekali tolong pihak toko perhatian lagi barang yang dijual sudah banyak complain mengenai exp barang,"['beli', 'bulan', 'juni', 'untuk', 'stok', 'karena', 'memang', 'langganan', 'sama', 'avoskin', 'dan', 'memang', 'bagus', 'tapi', 'beli', 'yang', 'ke', 'exp', 'nya', 'cuma', 'sampai', 'bulan', 'jadi', 'enggak', 'kepakai', 'sama', 'sekali', 'tolong', 'pihak', 'toko', 'perhatian', 'lagi', 'barang', 'yang', 'dijual', 'sudah', 'banyak', 'complain', 'mengenai', 'exp', 'barang']"
148,harga mahal padahal toko official tp menjual barang exp date dan sebelum dikirim sudah minta exp date yang masih panjang tapi ternyata tidak dipenuhi,harga mahal padahal toko official tapi menjual barang exp date dan sebelum dikirim sudah meminta exp date yang masih panjang tapi ternyata tidak dipenuhi,"['harga', 'mahal', 'padahal', 'toko', 'official', 'tapi', 'menjual', 'barang', 'exp', 'date', 'dan', 'sebelum', 'dikirim', 'sudah', 'meminta', 'exp', 'date', 'yang', 'masih', 'panjang', 'tapi', 'ternyata', 'tidak', 'dipenuhi']"
149,nyelotipnya langsung ke produk jadi lengket coklat kena produknya,nyelotipnya langsung ke produk jadi lengket coklat kena produknya,"['nyelotipnya', 'langsung', 'ke', 'produk', 'jadi', 'lengket', 'coklat', 'kena', 'produknya']"
