,Review,Review_norm,review_tokens,review_tokens_SR,review_tokens_stemmed
120,pengiriman nya lama sekali,pengiriman nya lama sekali,"['pengiriman', 'nya', 'lama', 'sekali']","['pengiriman', 'nya']","['kirim', 'nya']"
121,untuk ukuran ml kecewa banget karena isinya sumpah dikit banget cuman dari wadahnya,untuk ukuran ml kecewa banget karena isinya sumpah dikit banget cuman dari wadahnya,"['untuk', 'ukuran', 'ml', 'kecewa', 'banget', 'karena', 'isinya', 'sumpah', 'dikit', 'banget', 'cuman', 'dari', 'wadahnya']","['ukuran', 'ml', 'kecewa', 'banget', 'isinya', 'sumpah', 'dikit', 'banget', 'cuman', 'wadahnya']","['ukur', 'ml', 'kecewa', 'banget', 'isi', 'sumpah', 'dikit', 'banget', 'cuman', 'wadah']"
122,yang dipesan retinol toner tapi yang dikirim refining toner,yang dipesan retinol toner tapi yang dikirim refining toner,"['yang', 'dipesan', 'retinol', 'toner', 'tapi', 'yang', 'dikirim', 'refining', 'toner']","['dipesan', 'retinol', 'toner', 'dikirim', 'refining', 'toner']","['pes', 'retinol', 'toner', 'kirim', 'refining', 'toner']"
123,review ini akan diubah jd bintang kalau dibales dengan tidak men sensor nama okeh diubah,review ini akan diubah jadi bintang kalau dibales dengan tidak men sensor nama okeh diubah,"['review', 'ini', 'akan', 'diubah', 'jadi', 'bintang', 'kalau', 'dibales', 'dengan', 'tidak', 'men', 'sensor', 'nama', 'okeh', 'diubah']","['review', 'diubah', 'bintang', 'dibales', 'men', 'sensor', 'nama', 'okeh', 'diubah']","['review', 'ubah', 'bintang', 'dibales', 'men', 'sensor', 'nama', 'okeh', 'ubah']"
124,gak dapat tasnya,enggak dapat tasnya,"['enggak', 'dapat', 'tasnya']",['tasnya'],['tas']
125,udah excited banget pas produknya dateng pas dipencet nggak keluar sampe harus ke bawah banget ternyata isinya begitu memang sih cuma ml tapi kan harusnya disesuaikan juga sama ukuran tube nya jangan kayaknya gini sempet ngira dikasih sisaan loh gara begini,sudah excited banget pas produknya datang pas dipencet enggak keluar sampai harus ke bawah banget ternyata isinya begitu memang sih cuma ml tapi kan harusnya disesuaikan juga sama ukuran tube nya jangan kayaknya begini sempat ngira dikasih sisaan loh gara begini,"['sudah', 'excited', 'banget', 'pas', 'produknya', 'datang', 'pas', 'dipencet', 'enggak', 'keluar', 'sampai', 'harus', 'ke', 'bawah', 'banget', 'ternyata', 'isinya', 'begitu', 'memang', 'sih', 'cuma', 'ml', 'tapi', 'kan', 'harusnya', 'disesuaikan', 'juga', 'sama', 'ukuran', 'tube', 'nya', 'jangan', 'kayaknya', 'begini', 'sempat', 'ngira', 'dikasih', 'sisaan', 'loh', 'gara', 'begini']","['excited', 'banget', 'pas', 'produknya', 'pas', 'dipencet', 'banget', 'isinya', 'sih', 'ml', 'disesuaikan', 'ukuran', 'tube', 'nya', 'kayaknya', 'ngira', 'dikasih', 'sisaan', 'loh', 'gara']","['excited', 'banget', 'pas', 'produk', 'pas', 'pencet', 'banget', 'isi', 'sih', 'ml', 'sesuai', 'ukur', 'tube', 'nya', 'kayak', 'ngira', 'kasih', 'sisa', 'loh', 'gara']"
126,kalau misalkan ada pilihan bintang bakalan saya pilih gak worth it,kalau misalkan ada pilihan bintang bakalan saya pilih enggak worth itu,"['kalau', 'misalkan', 'ada', 'pilihan', 'bintang', 'bakalan', 'saya', 'pilih', 'enggak', 'worth', 'itu']","['pilihan', 'bintang', 'pilih', 'worth']","['pilih', 'bintang', 'pilih', 'worth']"
127,salah kirim serum,salah kirim serum,"['salah', 'kirim', 'serum']","['salah', 'kirim', 'serum']","['salah', 'kirim', 'serum']"
128,segel kardusnya udah kebuka,segel kardusnya sudah kebuka,"['segel', 'kardusnya', 'sudah', 'kebuka']","['segel', 'kardusnya', 'kebuka']","['segel', 'kardus', 'buka']"
129,pipetnya retak,pipetnya retak,"['pipetnya', 'retak']","['pipetnya', 'retak']","['pipet', 'retak']"
130,barang bocor sampai botol kosong,barang bocor sampai botol kosong,"['barang', 'bocor', 'sampai', 'botol', 'kosong']","['barang', 'bocor', 'botol', 'kosong']","['barang', 'bocor', 'botol', 'kosong']"
131,salah kirim barang yang dikirim produk lain saya chat online toko tdk ada respon balasan,salah kirim barang yang dikirim produk lain saya chat online toko tidak ada respon balasan,"['salah', 'kirim', 'barang', 'yang', 'dikirim', 'produk', 'lain', 'saya', 'chat', 'online', 'toko', 'tidak', 'ada', 'respon', 'balasan']","['salah', 'kirim', 'barang', 'dikirim', 'produk', 'chat', 'online', 'toko', 'respon', 'balasan']","['salah', 'kirim', 'barang', 'kirim', 'produk', 'chat', 'online', 'toko', 'respon', 'balas']"
132,baru kali ini beli dan dikirim dari toko cabang ternyata pas dibuka produknya sudah rusak biasanya beli dan dikirim dari yg jogja langsung selalu aman dari awal agak curiga karena kotak kemasannya agak kotor seperti kurang dijaga ketika penyimpanan tapi tetap percaya karena sebelumnya selalu baik baik aja pelayanan ketika komplain juga kurang memuaskan,baru kali ini beli dan dikirim dari toko cabang ternyata pas dibuka produknya sudah rusak biasanya beli dan dikirim dari yang jogja langsung selalu aman dari awal agak curiga karena kotak kemasannya agak kotor seperti kurang dijaga ketika penyimpanan tapi tetap percaya karena sebelumnya selalu baik baik saja pelayanan ketika komplain juga kurang memuaskan,"['baru', 'kali', 'ini', 'beli', 'dan', 'dikirim', 'dari', 'toko', 'cabang', 'ternyata', 'pas', 'dibuka', 'produknya', 'sudah', 'rusak', 'biasanya', 'beli', 'dan', 'dikirim', 'dari', 'yang', 'jogja', 'langsung', 'selalu', 'aman', 'dari', 'awal', 'agak', 'curiga', 'karena', 'kotak', 'kemasannya', 'agak', 'kotor', 'seperti', 'kurang', 'dijaga', 'ketika', 'penyimpanan', 'tapi', 'tetap', 'percaya', 'karena', 'sebelumnya', 'selalu', 'baik', 'baik', 'saja', 'pelayanan', 'ketika', 'komplain', 'juga', 'kurang', 'memuaskan']","['kali', 'beli', 'dikirim', 'toko', 'cabang', 'pas', 'dibuka', 'produknya', 'rusak', 'beli', 'dikirim', 'jogja', 'langsung', 'aman', 'curiga', 'kotak', 'kemasannya', 'kotor', 'dijaga', 'penyimpanan', 'percaya', 'pelayanan', 'komplain', 'memuaskan']","['kali', 'beli', 'kirim', 'toko', 'cabang', 'pas', 'buka', 'produk', 'rusak', 'beli', 'kirim', 'jogja', 'langsung', 'aman', 'curiga', 'kotak', 'kemas', 'kotor', 'jaga', 'simpan', 'percaya', 'layan', 'komplain', 'muas']"
133,masker tipis packaging ga sesuai sama harga,masker tipis packaging enggak sesuai sama harga,"['masker', 'tipis', 'packaging', 'enggak', 'sesuai', 'sama', 'harga']","['masker', 'tipis', 'packaging', 'sesuai', 'harga']","['masker', 'tipis', 'packaging', 'sesuai', 'harga']"
134,barang sampai dengan selamatt,barang sampai dengan selamat,"['barang', 'sampai', 'dengan', 'selamat']","['barang', 'selamat']","['barang', 'selamat']"
135,ini pertama kali saya membeli serum avoskin jujur untuk produk serumnya sejauh ini tidak ada komplain namun saat saya terima pipet pumpnya tidak berfungsi serum tidak tersedot dan tidak bisa keluar begitu dicoba pakai pipet pump serum merk lain dengan effortless lgsg tersedot dan keluar hanya dengan sekali pencet lalu saya minta tolong replace pump ke tim cs awalnya dioper untuk kirim video ke whatsapp lalu sudah saya lakukan sampai hampir minggu kemudian saya tunggu dengan sabar tapi belum ada kabar jadi saya followup lalu tim cs di whatsapp mengoper saya lagi ke tokped saya followup lagi di tokped lalu dibilang karena serumnya kental dan saya tidak paham cara pakai serum bener bener nggak habis pikir karena udah usaha bikin video sejelas mungkin kalau pipetnya nggak berfungsi dan langsung berfungsi dengan pipet lain jadi udah jelas bukan salah serumnya saya jelasin lagi dengan detail tapi terus diputer puter segitu beratnya untuk replace pump aja sayang sekali produk yang bagus harus mengecewakan customer karena sdm nya untuk yang baru mau coba serum avoskin semoga pumpnya nggak rusak kayak punya saya yaa kalau rusak pake pipet serum lain aja daripada buang waktu untuk komplain terima kasih avoskin sukses selalu,ini pertama kali saya membeli serum avoskin jujur untuk produk serumnya sejauh ini tidak ada komplain namun saat saya terima pipet pumpnya tidak berfungsi serum tidak tersedot dan tidak bisa keluar begitu dicoba pakai pipet pump serum merk lain dengan effortless langsung tersedot dan keluar hanya dengan sekali pencet lalu saya meminta tolong replace pump ke tim customer service awalnya dioper untuk kirim video ke whatsapp lalu sudah saya lakukan sampai hampir minggu kemudian saya tunggu dengan sabar tapi belum ada kabar jadi saya followup lalu tim customer service di whatsapp mengoper saya lagi ke tokped saya followup lagi di tokped lalu dibilang karena serumnya kental dan saya tidak paham cara pakai serum benar benar enggak habis pikir karena sudah usaha bikin video sejelas mungkin kalau pipetnya enggak berfungsi dan langsung berfungsi dengan pipet lain jadi sudah jelas bukan salah serumnya saya jelasin lagi dengan detail tapi terus diputer puter segitu beratnya untuk replace pump saja sayang sekali produk yang bagus harus mengecewakan customer karena sdm nya untuk yang baru mau coba serum avoskin semoga pumpnya enggak rusak kayak punya saya ya kalau rusak pakai pipet serum lain saja daripada buang waktu untuk komplain terima kasih avoskin sukses selalu,"['ini', 'pertama', 'kali', 'saya', 'membeli', 'serum', 'avoskin', 'jujur', 'untuk', 'produk', 'serumnya', 'sejauh', 'ini', 'tidak', 'ada', 'komplain', 'namun', 'saat', 'saya', 'terima', 'pipet', 'pumpnya', 'tidak', 'berfungsi', 'serum', 'tidak', 'tersedot', 'dan', 'tidak', 'bisa', 'keluar', 'begitu', 'dicoba', 'pakai', 'pipet', 'pump', 'serum', 'merk', 'lain', 'dengan', 'effortless', 'langsung', 'tersedot', 'dan', 'keluar', 'hanya', 'dengan', 'sekali', 'pencet', 'lalu', 'saya', 'meminta', 'tolong', 'replace', 'pump', 'ke', 'tim', 'customer', 'service', 'awalnya', 'dioper', 'untuk', 'kirim', 'video', 'ke', 'whatsapp', 'lalu', 'sudah', 'saya', 'lakukan', 'sampai', 'hampir', 'minggu', 'kemudian', 'saya', 'tunggu', 'dengan', 'sabar', 'tapi', 'belum', 'ada', 'kabar', 'jadi', 'saya', 'followup', 'lalu', 'tim', 'customer', 'service', 'di', 'whatsapp', 'mengoper', 'saya', 'lagi', 'ke', 'tokped', 'saya', 'followup', 'lagi', 'di', 'tokped', 'lalu', 'dibilang', 'karena', 'serumnya', 'kental', 'dan', 'saya', 'tidak', 'paham', 'cara', 'pakai', 'serum', 'benar', 'benar', 'enggak', 'habis', 'pikir', 'karena', 'sudah', 'usaha', 'bikin', 'video', 'sejelas', 'mungkin', 'kalau', 'pipetnya', 'enggak', 'berfungsi', 'dan', 'langsung', 'berfungsi', 'dengan', 'pipet', 'lain', 'jadi', 'sudah', 'jelas', 'bukan', 'salah', 'serumnya', 'saya', 'jelasin', 'lagi', 'dengan', 'detail', 'tapi', 'terus', 'diputer', 'puter', 'segitu', 'beratnya', 'untuk', 'replace', 'pump', 'saja', 'sayang', 'sekali', 'produk', 'yang', 'bagus', 'harus', 'mengecewakan', 'customer', 'karena', 'sdm', 'nya', 'untuk', 'yang', 'baru', 'mau', 'coba', 'serum', 'avoskin', 'semoga', 'pumpnya', 'enggak', 'rusak', 'kayak', 'punya', 'saya', 'ya', 'kalau', 'rusak', 'pakai', 'pipet', 'serum', 'lain', 'saja', 'daripada', 'buang', 'waktu', 'untuk', 'komplain', 'terima', 'kasih', 'avoskin', 'sukses', 'selalu']","['kali', 'membeli', 'serum', 'avoskin', 'jujur', 'produk', 'serumnya', 'komplain', 'terima', 'pipet', 'pumpnya', 'berfungsi', 'serum', 'tersedot', 'dicoba', 'pakai', 'pipet', 'pump', 'serum', 'merk', 'effortless', 'langsung', 'tersedot', 'pencet', 'tolong', 'replace', 'pump', 'tim', 'customer', 'service', 'dioper', 'kirim', 'video', 'whatsapp', 'lakukan', 'minggu', 'tunggu', 'sabar', 'kabar', 'followup', 'tim', 'customer', 'service', 'whatsapp', 'mengoper', 'tokped', 'followup', 'tokped', 'dibilang', 'serumnya', 'kental', 'paham', 'pakai', 'serum', 'habis', 'pikir', 'usaha', 'bikin', 'video', 'sejelas', 'pipetnya', 'berfungsi', 'langsung', 'berfungsi', 'pipet', 'salah', 'serumnya', 'jelasin', 'detail', 'diputer', 'puter', 'segitu', 'beratnya', 'replace', 'pump', 'sayang', 'produk', 'bagus', 'mengecewakan', 'customer', 'sdm', 'nya', 'coba', 'serum', 'avoskin', 'semoga', 'pumpnya', 'rusak', 'kayak', 'ya', 'rusak', 'pakai', 'pipet', 'serum', 'buang', 'komplain', 'terima', 'kasih', 'avoskin', 'sukses']","['kali', 'beli', 'serum', 'avoskin', 'jujur', 'produk', 'serum', 'komplain', 'terima', 'pipet', 'pumpnya', 'fungsi', 'serum', 'sedot', 'coba', 'pakai', 'pipet', 'pump', 'serum', 'merk', 'effortless', 'langsung', 'sedot', 'pencet', 'tolong', 'replace', 'pump', 'tim', 'customer', 'service', 'oper', 'kirim', 'video', 'whatsapp', 'laku', 'minggu', 'tunggu', 'sabar', 'kabar', 'followup', 'tim', 'customer', 'service', 'whatsapp', 'oper', 'tokped', 'followup', 'tokped', 'bilang', 'serum', 'kental', 'paham', 'pakai', 'serum', 'habis', 'pikir', 'usaha', 'bikin', 'video', 'jelas', 'pipet', 'fungsi', 'langsung', 'fungsi', 'pipet', 'salah', 'serum', 'jelasin', 'detail', 'puter', 'puter', 'segitu', 'berat', 'replace', 'pump', 'sayang', 'produk', 'bagus', 'kecewa', 'customer', 'sdm', 'nya', 'coba', 'serum', 'avoskin', 'moga', 'pumpnya', 'rusak', 'kayak', 'ya', 'rusak', 'pakai', 'pipet', 'serum', 'buang', 'komplain', 'terima', 'kasih', 'avoskin', 'sukses']"
136,warna sudah kuning apa bisa diganti,warna sudah kuning apa bisa diganti,"['warna', 'sudah', 'kuning', 'apa', 'bisa', 'diganti']","['warna', 'kuning', 'diganti']","['warna', 'kuning', 'ganti']"
137,ternyata isinya cuma gram tulisnya kemasan gr kecewa,ternyata isinya cuma gram tulisnya kemasan gram kecewa,"['ternyata', 'isinya', 'cuma', 'gram', 'tulisnya', 'kemasan', 'gram', 'kecewa']","['isinya', 'gram', 'tulisnya', 'kemasan', 'gram', 'kecewa']","['isi', 'gram', 'tulis', 'kemas', 'gram', 'kecewa']"
138,lama bgt pesen kamis dikirim senin,lama banget pesan kamis dikirim senin,"['lama', 'banget', 'pesan', 'kamis', 'dikirim', 'senin']","['banget', 'pesan', 'kamis', 'dikirim', 'senin']","['banget', 'pesan', 'kamis', 'kirim', 'senin']"
139,pesannya yg no tapi dikirim no,pesannya yang no tapi dikirim no,"['pesannya', 'yang', 'no', 'tapi', 'dikirim', 'no']","['pesannya', 'no', 'dikirim', 'no']","['pesan', 'no', 'kirim', 'no']"
140, males drama bgt avoskin mending cancel dr toko ka drpd dikirim yg ga sesuai pesen acne spot yg dikirim malah masker, malas drama banget avoskin mending cancel dari toko kak daripada dikirim yang enggak sesuai pesan acne spot yang dikirim malah masker,"['malas', 'drama', 'banget', 'avoskin', 'mending', 'cancel', 'dari', 'toko', 'kak', 'daripada', 'dikirim', 'yang', 'enggak', 'sesuai', 'pesan', 'acne', 'spot', 'yang', 'dikirim', 'malah', 'masker']","['malas', 'drama', 'banget', 'avoskin', 'mending', 'cancel', 'toko', 'kak', 'dikirim', 'sesuai', 'pesan', 'acne', 'spot', 'dikirim', 'masker']","['malas', 'drama', 'banget', 'avoskin', 'mending', 'cancel', 'toko', 'kak', 'kirim', 'sesuai', 'pesan', 'acne', 'spot', 'kirim', 'masker']"
141,beli pcs dikirim pcs ga ridho sampai kapan pun buat yg packing amanah konsumen itu di jaga kerja yg teliti,beli pcs dikirim pcs enggak ridho sampai kapan pun buat yang packing amanah konsumen itu di jaga kerja yang teliti,"['beli', 'pcs', 'dikirim', 'pcs', 'enggak', 'ridho', 'sampai', 'kapan', 'pun', 'buat', 'yang', 'packing', 'amanah', 'konsumen', 'itu', 'di', 'jaga', 'kerja', 'yang', 'teliti']","['beli', 'pcs', 'dikirim', 'pcs', 'ridho', 'packing', 'amanah', 'konsumen', 'jaga', 'kerja', 'teliti']","['beli', 'pcs', 'kirim', 'pcs', 'ridho', 'packing', 'amanah', 'konsumen', 'jaga', 'kerja', 'teliti']"
142,pesan dikirim hati ini official store kerjaan ga becus ga tau diganti atau kaga,pesan dikirim hati ini official store pekerjaan enggak becus enggak tau diganti atau kagak,"['pesan', 'dikirim', 'hati', 'ini', 'official', 'store', 'pekerjaan', 'enggak', 'becus', 'enggak', 'tau', 'diganti', 'atau', 'kagak']","['pesan', 'dikirim', 'hati', 'official', 'store', 'pekerjaan', 'becus', 'tau', 'diganti', 'kagak']","['pesan', 'kirim', 'hati', 'official', 'store', 'kerja', 'becus', 'tau', 'ganti', 'kagak']"
143,pesan dikirim hati dengan toko ini kerjaan tidak becus nga tau diganti atau tidak,pesan dikirim hati dengan toko ini pekerjaan tidak becus enggak tau diganti atau tidak,"['pesan', 'dikirim', 'hati', 'dengan', 'toko', 'ini', 'pekerjaan', 'tidak', 'becus', 'enggak', 'tau', 'diganti', 'atau', 'tidak']","['pesan', 'dikirim', 'hati', 'toko', 'pekerjaan', 'becus', 'tau', 'diganti']","['pesan', 'kirim', 'hati', 'toko', 'kerja', 'becus', 'tau', 'ganti']"
144,war flashsale tapi paket hilang kecewa sih mana war nya susah bukan di ganti produk cm di refund aja,war flashsale tapi paket hilang kecewa sih mana war nya susah bukan di ganti produk cuma di refund saja,"['war', 'flashsale', 'tapi', 'paket', 'hilang', 'kecewa', 'sih', 'mana', 'war', 'nya', 'susah', 'bukan', 'di', 'ganti', 'produk', 'cuma', 'di', 'refund', 'saja']","['war', 'flashsale', 'paket', 'hilang', 'kecewa', 'sih', 'war', 'nya', 'susah', 'ganti', 'produk', 'refund']","['war', 'flashsale', 'paket', 'hilang', 'kecewa', 'sih', 'war', 'nya', 'susah', 'ganti', 'produk', 'refund']"
145,barang belum diterima,barang belum diterima,"['barang', 'belum', 'diterima']","['barang', 'diterima']","['barang', 'terima']"
146,biasanya kiriman komplit tapi pas pesenan ini ko beli datengnya cuman,biasanya kiriman komplit tapi pas pesanan ini kok beli datengnya cuman,"['biasanya', 'kiriman', 'komplit', 'tapi', 'pas', 'pesanan', 'ini', 'kok', 'beli', 'datengnya', 'cuman']","['kiriman', 'komplit', 'pas', 'pesanan', 'beli', 'datengnya', 'cuman']","['kirim', 'komplit', 'pas', 'pesan', 'beli', 'datengnya', 'cuman']"
147,barang yg dikirim tidak sesuai,barang yang dikirim tidak sesuai,"['barang', 'yang', 'dikirim', 'tidak', 'sesuai']","['barang', 'dikirim', 'sesuai']","['barang', 'kirim', 'sesuai']"
148,sedih beli acne solution dikirimnya masker kecewa sih sekelas avoskin toko besar tpi drama,sedih beli acne solution dikirimnya masker kecewa sih sekelas avoskin toko besar tapi drama,"['sedih', 'beli', 'acne', 'solution', 'dikirimnya', 'masker', 'kecewa', 'sih', 'sekelas', 'avoskin', 'toko', 'besar', 'tapi', 'drama']","['sedih', 'beli', 'acne', 'solution', 'dikirimnya', 'masker', 'kecewa', 'sih', 'sekelas', 'avoskin', 'toko', 'drama']","['sedih', 'beli', 'acne', 'solution', 'kirim', 'masker', 'kecewa', 'sih', 'kelas', 'avoskin', 'toko', 'drama']"
149,barang tidak sesuai,barang tidak sesuai,"['barang', 'tidak', 'sesuai']","['barang', 'sesuai']","['barang', 'sesuai']"
150,parah si kesalahan seller dikasi nya sheet mask,parah sih kesalahan seller dikasih nya sheet mask,"['parah', 'sih', 'kesalahan', 'seller', 'dikasih', 'nya', 'sheet', 'mask']","['parah', 'sih', 'kesalahan', 'seller', 'dikasih', 'nya', 'sheet', 'mask']","['parah', 'sih', 'salah', 'seller', 'kasih', 'nya', 'sheet', 'mask']"
151,sampah,sampah,['sampah'],['sampah'],['sampah']
152,kalau memang salah dari seller di cancel saja dari sana jangan dikirim dengan barang berbeda kan ga semua orang butuh apa yg dikirimkan makanya pas upload diskon benerin liatnya,kalau memang salah dari seller di cancel saja dari sana jangan dikirim dengan barang berbeda kan enggak semua orang butuh apa yang dikirimkan makanya pas upload diskon benerin lihatnya,"['kalau', 'memang', 'salah', 'dari', 'seller', 'di', 'cancel', 'saja', 'dari', 'sana', 'jangan', 'dikirim', 'dengan', 'barang', 'berbeda', 'kan', 'enggak', 'semua', 'orang', 'butuh', 'apa', 'yang', 'dikirimkan', 'makanya', 'pas', 'upload', 'diskon', 'benerin', 'lihatnya']","['salah', 'seller', 'cancel', 'dikirim', 'barang', 'berbeda', 'orang', 'butuh', 'dikirimkan', 'pas', 'upload', 'diskon', 'benerin', 'lihatnya']","['salah', 'seller', 'cancel', 'kirim', 'barang', 'beda', 'orang', 'butuh', 'kirim', 'pas', 'upload', 'diskon', 'benerin', 'lihat']"
153,expired bulan depan,expired bulan depan,"['expired', 'bulan', 'depan']",['expired'],['expired']
154,ga cocokkkk,enggak cocok,"['enggak', 'cocok']",['cocok'],['cocok']
155,benar kecewa pakai avoskin sudah lebih dr tahun baru kali ini kapok dgn servicenya silakan teman konsumen nilai sendiri dari bukti foto saya seriously pasti banyak yg udah percaya dgn brand ini sehingga tidak merekam proses membuka paket seperti saya tuhan maha tahu tentang kebenaran okelah saya rugi rb tapi jangan harap saya mau membeli lagi atau mempromosikan brand ini lagi ke lingkungan saya,benar kecewa pakai avoskin sudah lebih dari tahun baru kali ini kapok dengan servicenya silakan teman konsumen nilai sendiri dari bukti foto saya seriously pasti banyak yang sudah percaya dengan brand ini sehingga tidak merekam proses membuka paket seperti saya tuhan maha tahu tentang kebenaran okelah saya rugi ribu tapi jangan harap saya mau membeli lagi atau mempromosikan brand ini lagi ke lingkungan saya,"['benar', 'kecewa', 'pakai', 'avoskin', 'sudah', 'lebih', 'dari', 'tahun', 'baru', 'kali', 'ini', 'kapok', 'dengan', 'servicenya', 'silakan', 'teman', 'konsumen', 'nilai', 'sendiri', 'dari', 'bukti', 'foto', 'saya', 'seriously', 'pasti', 'banyak', 'yang', 'sudah', 'percaya', 'dengan', 'brand', 'ini', 'sehingga', 'tidak', 'merekam', 'proses', 'membuka', 'paket', 'seperti', 'saya', 'tuhan', 'maha', 'tahu', 'tentang', 'kebenaran', 'okelah', 'saya', 'rugi', 'ribu', 'tapi', 'jangan', 'harap', 'saya', 'mau', 'membeli', 'lagi', 'atau', 'mempromosikan', 'brand', 'ini', 'lagi', 'ke', 'lingkungan', 'saya']","['kecewa', 'pakai', 'avoskin', 'kali', 'kapok', 'servicenya', 'silakan', 'teman', 'konsumen', 'nilai', 'bukti', 'foto', 'seriously', 'percaya', 'brand', 'merekam', 'proses', 'membuka', 'paket', 'tuhan', 'maha', 'kebenaran', 'okelah', 'rugi', 'ribu', 'harap', 'membeli', 'mempromosikan', 'brand', 'lingkungan']","['kecewa', 'pakai', 'avoskin', 'kali', 'kapok', 'servicenya', 'sila', 'teman', 'konsumen', 'nilai', 'bukti', 'foto', 'seriously', 'percaya', 'brand', 'rekam', 'proses', 'buka', 'paket', 'tuhan', 'maha', 'benar', 'oke', 'rugi', 'ribu', 'harap', 'beli', 'promosi', 'brand', 'lingkung']"
156,dikirimi box kosong dan perlu nunggu serta follow up selama bulan,dikirimi box kosong dan perlu menunggu serta follow up selama bulan,"['dikirimi', 'box', 'kosong', 'dan', 'perlu', 'menunggu', 'serta', 'follow', 'up', 'selama', 'bulan']","['dikirimi', 'box', 'kosong', 'menunggu', 'follow', 'up']","['kirim', 'box', 'kosong', 'tunggu', 'follow', 'up']"
157,barang yg dikirim beda dengan yg dipesan,barang yang dikirim beda dengan yang dipesan,"['barang', 'yang', 'dikirim', 'beda', 'dengan', 'yang', 'dipesan']","['barang', 'dikirim', 'beda', 'dipesan']","['barang', 'kirim', 'beda', 'pes']"
158,sudah kali saya beli facial cleanser ini saat harga diskon saya dapat nya tekstur selalu cair cairan bewarna kuning tekstur cair membuat pemakaian menjadi sangat boros karena begitu tube dibuka cairan sudah langsung keluar warna cairan juga kuning sementara ketika saya membeli dengan harga normal saya mendapatkan gel yang tekstur nya kental dan warna nya bening sehingga awet digunakan dan lbh bagus saya kecewa dengan kualitas yang berbeda jauh seperti ini dengan nama merek sebesar avoskin,sudah kali saya beli facial cleanser ini saat harga diskon saya dapat nya tekstur selalu cair cairan bewarna kuning tekstur cair membuat pemakaian menjadi sangat boros karena begitu tube dibuka cairan sudah langsung keluar warna cairan juga kuning sementara ketika saya membeli dengan harga normal saya mendapatkan gel yang tekstur nya kental dan warna nya bening sehingga awet digunakan dan lebih bagus saya kecewa dengan kualitas yang berbeda jauh seperti ini dengan nama merek sebesar avoskin,"['sudah', 'kali', 'saya', 'beli', 'facial', 'cleanser', 'ini', 'saat', 'harga', 'diskon', 'saya', 'dapat', 'nya', 'tekstur', 'selalu', 'cair', 'cairan', 'bewarna', 'kuning', 'tekstur', 'cair', 'membuat', 'pemakaian', 'menjadi', 'sangat', 'boros', 'karena', 'begitu', 'tube', 'dibuka', 'cairan', 'sudah', 'langsung', 'keluar', 'warna', 'cairan', 'juga', 'kuning', 'sementara', 'ketika', 'saya', 'membeli', 'dengan', 'harga', 'normal', 'saya', 'mendapatkan', 'gel', 'yang', 'tekstur', 'nya', 'kental', 'dan', 'warna', 'nya', 'bening', 'sehingga', 'awet', 'digunakan', 'dan', 'lebih', 'bagus', 'saya', 'kecewa', 'dengan', 'kualitas', 'yang', 'berbeda', 'jauh', 'seperti', 'ini', 'dengan', 'nama', 'merek', 'sebesar', 'avoskin']","['kali', 'beli', 'facial', 'cleanser', 'harga', 'diskon', 'nya', 'tekstur', 'cair', 'cairan', 'bewarna', 'kuning', 'tekstur', 'cair', 'pemakaian', 'boros', 'tube', 'dibuka', 'cairan', 'langsung', 'warna', 'cairan', 'kuning', 'membeli', 'harga', 'normal', 'gel', 'tekstur', 'nya', 'kental', 'warna', 'nya', 'bening', 'awet', 'bagus', 'kecewa', 'kualitas', 'berbeda', 'nama', 'merek', 'avoskin']","['kali', 'beli', 'facial', 'cleanser', 'harga', 'diskon', 'nya', 'tekstur', 'cair', 'cair', 'bewarna', 'kuning', 'tekstur', 'cair', 'pakai', 'boros', 'tube', 'buka', 'cair', 'langsung', 'warna', 'cair', 'kuning', 'beli', 'harga', 'normal', 'gel', 'tekstur', 'nya', 'kental', 'warna', 'nya', 'bening', 'awet', 'bagus', 'kecewa', 'kualitas', 'beda', 'nama', 'merek', 'avoskin']"
159,ga cocok kulit sy oily jd kering sampe kelupas,enggak cocok kulit saya oily jadi kering sampai kelupas,"['enggak', 'cocok', 'kulit', 'saya', 'oily', 'jadi', 'kering', 'sampai', 'kelupas']","['cocok', 'kulit', 'oily', 'kering', 'kelupas']","['cocok', 'kulit', 'oily', 'kering', 'kelupas']"
160,kok salah kirim nyesel baru bula paketannya skg harganya jauh beda lagi,kok salah kirim menyesal baru bula paketannya sekarang harganya jauh beda lagi,"['kok', 'salah', 'kirim', 'menyesal', 'baru', 'bula', 'paketannya', 'sekarang', 'harganya', 'jauh', 'beda', 'lagi']","['salah', 'kirim', 'menyesal', 'bula', 'paketannya', 'harganya', 'beda']","['salah', 'kirim', 'sesal', 'bula', 'paket', 'harga', 'beda']"
161,ga sampe barangnya lamaaaaaaaaaaaa banget udah minggu akhirnya di refund ngestak di pihak ekspedisi,enggak sampai barangnya lamaaaaaaaaaaaa banget sudah minggu akhirnya di refund ngestak di pihak ekspedisi,"['enggak', 'sampai', 'barangnya', 'lamaaaaaaaaaaaa', 'banget', 'sudah', 'minggu', 'akhirnya', 'di', 'refund', 'ngestak', 'di', 'pihak', 'ekspedisi']","['barangnya', 'lamaaaaaaaaaaaa', 'banget', 'minggu', 'refund', 'ngestak', 'ekspedisi']","['barang', 'lamaaaaaaaaaaaa', 'banget', 'minggu', 'refund', 'ngestak', 'ekspedisi']"
