Review
"['beautiful', 'package', 'bintang', 'safety']"
"['tipe', 'kulit', 'kering']"
"['kirim', 'beda', 'provinsi', 'gapapa', 'packingnya', 'aman', 'banget', 'moga', 'cocok', 'baik', 'kulit', 'tipe', 'kulit', 'minyak']"
['top']
"['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kombinasi', 'kulit', 'kerut', 'kulit', 'jerawat', 'kulit', 'pori', 'tipe', 'kulit', 'sensitif']"
['exp']
"['review', 'found']"
"['banget', 'beli', 'bagus', 'banget', 'muka', 'kemas', 'biru', 'viral', 'perskincare', 'semenjak', 'hamil', 'stop', 'pakai', 'produk', 'bayi', 'coba', 'kangen', 'sensasi', 'pakai', 'feelnya', 'beda', 'moga', 'ngaruh', 'jerawat', 'suka']"
"['tipe', 'kulit', 'minyak']"
"['tipe', 'kulit', 'minyak', 'kulit', 'pori']"
"['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'kombinasi', 'kulit', 'jerawat', 'kulit', 'kerut', 'kulit', 'pori', 'tipe', 'kulit', 'sensitif']"
['pesan']
"['kirim', 'oke', 'saran', 'facial', 'wash', 'fragrance', 'bau', 'bau', 'nyaman']"
"['cocok', 'cocok', 'banget', 'pakai']"
"['kirim', 'cepat', 'mantap']"
"['barang', 'emas', 'barang', 'thank', 'kurir', 'sicepat', 'team', 'avoskin']"
"['bahan', 'gampang', 'serap']"
['bagus']
['bagus']
['oke']
"['gratis', 'mini', 'pouch', 'terima', 'kasih', 'moga', 'cocok']"
"['barang', 'moga', 'cocok', 'selau', 'harga', 'diskon']"
"['cocok', 'produk']"
"['kali', 'beli', 'toko', 'official', 'beli', 'amanah', 'thanks']"
['oke']
"['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'sensitif', 'kulit', 'pori']"
"['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'sensitif']"
"['far', 'daily', 'use']"
"['tipe', 'kulit', 'kombinasi', 'pakai', 'hasil', 'moga', 'cocok']"
"['tipe', 'kulit', 'kombinasi', 'kulit', 'jerawat', 'kulit', 'pori']"
"['coba', 'moga', 'cocok', 'kulit']"
"['kemarin', 'coba', 'cocok', 'tekstur', 'ringan', 'mudah', 'blend', 'whitecast', 'oily', 'apply', 'bagus', 'banget', 'moga', 'diskon']"
"['moga', 'manjur', 'exfoliasi', 'wajah']"
"['doesn', 'smell', 'nice', 'other', 'brands', 'very', 'chemical']"
"['tipe', 'kulit', 'normal']"
"['nemu', 'serum', 'cocok']"
"['tipe', 'kulit', 'kering', 'thanks', 'seller', 'tokped']"
"['product', 'thanks', 'seller']"
"['terima', 'kasih', 'terima']"
"['produk', 'bocor', 'apply', 'muka', 'asa', 'lembab']"
"['keluar', 'sunscreen', 'spf', 'avo', 'team', 'formulasi', 'persis', 'tgs', 'tipe', 'kulit', 'mudah', 'jerawat']"
"['paket', 'rapi', 'kirim', 'cepat', 'seblmnya', 'pakai', 'varian', 'ybs', 'cocok', 'moga', 'cocok', 'varian']"
"['coba', 'hasil']"
"['yeey', 'moga', 'cocok', 'kulit', 'tetap', 'produk', 'avoskin']"
"['selamat', 'packaging', 'bagus', 'order']"
"['coba', 'moga', 'cocok']"
"['best', 'avoo', 'thanks', 'avo', 'cocok', 'kece', 'hasil']"
"['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'sensitif', 'kulit', 'jerawat', 'kulit', 'kerut', 'kulit', 'pori']"
"['tipe', 'kulit', 'kombinasi', 'kulit', 'kerut', 'kulit', 'pori']"
"['beli', 'sekian', 'kali']"
"['rugi', 'banget', 'sesal', 'beli', 'toner', 'coba', 'paling', 'merk', 'bikin', 'kecewa', 'avoskin', 'beli', 'ml', 'kirim', 'ml', 'aaaaaa', 'chat', 'solusi', 'suruh', 'tunggu', 'tambah', 'emosi', 'review', 'rating', 'ganti', 'solusi', 'ganti', 'rugi']"
"['seller', 'komunikatif', 'gercep', 'coba', 'produk', 'moga', 'cocok', 'amin']"
"['tipe', 'kulit', 'normal', 'oily', 'pori', 'gede', 'komedo', 'hidung', 'moga', 'bantu', 'xixi']"
"['thank', 'selamat']"
"['kulit', 'jerawat']"
"['tipe', 'kulit', 'kombinasi']"
"['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'sensitif', 'kulit', 'jerawat', 'kulit', 'kerut', 'kulit', 'pori']"
"['andal', 'exfo', 'malam', 'terima', 'kasih', 'tokped', 'asih', 'promo', 'harga']"
"['pakai', 'sekian', 'kali', 'cocok', 'toko', 'percaya']"
"['ragu', 'avo']"
"['tipe', 'kulit', 'minyak', 'serum', 'resap', 'ringan', 'lengket', 'moga', 'benar', 'cerah']"
"['tipe', 'kulit', 'minyak', 'kulit', 'pori', 'kulit', 'jerawat']"
['orisinal']
"['coba', 'moga', 'cocok', 'bagus', 'kulit']"
"['coba', 'moga', 'cocok', 'hasil', 'bagus', 'amin']"
"['coba', 'moga', 'cocok']"
"['mantap', 'muas']"
"['lembab', 'minyak', 'cocok']"
"['kualitas', 'serum', 'moisturizer', 'avoskin', 'top', 'habis', 'worthed', 'buy', 'emas', 'super', 'rapi', 'kirim', 'cepat']"
"['harga', 'murce', 'diskon']"
"['pesan', 'resi', 'tulis', 'pcs', 'divideoin', 'percaya', 'beli', 'eeeehh', 'divideoin', 'foto', 'doang']"
"['moga', 'cocok']"
"['selamat', 'jual', 'responsif', 'terima', 'kasih']"
"['beli', 'mama', 'cocok', 'banget', 'mama', 'usia', 'mama', 'pakai', 'kulit', 'mulus', 'kerut', 'kurang', 'repurchase']"
"['exp', 'moga', 'cocok', 'coba', 'pakai', 'retinol', 'pakai', 'refining', 'suka', 'banget']"
"['lembut', 'bagus', 'kulit', 'normal', 'dry', 'sensitif', 'cocok', 'kulit', 'minyak', 'jerawat', 'pump']"
"['kirim', 'oke', 'exp', 'produk', 'serum', 'exp', 'toner', 'mending']"
"['bagus', 'cream', 'kurang', 'panda', 'segar', 'pokok', 'mantap']"
"['toner', 'keren', 'avoskin']"
"['sunscreen', 'baik']"
"['produk', 'avoskin', 'kecewa']"
"['packagingnya', 'oke', 'coba', 'produk', 'far', 'toner', 'oke', 'mudah', 'cocok', 'toner', 'serum']"
"['bahan', 'ringan', 'coba', 'moga', 'cocok']"
"['tipe', 'kulit', 'minyak', 'jerawat', 'moga', 'cocok', 'pakai', 'rangkain', 'avoskin', 'moisturizer', 'pakai', 'hasil', 'oke', 'serum', 'thank', 'seller', 'tokped']"
"['packaging', 'super', 'safe', 'rapi', 'selamat', 'tangan']"
"['packaging', 'rapi', 'super', 'safe', 'segel', 'produk', 'aman', 'tang']"
"['kirim', 'cepat', 'emas', 'aman', 'expired', 'aman']"
"['tipe', 'kulit', 'minyak', 'kulit', 'pori', 'kulit', 'kerut', 'tipe', 'kulit', 'sensitif']"
"['gel', 'mudah', 'serap', 'travel', 'size', 'katup', 'plastik', 'kadang', 'suka', 'rapat', 'mudah', 'tumpah']"
"['tipe', 'kulit', 'kering', 'tipe', 'kulit', 'sensitif']"
"['pakai', 'serum', 'vit', 'avoskin', 'bagus', 'rajin', 'pakai', 'bekas', 'jerawat', 'hempas']"
"['banget', 'pakai', 'oily', 'dry', 'mula', 'exfo', 'cocok', 'banget']"
"['paket', 'pesan', 'jum', 'siang', 'diskon', 'cashback', 'gopay', 'coin', 'ongkir', 'serum', 'cocok', 'banget', 'treatment', 'dermapen', 'bekas', 'jerawat', 'pudar']"
"['paket', 'packing', 'rapi', 'pakai', 'produk', 'cocok', 'puffiness', 'kurang', 'thanks']"
"['beli', 'serum', 'ampuh', 'eksfoliasi', 'coba', 'tonernya']"
"['coba', 'mudah', 'cocok', 'packing', 'suka', 'ngt']"
"['exp', 'diskon', 'packingan', 'suka', 'beli']"
"['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'sensitif', 'kulit', 'kerut', 'kulit', 'pori', 'kulit', 'jerawat', 'tipe', 'kulit', 'kombinasi']"
"['kulit', 'jerawat', 'tipe', 'kulit', 'sensitif', 'kulit', 'kerut', 'tipe', 'kulit', 'minyak', 'moga', 'cocok', 'serum', 'packing', 'rapi']"
"['kulit', 'kerut', 'tipe', 'kulit', 'kering']"
"['kirim', 'cepat', 'gambar']"
"['masyaallah', 'harga', 'diskon', 'terima', 'kasih', 'seller']"
"['kulit', 'glowing', 'suka', 'banget', 'masker', 'avoskin']"
"['tipe', 'kulit', 'normal', 'moga', 'cocok', 'coba', 'produk']"
"['tipe', 'kulit', 'minyak', 'kulit', 'jerawat', 'kulit', 'pori', 'kulit', 'kerut']"
"['bagus', 'produk', 'terima', 'kasih']"
"['cocok', 'kulit', 'melembabkan', 'ed', 'beli', 'stok', 'mumpung', 'diskon']"
"['tipe', 'kulit', 'normal', 'cocok', 'sajja', 'thank', 'everyone', 'hulu', 'hilir', 'thanks', 'lot', 'kasih', 'diskon', 'moga', 'laris', 'sukses', 'love', 'all']"
"['tipe', 'kulit', 'minyak', 'cocok']"
"['cocok', 'pakai', 'alpha', 'arbutin', 'coba', 'tipe', 'kulit', 'sensitif', 'kulit', 'pori']"
"['toner', 'exfo', 'mantap']"
"['repurchase', 'sekian', 'harga', 'bawah', 'mantap', 'avo']"
"['pesan', 'terima', 'emas', 'aman', 'terima', 'kasih']"
"['tekstur', 'ringan', 'gampang', 'blend', 'nyaman', 'kulit', 'acneprone', 'oily', 'parah', 'moga', 'cocok', 'ubah', 'next', 'order', 'tipe', 'kulit', 'sensitif', 'kulit', 'jerawat', 'kulit', 'pori', 'tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering']"
"['coba', 'moga', 'cocok', 'terima', 'kasih', 'seller', 'fan', 'tokped', 'tipe', 'kulit', 'kering']"
"['ingredients', 'penasaran', 'pengin', 'coba', 'repurchase', 'produk', 'avo', 'cocok', 'aaaa']"
"['kirim', 'banget', 'tolong', 'ganti', 'kurir']"
"['emas', 'oke', 'moga', 'cocok']"
"['moga', 'cocok']"
"['bintang', 'pertama', 'dikirimin', 'expired', 'beli', 'harga', 'normal', 'beli', 'chat', 'beda', 'harga', 'normal', 'sale', 'sale', 'expired', 'normal', 'expired', 'return', 'ganti', 'expired', 'return', 'ribet', 'banget', 'expedisi', 'sicepat', 'pick', 'up', 'maksud', 'teliti', 'buang', 'urus', 'return', 'moga', 'depan', 'teliti', 'packing', 'aman', 'bagus', 'admin', 'responsive', 'thank']"
"['packing', 'aman', 'expired']"
"['huhu', 'serum', 'cepat', 'banget', 'kirim', 'beli', 'harga', 'diskon', 'pakai', 'moga', 'cocok', 'muka', 'ku', 'tipe', 'kulit', 'normal']"
"['tipe', 'kulit', 'sensitif']"
"['paket', 'lempar', 'kurir', 'tulis', 'fragile', 'dus']"
"['coba', 'moga', 'cocok']"
