,Review,Review_norm,review_tokens,review_tokens_SR,review_tokens_stemmed
108,tipe kulitku kombinasi masalah kulitku pori besar,tipe kulitku kombinasi masalah kulitku pori besar,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulit', 'kombinasi', 'masalah', 'kulit', 'pori', 'besar']"
109,kedua kalinya pakai produk ini cocok banget di kulitku yang sepertinya kombinasi dan acne prone ,kedua kalinya pakai produk ini cocok banget di kulitku yang sepertinya kombinasi dan acne prone ,"['kedua', 'kalinya', 'pakai', 'produk', 'ini', 'cocok', 'banget', 'di', 'kulitku', 'yang', 'sepertinya', 'kombinasi', 'dan', 'acne', 'prone']","['kedua', 'kalinya', 'pakai', 'produk', 'cocok', 'banget', 'kulitku', 'sepertinya', 'kombinasi', 'acne', 'prone']","['dua', 'kali', 'pakai', 'produk', 'cocok', 'banget', 'kulit', 'seperti', 'kombinasi', 'acne', 'prone']"
110,pesan yang serum vitamin  malah dikirim retinol jadi sedikit kecewa,pesan yang serum vitamin  malah dikirim retinol jadi sedikit kecewa,"['pesan', 'yang', 'serum', 'vitamin', 'malah', 'dikirim', 'retinol', 'jadi', 'sedikit', 'kecewa']","['pesan', 'serum', 'vitamin', 'malah', 'dikirim', 'retinol', 'jadi', 'sedikit', 'kecewa']","['pesan', 'serum', 'vitamin', 'malah', 'kirim', 'retinol', 'jadi', 'sedikit', 'kecewa']"
111,sukaa baru sekali pake sihh blum bgitu kliatan hasilnya tpi semoga cocok,suka baru sekali pakai sih belum begitu kelihatan hasilnya tapi semoga cocok,"['suka', 'baru', 'sekali', 'pakai', 'sih', 'belum', 'begitu', 'kelihatan', 'hasilnya', 'tapi', 'semoga', 'cocok']","['suka', 'baru', 'sekali', 'pakai', 'sih', 'kelihatan', 'hasilnya', 'semoga', 'cocok']","['suka', 'baru', 'sekali', 'pakai', 'sih', 'lihat', 'hasil', 'moga', 'cocok']"
112,barang tidak sesuai gabisa klaim garansi karna memang ga menyiapkan video unboxing baru ini pesanan saya salah dan baru kali ini ngasih bintang karna kecewa tolong lain kali lebih teliti,barang tidak sesuai enggak bisa klaim garansi karena memang enggak menyiapkan video unboxing baru ini pesanan saya salah dan baru kali ini mengasih bintang karena kecewa tolong lain kali lebih teliti,"['barang', 'tidak', 'sesuai', 'enggak', 'bisa', 'klaim', 'garansi', 'karena', 'memang', 'enggak', 'menyiapkan', 'video', 'unboxing', 'baru', 'ini', 'pesanan', 'saya', 'salah', 'dan', 'baru', 'kali', 'ini', 'mengasih', 'bintang', 'karena', 'kecewa', 'tolong', 'lain', 'kali', 'lebih', 'teliti']","['barang', 'sesuai', 'enggak', 'klaim', 'garansi', 'memang', 'enggak', 'menyiapkan', 'video', 'unboxing', 'baru', 'pesanan', 'salah', 'baru', 'kali', 'mengasih', 'bintang', 'kecewa', 'kali', 'lebih', 'teliti']","['barang', 'sesuai', 'enggak', 'klaim', 'garansi', 'memang', 'enggak', 'siap', 'video', 'unboxing', 'baru', 'pesan', 'salah', 'baru', 'kali', 'asih', 'bintang', 'kecewa', 'kali', 'lebih', 'teliti']"
113,mantap barangnya bagus selalu pakai moisturizer ini murah sering dpt diskon packing aman pengiriman cepat thankyouu seller,mantap barangnya bagus selalu pakai moisturizer ini murah sering dapat diskon packing aman pengiriman cepat thankyouu seller,"['mantap', 'barangnya', 'bagus', 'selalu', 'pakai', 'moisturizer', 'ini', 'murah', 'sering', 'dapat', 'diskon', 'packing', 'aman', 'pengiriman', 'cepat', 'thankyouu', 'seller']","['mantap', 'barangnya', 'bagus', 'selalu', 'pakai', 'moisturizer', 'murah', 'sering', 'diskon', 'packing', 'aman', 'pengiriman', 'cepat', 'thankyouu', 'seller']","['mantap', 'barang', 'bagus', 'selalu', 'pakai', 'moisturizer', 'murah', 'sering', 'diskon', 'packing', 'aman', 'kirim', 'cepat', 'thankyouu', 'seller']"
114,tipe kulitku berminyak tipe kulitku kering masalah kulitku jerawat,tipe kulitku berminyak tipe kulitku kering masalah kulitku jerawat,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'masalah', 'kulit', 'jerawat']"
115,bagus bangeeettt warnanya oke stainnya mantul gak bikin bibir kering recommend pokonya luuuvv,bagus banget warnanya oke stainnya mantul enggak bikin bibir kering recommend pokoknya love,"['bagus', 'banget', 'warnanya', 'oke', 'stainnya', 'mantul', 'enggak', 'bikin', 'bibir', 'kering', 'recommend', 'pokoknya', 'love']","['bagus', 'banget', 'warnanya', 'oke', 'stainnya', 'mantul', 'enggak', 'bikin', 'bibir', 'kering', 'recommend', 'pokoknya', 'love']","['bagus', 'banget', 'warna', 'oke', 'stainnya', 'mantul', 'enggak', 'bikin', 'bibir', 'kering', 'recommend', 'pokok', 'love']"
116,favorit sunscreen,favorit sunscreen,"['favorit', 'sunscreen']","['favorit', 'sunscreen']","['favorit', 'sunscreen']"
117,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal masalah kulitku jerawat,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal masalah kulitku jerawat,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal', 'masalah', 'kulit', 'jerawat']"
118,tipe kulitku kering tipe kulitku berminyak tipe kulitku normal masalah kulitku kerutan masalah kulitku jerawat,tipe kulitku kering tipe kulitku berminyak tipe kulitku normal masalah kulitku kerutan masalah kulitku jerawat,"['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulit', 'kering', 'tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'normal', 'masalah', 'kulit', 'kerut', 'masalah', 'kulit', 'jerawat']"
119,oil waternya nyaman dipakai bs menghapus waterproof make up tanpa oily bgt micellar waternya nyaman ga bikin kering,oil waternya nyaman dipakai bisa menghapus waterproof memakai up tanpa oily banget micellar waternya nyaman enggak bikin kering,"['oil', 'waternya', 'nyaman', 'dipakai', 'bisa', 'menghapus', 'waterproof', 'memakai', 'up', 'tanpa', 'oily', 'banget', 'micellar', 'waternya', 'nyaman', 'enggak', 'bikin', 'kering']","['oil', 'waternya', 'nyaman', 'dipakai', 'menghapus', 'waterproof', 'memakai', 'up', 'oily', 'banget', 'micellar', 'waternya', 'nyaman', 'enggak', 'bikin', 'kering']","['oil', 'waternya', 'nyaman', 'pakai', 'hapus', 'waterproof', 'pakai', 'up', 'oily', 'banget', 'micellar', 'waternya', 'nyaman', 'enggak', 'bikin', 'kering']"
120,terima kasih harga murah barang sampai dengan selamat bubble wrap tebel dan pengiriman cepat,terima kasih harga murah barang sampai dengan selamat bubble wrap tebal dan pengiriman cepat,"['terima', 'kasih', 'harga', 'murah', 'barang', 'sampai', 'dengan', 'selamat', 'bubble', 'wrap', 'tebal', 'dan', 'pengiriman', 'cepat']","['terima', 'kasih', 'harga', 'murah', 'barang', 'selamat', 'bubble', 'wrap', 'tebal', 'pengiriman', 'cepat']","['terima', 'kasih', 'harga', 'murah', 'barang', 'selamat', 'bubble', 'wrap', 'tebal', 'kirim', 'cepat']"
121,tipe kulitku berminyak tipe kulitku normal tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar tipe kulitku sensitif tipe kulitku kering,tipe kulitku berminyak tipe kulitku normal tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar tipe kulitku sensitif tipe kulitku kering,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kering']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kering']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kombinasi', 'masalah', 'kulit', 'jerawat', 'masalah', 'kulit', 'kerut', 'masalah', 'kulit', 'pori', 'besar', 'tipe', 'kulit', 'sensitif', 'tipe', 'kulit', 'kering']"
122,tipe kulitku kombinasi cocok banget pake sunscreennya azarine teksturnya ringan ga bikin kulit kusam no whitecast gampang diblend udah repurchase yg ke kali alhamdulillah pembelian kmrn dapet diskom cashback pengiriman cepat respon seller baik saat diterima barang dalam kondisi baik terima kasih,tipe kulitku kombinasi cocok banget pakai sunscreennya azarine teksturnya ringan enggak bikin kulit kusam no whitecast gampang diblend sudah repurchase yang ke kali alhamdulillah pembelian kemarin dapat diskom cashback pengiriman cepat respon seller baik saat diterima barang dalam kondisi baik terima kasih,"['tipe', 'kulitku', 'kombinasi', 'cocok', 'banget', 'pakai', 'sunscreennya', 'azarine', 'teksturnya', 'ringan', 'enggak', 'bikin', 'kulit', 'kusam', 'no', 'whitecast', 'gampang', 'diblend', 'sudah', 'repurchase', 'yang', 'ke', 'kali', 'alhamdulillah', 'pembelian', 'kemarin', 'dapat', 'diskom', 'cashback', 'pengiriman', 'cepat', 'respon', 'seller', 'baik', 'saat', 'diterima', 'barang', 'dalam', 'kondisi', 'baik', 'terima', 'kasih']","['tipe', 'kulitku', 'kombinasi', 'cocok', 'banget', 'pakai', 'sunscreennya', 'azarine', 'teksturnya', 'ringan', 'enggak', 'bikin', 'kulit', 'kusam', 'no', 'whitecast', 'gampang', 'diblend', 'repurchase', 'kali', 'alhamdulillah', 'pembelian', 'kemarin', 'diskom', 'cashback', 'pengiriman', 'cepat', 'respon', 'seller', 'baik', 'diterima', 'barang', 'kondisi', 'baik', 'terima', 'kasih']","['tipe', 'kulit', 'kombinasi', 'cocok', 'banget', 'pakai', 'sunscreennya', 'azarine', 'tekstur', 'ringan', 'enggak', 'bikin', 'kulit', 'kusam', 'no', 'whitecast', 'gampang', 'diblend', 'repurchase', 'kali', 'alhamdulillah', 'beli', 'kemarin', 'diskom', 'cashback', 'kirim', 'cepat', 'respon', 'seller', 'baik', 'terima', 'barang', 'kondisi', 'baik', 'terima', 'kasih']"
123,belum coba semoga cocok,belum coba semoga cocok,"['belum', 'coba', 'semoga', 'cocok']","['coba', 'semoga', 'cocok']","['coba', 'moga', 'cocok']"
124,packaging pas ngirim barangnya oke yang serumnya juga dipakein bubble wrap jadi ga perlu khawatir si botol serumnya pecah oh iya berhubung udah beberapa minggu pake si serumnya udah mulai sedikit ada hasil saya ada masalah hyperpigmentation di area bibir udah mulai memudar cuman mungkin kudu rutin sama kayanya butuh beberapa bulan untuk betul betul get rid of hyperpigmentationnya mungkin musti follow salah satu sosmednya azarine syukur syukur di website azarinenya kaya ada menu news kaya bahas apa yang lagi dikerjain sama tim rndnya azarine ini mungkinn bakal lebih menarik perhatian calon customer ataupun loyal customernya azarine produk ini ga da masalah juga di kulit saya selama pemakaian serum sama si sunscreennya ya working well jadi ya untuk beberapa waktu ke depan mungkin bakal pake produk dari azarine ini buat calon customer yang lain best for research before what your type skin and problem with your skin makasih azarine,packaging pas mengirim barangnya oke yang serumnya juga dipakein bubble wrap jadi enggak perlu khawatir sih botol serumnya pecah oh iya berhubung sudah beberapa minggu pakai sih serumnya sudah mulai sedikit ada hasil saya ada masalah hyperpigmentation di area bibir sudah mulai memudar cuman mungkin kudu rutin sama kayanya butuh beberapa bulan untuk betul betul get rid of hyperpigmentationnya mungkin musti follow salah satu sosmednya azarine syukur syukur di website azarinenya kayak ada menu news kayak bahas apa yang lagi dikerjain sama tim rndnya azarine ini mungkinn bakal lebih menarik perhatian calon customer ataupun loyal customernya azarine produk ini enggak dah masalah juga di kulit saya selama pemakaian serum sama sih sunscreennya ya working well jadi ya untuk beberapa waktu ke depan mungkin bakal pakai produk dari azarine ini buat calon customer yang lain best for research before what your type skin and problem with your skin terima kasih azarine,"['packaging', 'pas', 'mengirim', 'barangnya', 'oke', 'yang', 'serumnya', 'juga', 'dipakein', 'bubble', 'wrap', 'jadi', 'enggak', 'perlu', 'khawatir', 'sih', 'botol', 'serumnya', 'pecah', 'oh', 'iya', 'berhubung', 'sudah', 'beberapa', 'minggu', 'pakai', 'sih', 'serumnya', 'sudah', 'mulai', 'sedikit', 'ada', 'hasil', 'saya', 'ada', 'masalah', 'hyperpigmentation', 'di', 'area', 'bibir', 'sudah', 'mulai', 'memudar', 'cuman', 'mungkin', 'kudu', 'rutin', 'sama', 'kayanya', 'butuh', 'beberapa', 'bulan', 'untuk', 'betul', 'betul', 'get', 'rid', 'of', 'hyperpigmentationnya', 'mungkin', 'musti', 'follow', 'salah', 'satu', 'sosmednya', 'azarine', 'syukur', 'syukur', 'di', 'website', 'azarinenya', 'kayak', 'ada', 'menu', 'news', 'kayak', 'bahas', 'apa', 'yang', 'lagi', 'dikerjain', 'sama', 'tim', 'rndnya', 'azarine', 'ini', 'mungkinn', 'bakal', 'lebih', 'menarik', 'perhatian', 'calon', 'customer', 'ataupun', 'loyal', 'customernya', 'azarine', 'produk', 'ini', 'enggak', 'dah', 'masalah', 'juga', 'di', 'kulit', 'saya', 'selama', 'pemakaian', 'serum', 'sama', 'sih', 'sunscreennya', 'ya', 'working', 'well', 'jadi', 'ya', 'untuk', 'beberapa', 'waktu', 'ke', 'depan', 'mungkin', 'bakal', 'pakai', 'produk', 'dari', 'azarine', 'ini', 'buat', 'calon', 'customer', 'yang', 'lain', 'best', 'for', 'research', 'before', 'what', 'your', 'type', 'skin', 'and', 'problem', 'with', 'your', 'skin', 'terima', 'kasih', 'azarine']","['packaging', 'pas', 'mengirim', 'barangnya', 'oke', 'serumnya', 'dipakein', 'bubble', 'wrap', 'jadi', 'enggak', 'perlu', 'khawatir', 'sih', 'botol', 'serumnya', 'pecah', 'iya', 'berhubung', 'beberapa', 'minggu', 'pakai', 'sih', 'serumnya', 'mulai', 'sedikit', 'hasil', 'masalah', 'hyperpigmentation', 'area', 'bibir', 'mulai', 'memudar', 'cuman', 'mungkin', 'kudu', 'rutin', 'sama', 'kayanya', 'butuh', 'beberapa', 'bulan', 'betul', 'betul', 'get', 'rid', 'of', 'hyperpigmentationnya', 'mungkin', 'musti', 'follow', 'salah', 'satu', 'sosmednya', 'azarine', 'syukur', 'syukur', 'website', 'azarinenya', 'kayak', 'menu', 'news', 'kayak', 'bahas', 'apa', 'dikerjain', 'sama', 'tim', 'rndnya', 'azarine', 'mungkinn', 'bakal', 'lebih', 'menarik', 'perhatian', 'calon', 'customer', 'ataupun', 'loyal', 'customernya', 'azarine', 'produk', 'enggak', 'dah', 'masalah', 'kulit', 'selama', 'pemakaian', 'serum', 'sama', 'sih', 'sunscreennya', 'working', 'well', 'jadi', 'beberapa', 'waktu', 'depan', 'mungkin', 'bakal', 'pakai', 'produk', 'azarine', 'buat', 'calon', 'customer', 'best', 'for', 'research', 'before', 'what', 'your', 'type', 'skin', 'and', 'problem', 'with', 'your', 'skin', 'terima', 'kasih', 'azarine']","['packaging', 'pas', 'kirim', 'barang', 'oke', 'serum', 'dipakein', 'bubble', 'wrap', 'jadi', 'enggak', 'perlu', 'khawatir', 'sih', 'botol', 'serum', 'pecah', 'iya', 'hubung', 'beberapa', 'minggu', 'pakai', 'sih', 'serum', 'mulai', 'sedikit', 'hasil', 'masalah', 'hyperpigmentation', 'area', 'bibir', 'mulai', 'pudar', 'cuman', 'mungkin', 'kudu', 'rutin', 'sama', 'kaya', 'butuh', 'beberapa', 'bulan', 'betul', 'betul', 'get', 'rid', 'of', 'hyperpigmentationnya', 'mungkin', 'musti', 'follow', 'salah', 'satu', 'sosmednya', 'azarine', 'syukur', 'syukur', 'website', 'azarinenya', 'kayak', 'menu', 'news', 'kayak', 'bahas', 'apa', 'dikerjain', 'sama', 'tim', 'rndnya', 'azarine', 'mungkinn', 'bakal', 'lebih', 'tarik', 'perhati', 'calon', 'customer', 'atau', 'loyal', 'customernya', 'azarine', 'produk', 'enggak', 'dah', 'masalah', 'kulit', 'lama', 'pakai', 'serum', 'sama', 'sih', 'sunscreennya', 'working', 'well', 'jadi', 'beberapa', 'waktu', 'depan', 'mungkin', 'bakal', 'pakai', 'produk', 'azarine', 'buat', 'calon', 'customer', 'best', 'for', 'research', 'before', 'what', 'your', 'type', 'skin', 'and', 'problem', 'with', 'your', 'skin', 'terima', 'kasih', 'azarine']"
125,tipe kulitku kering jadi lembab pakai ini,tipe kulitku kering jadi lembab pakai ini,"['tipe', 'kulitku', 'kering', 'jadi', 'lembab', 'pakai', 'ini']","['tipe', 'kulitku', 'kering', 'jadi', 'lembab', 'pakai']","['tipe', 'kulit', 'kering', 'jadi', 'lembab', 'pakai']"
126,mantep banget jerawat aku langsung pada kering,mantap banget jerawat aku langsung pada kering,"['mantap', 'banget', 'jerawat', 'aku', 'langsung', 'pada', 'kering']","['mantap', 'banget', 'jerawat', 'aku', 'langsung', 'kering']","['mantap', 'banget', 'jerawat', 'aku', 'langsung', 'kering']"
127,sudah sampai dengan selamat terima kasih bajyak,sudah sampai dengan selamat terima kasih bajyak,"['sudah', 'sampai', 'dengan', 'selamat', 'terima', 'kasih', 'bajyak']","['selamat', 'terima', 'kasih', 'bajyak']","['selamat', 'terima', 'kasih', 'bajyak']"
128,tipe kulitku normal tipe kulitku kering tipe kulitku berminyak,tipe kulitku normal tipe kulitku kering tipe kulitku berminyak,"['tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'berminyak']","['tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'berminyak']","['tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'minyak']"
129,as usual bagus bgt udh repurchase kesekian kali memplump kan bibir melembabkan dan bikin warna jd cerah kalo dicombine sama pure paw paw,as usual bagus banget sudah repurchase kesekian kali memplump kan bibir melembabkan dan bikin warna jadi cerah kalo dicombine sama pure paw paw,"['as', 'usual', 'bagus', 'banget', 'sudah', 'repurchase', 'kesekian', 'kali', 'memplump', 'kan', 'bibir', 'melembabkan', 'dan', 'bikin', 'warna', 'jadi', 'cerah', 'kalo', 'dicombine', 'sama', 'pure', 'paw', 'paw']","['as', 'usual', 'bagus', 'banget', 'repurchase', 'kesekian', 'kali', 'memplump', 'kan', 'bibir', 'melembabkan', 'bikin', 'warna', 'jadi', 'cerah', 'kalo', 'dicombine', 'sama', 'pure', 'paw', 'paw']","['as', 'usual', 'bagus', 'banget', 'repurchase', 'sekian', 'kali', 'memplump', 'kan', 'bibir', 'melembabkan', 'bikin', 'warna', 'jadi', 'cerah', 'kalo', 'dicombine', 'sama', 'pure', 'paw', 'paw']"
130,bagus memuaskan,bagus memuaskan,"['bagus', 'memuaskan']","['bagus', 'memuaskan']","['bagus', 'muas']"
131,masalah kulitku jerawat masalah kulitku pori besar tipe kulitku kombinasi tipe kulitku sensitif,masalah kulitku jerawat masalah kulitku pori besar tipe kulitku kombinasi tipe kulitku sensitif,"['masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif']","['masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif']","['masalah', 'kulit', 'jerawat', 'masalah', 'kulit', 'pori', 'besar', 'tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'sensitif']"
132,mantul,mantul,['mantul'],['mantul'],['mantul']
133,pesanan sesuai,pesanan sesuai,"['pesanan', 'sesuai']","['pesanan', 'sesuai']","['pesan', 'sesuai']"
134,no review found,no review found,"['no', 'review', 'found']","['no', 'review', 'found']","['no', 'review', 'found']"
135,mkasih pesanan sudah sesuai pesanan saya pengiriman cepat matappppp,terima kasih pesanan sudah sesuai pesanan saya pengiriman cepat mantap,"['terima', 'kasih', 'pesanan', 'sudah', 'sesuai', 'pesanan', 'saya', 'pengiriman', 'cepat', 'mantap']","['terima', 'kasih', 'pesanan', 'sesuai', 'pesanan', 'pengiriman', 'cepat', 'mantap']","['terima', 'kasih', 'pesan', 'sesuai', 'pesan', 'kirim', 'cepat', 'mantap']"
136,masalah kulitku jerawat masalah kulitku pori besar,masalah kulitku jerawat masalah kulitku pori besar,"['masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['masalah', 'kulit', 'jerawat', 'masalah', 'kulit', 'pori', 'besar']"
137,sesuai pesanan pengiriman cepat dan pengemasan bagus sekalii mantappp,sesuai pesanan pengiriman cepat dan pengemasan bagus sekali mantap,"['sesuai', 'pesanan', 'pengiriman', 'cepat', 'dan', 'pengemasan', 'bagus', 'sekali', 'mantap']","['sesuai', 'pesanan', 'pengiriman', 'cepat', 'pengemasan', 'bagus', 'sekali', 'mantap']","['sesuai', 'pesan', 'kirim', 'cepat', 'emas', 'bagus', 'sekali', 'mantap']"
138,tefima kasih pesenanya uxah sampai sudah cocok pakai skincare dari merk azarine kualitas baguss harga juga terjangkou,terima kasih pesenanya udah sampai sudah cocok pakai skincare dari merk azarine kualitas bagus harga juga terjangkau,"['terima', 'kasih', 'pesenanya', 'udah', 'sampai', 'sudah', 'cocok', 'pakai', 'skincare', 'dari', 'merk', 'azarine', 'kualitas', 'bagus', 'harga', 'juga', 'terjangkau']","['terima', 'kasih', 'pesenanya', 'udah', 'cocok', 'pakai', 'skincare', 'merk', 'azarine', 'kualitas', 'bagus', 'harga', 'terjangkau']","['terima', 'kasih', 'sena', 'udah', 'cocok', 'pakai', 'skincare', 'merk', 'azarine', 'kualitas', 'bagus', 'harga', 'jangkau']"
139,terima kasih pesenan nya udah sampai udah cocok pakai skincare dari merk azarine ringan  pakai nya bikin kulit tambah cerah dan lembut,terima kasih pesanan nya sudah sampai sudah cocok pakai skincare dari merk azarine ringan  pakai nya bikin kulit tambah cerah dan lembut,"['terima', 'kasih', 'pesanan', 'nya', 'sudah', 'sampai', 'sudah', 'cocok', 'pakai', 'skincare', 'dari', 'merk', 'azarine', 'ringan', 'pakai', 'nya', 'bikin', 'kulit', 'tambah', 'cerah', 'dan', 'lembut']","['terima', 'kasih', 'pesanan', 'nya', 'cocok', 'pakai', 'skincare', 'merk', 'azarine', 'ringan', 'pakai', 'nya', 'bikin', 'kulit', 'tambah', 'cerah', 'lembut']","['terima', 'kasih', 'pesan', 'nya', 'cocok', 'pakai', 'skincare', 'merk', 'azarine', 'ringan', 'pakai', 'nya', 'bikin', 'kulit', 'tambah', 'cerah', 'lembut']"
140,exp masih lama,exp masih lama,"['exp', 'masih', 'lama']","['exp', 'lama']","['exp', 'lama']"
141,ini serum yang sangat saya suka dari azarine teksturnya cair namun agak kental sedikit dan sangat mudah diaplikasikan ke wajah dan salah satu serum yang bagus digunakan jika lagi bruntusan atau menggunakan make up tebal sekalipun karena tetap melembabkan kulit saya,ini serum yang sangat saya suka dari azarine teksturnya cair namun agak kental sedikit dan sangat mudah diaplikasikan ke wajah dan salah satu serum yang bagus digunakan jika lagi bruntusan atau menggunakan memakai up tebal sekalipun karena tetap melembabkan kulit saya,"['ini', 'serum', 'yang', 'sangat', 'saya', 'suka', 'dari', 'azarine', 'teksturnya', 'cair', 'namun', 'agak', 'kental', 'sedikit', 'dan', 'sangat', 'mudah', 'diaplikasikan', 'ke', 'wajah', 'dan', 'salah', 'satu', 'serum', 'yang', 'bagus', 'digunakan', 'jika', 'lagi', 'bruntusan', 'atau', 'menggunakan', 'memakai', 'up', 'tebal', 'sekalipun', 'karena', 'tetap', 'melembabkan', 'kulit', 'saya']","['serum', 'sangat', 'suka', 'azarine', 'teksturnya', 'cair', 'kental', 'sedikit', 'sangat', 'mudah', 'diaplikasikan', 'wajah', 'salah', 'satu', 'serum', 'bagus', 'digunakan', 'bruntusan', 'menggunakan', 'memakai', 'up', 'tebal', 'sekalipun', 'tetap', 'melembabkan', 'kulit']","['serum', 'sangat', 'suka', 'azarine', 'tekstur', 'cair', 'kental', 'sedikit', 'sangat', 'mudah', 'aplikasi', 'wajah', 'salah', 'satu', 'serum', 'bagus', 'guna', 'bruntusan', 'guna', 'pakai', 'up', 'tebal', 'sekalipun', 'tetap', 'melembabkan', 'kulit']"
142,ini bener bener produk azarine yg luar biasa dan tidak pernah membuat saya kecewa teksturnya seperti jel namun jika kita aplikasikan ke wajah berubah menjadi bisa dan setelah dibilas dengan air wajah saya yg sama sekali tidak dibersihkan dengan micelar water terasa bersih,ini benar benar produk azarine yang luar biasa dan tidak pernah membuat saya kecewa teksturnya seperti jel namun jika kita aplikasikan ke wajah berubah menjadi bisa dan setelah dibilas dengan air wajah saya yang sama sekali tidak dibersihkan dengan micelar water terasa bersih,"['ini', 'benar', 'benar', 'produk', 'azarine', 'yang', 'luar', 'biasa', 'dan', 'tidak', 'pernah', 'membuat', 'saya', 'kecewa', 'teksturnya', 'seperti', 'jel', 'namun', 'jika', 'kita', 'aplikasikan', 'ke', 'wajah', 'berubah', 'menjadi', 'bisa', 'dan', 'setelah', 'dibilas', 'dengan', 'air', 'wajah', 'saya', 'yang', 'sama', 'sekali', 'tidak', 'dibersihkan', 'dengan', 'micelar', 'water', 'terasa', 'bersih']","['benar', 'benar', 'produk', 'azarine', 'luar', 'biasa', 'pernah', 'membuat', 'kecewa', 'teksturnya', 'jel', 'aplikasikan', 'wajah', 'berubah', 'menjadi', 'dibilas', 'air', 'wajah', 'sama', 'sekali', 'dibersihkan', 'micelar', 'water', 'terasa', 'bersih']","['benar', 'benar', 'produk', 'azarine', 'luar', 'biasa', 'pernah', 'buat', 'kecewa', 'tekstur', 'jel', 'aplikasi', 'wajah', 'ubah', 'jadi', 'bilas', 'air', 'wajah', 'sama', 'sekali', 'bersih', 'micelar', 'water', 'asa', 'bersih']"
143,teksturnya seperti jel namun tidak lengket dan lumayan cepat meresap di tipe kulitku kombinasi,teksturnya seperti jel namun tidak lengket dan lumayan cepat meresap di tipe kulitku kombinasi,"['teksturnya', 'seperti', 'jel', 'namun', 'tidak', 'lengket', 'dan', 'lumayan', 'cepat', 'meresap', 'di', 'tipe', 'kulitku', 'kombinasi']","['teksturnya', 'jel', 'lengket', 'lumayan', 'cepat', 'meresap', 'tipe', 'kulitku', 'kombinasi']","['tekstur', 'jel', 'lengket', 'lumayan', 'cepat', 'resap', 'tipe', 'kulit', 'kombinasi']"
