,Review,Review_norm
179,udah jadi sunscreen andalan cocok buat kulit mukaku yg kering barang sampai dg aman,sudah jadi sunscreen andalan cocok buat kulit mukaku yang kering barang sampai dengan aman
180,worth to buy items dpt di harga  packingnya niat dan aman bgt thank  somuch azarine tokped tapi plis non aktifin ekspedisi sicepat bukannya cepet malah lambat nyampenya masa sda sub sampe hari azarine ngirim pake sapx aja sehari sampe loh itu mah bukan ekspedisi sicepat tapi silambat,worth tapi buy items dapat di harga  packingnya niat dan aman banget thank  somuch azarine tokped tapi plis non aktifin ekspedisi sicepat bukannya cepat malah lambat sampainya masa sda sub sampai hari azarine mengirim pakai sapx saja sehari sampai loh itu mah bukan ekspedisi sicepat tapi silambat
181,barang sampai dengan baik sedikit masalah dalam pengiriman,barang sampai dengan baik sedikit masalah dalam pengiriman
182,bagus dan original pengiriman nya juga cepet banget,bagus dan original pengiriman nya juga cepat banget
183,ok banget,ok banget
184,barang sesuai deskripsi kemasan dan packing aman dan rapi semoga khasiatnya cocok recommended,barang sesuai deskripsi kemasan dan packing aman dan rapi semoga khasiatnya cocok recommended
185,barang sesuai deskripsi kemasan dan packing aman dan rapi tentang khasiat semoga cocok recommended,barang sesuai deskripsi kemasan dan packing aman dan rapi tentang khasiat semoga cocok recommended
186,belum dicoba semoga cocok,belum dicoba semoga cocok
187,pengiriman cepat barang sesuai,pengiriman cepat barang sesuai
188,belum coba yg varian ini mudahan cocok,belum coba yang varian ini mudahan cocok
189,selalu cocok di wajah,selalu cocok di wajah
190,wanginyaa sukak padahal blind buy semoga cocokk,wanginyaa suka padahal blind buy semoga cocok
191,tipe kulitku kering pakai sunscreen ini lebih lembab bagus produknya terimakasih semoga bermanfaat ya,tipe kulitku kering pakai sunscreen ini lebih lembab bagus produknya terima kasih semoga bermanfaat ya
192,kalau urusan sunscreen produk ini adalah favorit,kalau urusan sunscreen produk ini adalah favorit
193,thank  min ss tiba dengan aman,thank  min ss tiba dengan aman
194,ternyata wanginya ga seperti yg diharapkan tp efeknya di kulit tetep bagus,ternyata wanginya enggak seperti yang diharapkan tapi efeknya di kulit tetap bagus
195,lumayan dapet diskon tapi pengirimannya lama belum bisa review baru pembelian pertama,lumayan dapat diskon tapi pengirimannya lama belum bisa review baru pembelian pertama
196,belum coba beli karena disaranin semoga cocok packingnya juga aman pengirimannya lumayaan tipe kulitku kombinasi,belum coba beli karena disaranin semoga cocok packingnya juga aman pengirimannya lumayaan tipe kulitku kombinasi
197,abguusss,bagus
198,sunscreen enak mudah menyerap krn texture gel cuman disayangkan krn lubang tubenya gede jadi kalo pakai dosis jari gendut tuh radak susah mungkin bisa diperbaiki dari segi packaging tipe kulitku kombinasi,sunscreen enak mudah menyerap karena texture gel cuman disayangkan karena lubang tubenya gede jadi kalo pakai dosis jari gendut tuh radak susah mungkin bisa diperbaiki dari segi packaging tipe kulitku kombinasi
199,tipe kulitku normal tipe kulitku berminyak masalah kulitku jerawat tipe kulitku kombinasi,tipe kulitku normal tipe kulitku berminyak masalah kulitku jerawat tipe kulitku kombinasi
200,sudah sering beli dan belum ada yg tidak sesuai dengan produknya,sudah sering beli dan belum ada yang tidak sesuai dengan produknya
201,tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku pori besar bagus banget muka ku jadi lebih haluss,tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku pori besar bagus banget muka ku jadi lebih halus
202,barang sudah sampai dengan selamat tks,barang sudah sampai dengan selamat thanks
203,cocok untuk kulit kering,cocok untuk kulit kering
204,tipe kulitku kering mayan bantu sii btw tutupnya yg dalem susah banget di buka,tipe kulitku kering lumayan bantu sih btw tutupnya yang dalem susah banget di buka
205,setelah menggunakan produk ini selama beberapa hari kulit wajah yang tadinya kering sekarang terasa lembab love it,setelah menggunakan produk ini selama beberapa hari kulit wajah yang tadinya kering sekarang terasa lembab love itu
206,minggu baru sampe,minggu baru sampai
207,cocok di kulit yg sensitif teksturnya ga lengket,cocok di kulit yang sensitif teksturnya enggak lengket
208,pengiriman lama dari sebelum tahun baru dan paket tidak saya terima ekspedisi nyasar kirim paket nya,pengiriman lama dari sebelum tahun baru dan paket tidak saya terima ekspedisi nyasar kirim paket nya
209,cantik warnanya dan ternyata pigmented bgt ya,cantik warnanya dan ternyata pigmented banget ya
210,cocok udah sering pake ok,cocok sudah sering pakai ok
211,udah sering repeat order ok,sudah sering repeat order ok
212,aku masih belum pernah coba tapi semoga nanti sesuai expetasii barangnya sampe dengan aman plus bubble wrapnya tebel bangettttt,aku masih belum pernah coba tapi semoga nanti sesuai expetasii barangnya sampai dengan aman plus bubble wrapnya tebal banget
213,packingnya niat bgt padahal cuma beli lip cream so aman bgt nyampe ke cust warnanya cantik buat ombre thx  tokped azarine,packingnya niat banget padahal cuma beli lip cream so aman banget sampai ke cust warnanya cantik buat ombre thanks  tokped azarine
214,barang dikirim cuma padahal beli twin  halo azarine kalo mau aku ubah ratingnya tolong kirim barang kurangnya yg harusnya jadi hak saya ya,barang dikirim cuma padahal beli twin  halo azarine kalo mau aku ubah ratingnya tolong kirim barang kurangnya yang harusnya jadi hak saya ya
215,lucuuu bgt warnanya  liat punya temen bagus jadi aku ikut beli _,lucu banget warnanya  lihat punya teman bagus jadi aku ikut beli _
216,sudah tube ke bagus bgt cocok buatku,sudah tube ke bagus banget cocok buatku
217,mantap sesuk order neh,mantap sesuk order nih
218,warnanya cantikkk suka,warnanya cantik suka
219,buat akuu ini enak banget ss nya nggak lengket finish nya enak banget di kulitku yg oilyy sukaaa,buat aku ini enak banget ss nya enggak lengket finish nya enak banget di kulitku yang oily suka
220,ini cocok buat kulit sensitif oily acne prone kaya akuuuu nggak perih dan nggak bikin keringgg sukakk,ini cocok buat kulit sensitif oily acne prone kayak akuuuu enggak perih dan enggak bikin keringgg sukakk
221,warnanya nude bangettt beda sama di foto,warnanya nude banget beda sama di foto
222,exp lama packsging rapi cpet bgt sampe sukses trus ajarin,exp lama packsging rapi cepat banget sampai sukses terus ajarkan
223,tipe kulitku berminyak tipe kulitku kering,tipe kulitku berminyak tipe kulitku kering
224,lotion nya bagus banget teksturnya light watery gitu terus easy di apply ke kulit nyerap nya cepet dan melembapkan banget gitu oya ini juga spf juga lagi beneran bakal repurchase sih kalo abis ,lotion nya bagus banget teksturnya light watery begitu terus easy di apply ke kulit nyerap nya cepat dan melembapkan banget begitu oya ini juga spf juga lagi benaran bakal repurchase sih kalo habis 
225,barang sesuai pesanan barang bagus,barang sesuai pesanan barang bagus
226,barangnya sesuai pesanan,barangnya sesuai pesanan
227,nice,nice
228,baru mau coba pertama kali semoga cocok next order lagi,baru mau coba pertama kali semoga cocok next order lagi
229,tipe kulitku kering cocok ringan dipakai no white cast cepat meresap tidak bikin muka kilang minyak,tipe kulitku kering cocok ringan dipakai no white cast cepat meresap tidak bikin muka kilang minyak
230,sunscreen favorit akuh repurchase berkali tipe kulitku normal,sunscreen favorit aku repurchase berkali tipe kulitku normal
231,cocok banget di kulitku yg oily seenak itu,cocok banget di kulitku yang oily seenak itu
232,mudahan cocok,mudahan cocok
233,pengiriman lama,pengiriman lama
234,exp panjang thx,exp panjang thanks
235,cocok di aku gess tipe kulitku berminyak,cocok di aku gess tipe kulitku berminyak
236,baguss,bagus
237,diterima dalam kondisi baik semoga cocok,diterima dalam kondisi baik semoga cocok
238,barang original dan pengiriman cepat semoga cocok karena baru pertama kali coba,barang original dan pengiriman cepat semoga cocok karena baru pertama kali coba
239,barang aman pemakaian pertama kali semoga cocok,barang aman pemakaian pertama kali semoga cocok
240,pemakaian pertama kali oke semoga cocok biar gk gonta ganti lagi,pemakaian pertama kali oke semoga cocok biar enggak gonta ganti lagi
241,sudah repeat order yg kesekian kali nya dapet potongan harga diakon sampe rb jadi berasa bayar produk  cashback rb sering pantengin promo flash sale aja thanks good luck,sudah repeat order yang kesekian kali nya dapat potongan harga diakon sampai ribu jadi berasa bayar produk  cashback ribu sering pantengin promo flash sale saja thanks good luck
242,tipe kulitku kering berjerawat dan jerawatan,tipe kulitku kering berjerawat dan jerawatan
243,produknya oke ga usah ditanya lah ya kualitasnya tp pengiriman cenderung lama bs jd krn sy order akhir tahun ya jd kepotong banyak libur,produknya oke enggak usah ditanya lah ya kualitasnya tapi pengiriman cenderung lama bisa jadi karena saya order akhir tahun ya jadi kepotong banyak libur
244,bahannya ringan langsung nyerap ke kulit teksturnya agak kental tpi  yg berat gt,bahannya ringan langsung nyerap ke kulit teksturnya agak kental tapi  yang berat begitu
245,gampang terserap ringan no whitecast,gampang terserap ringan no whitecast
246,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat
247,sun screen azarine mah terbukti juara buat kulit berminyak,sun screen azarine mah terbukti juara buat kulit berminyak
248,suka banget sama liptint azarine yg warna ini karna bikin muka jadi keliatan fresh dan liptintnya wangi isinya juga banyakkk,suka banget sama liptint azarine yang warna ini karena bikin muka jadi kelihatan fresh dan liptintnya wangi isinya juga banyak
249,baru mau coba sunscreen ini semoga cocokk pengirimannya cepat dan aman,baru mau coba sunscreen ini semoga cocok pengirimannya cepat dan aman
250,kenapa ya ga baca pesanan saya saya pesen dua kok dateng satu,kenapa ya enggak baca pesanan saya saya pesan dua kok datang satu
251,packing tebal aman pengiriman cepat produk lebih murah dari di toko offline so far pake micellar ini sangat ringan cocok utk kulit sensitif meski utk mengangkat kotoran hrs dilakukan berulang tp gpp namanya jg murah xixi,packing tebal aman pengiriman cepat produk lebih murah dari di toko offline so far pakai micellar ini sangat ringan cocok untuk kulit sensitif meski untuk mengangkat kotoran harus dilakukan berulang tapi enggak apa-apa namanya juga murah xixi
252,tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku kerutan masalah kulitku pori besar semoga cocok krna pake produk azarine yg lain cocok aja sih,tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku kerutan masalah kulitku pori besar semoga cocok karena pakai produk azarine yang lain cocok saja sih
253,tipe kulitku kombinasi tipe kulitku sensitif pake ini kulit brasa lebih bersih aja komedo jga jdi gk gtu kliatan enakan deh cocok selalu pake produk azarine cuma aku gak tau yg bikin komedo ini sunscreennya atau bukan ya,tipe kulitku kombinasi tipe kulitku sensitif pakai ini kulit berasa lebih bersih saja komedo juga jadi enggak begitu kelihatan enakan deh cocok selalu pakai produk azarine cuma aku enggak tau yang bikin komedo ini sunscreennya atau bukan ya
254,barangnya sampai dengan selamat dan sesuai packagingnya free bubble akhirnya menemukan ss yg sesuai sama kulitku karena kulitku itu mudah berjerawat sensitif kering gampang dermatitis juga jadi bingung mau pilih physical atau chemical ss apalagi akhir akhir ini pakai salep setiap harinya salep keras dari dr jadi gimana ngga makin trust issue apalagi desas desus chemical ss kurang di anjurkan untuk pemilik kulit sensitif modal niat dan review fd apk akhirnya aku co akhirnya cocok ngga iritasi komedoan ataupun nambah jerawat dia benar benar bagus buat sensitive dry skin berasa lembap nya bakal nyetok sih apalagi kalau di tokped banyak diskon semoga konsisten terus buat azarine terimakasih,barangnya sampai dengan selamat dan sesuai packagingnya free bubble akhirnya menemukan ss yang sesuai sama kulitku karena kulitku itu mudah berjerawat sensitif kering gampang dermatitis juga jadi bingung mau pilih physical atau chemical ss apalagi akhir akhir ini pakai salep setiap harinya salep keras dari dari jadi bagaimana enggak makin trust issue apalagi desas desus chemical ss kurang di anjurkan untuk pemilik kulit sensitif modal niat dan review fd apk akhirnya aku checkout akhirnya cocok enggak iritasi komedoan ataupun menambah jerawat dia benar benar bagus buat sensitive dry skin berasa lembab nya bakal nyetok sih apalagi kalau di tokped banyak diskon semoga konsisten terus buat azarine terima kasih
255,pengiriman cepat dan packing sangat aman selalu beli sunscreennya karena emang cocok untuk moisturizernya baru coba terimakasih seller,pengiriman cepat dan packing sangat aman selalu beli sunscreennya karena memang cocok untuk moisturizernya baru coba terima kasih seller
256,mendarat dengan sempurnaaa,mendarat dengan sempurna
257,bagusss bangett sampai dengan selamatt,bagus banget sampai dengan selamat
258,tipe kulitku berminyak mudah an cocok seperti revieuw org seperti serum vit  retinolnya yg cocok dikulit saya klo cocok bakal repeat order lagi,tipe kulitku berminyak mudah an cocok seperti revieuw orang seperti serum vit  retinolnya yang cocok dikulit saya kalo cocok bakal repeat order lagi
259,sesuai klaimnya no whitecast pas pake sunscreen ini beneran ada rasa dinginnya di wajah gampang diaplikasiin bikin matte di wajah cocok pake sunscreen ini pertama kali coba lgsg klop jadi repurchase pengemasan pengiriman cepat aman,sesuai klaimnya no whitecast pas pakai sunscreen ini benaran ada rasa dinginnya di wajah gampang diaplikasiin bikin matte di wajah cocok pakai sunscreen ini pertama kali coba langsung klop jadi repurchase pengemasan pengiriman cepat aman
260,tipe kulit combination normal to oily beli toner ini buat bantu ngilangin kusam di wajah it works jadi repurchase selain bantu ngilangin kusam jg bikin kulit wajah jadi lembab dipake setelah micellar fw pengemasan pengiriman cepat aman,tipe kulit combination normal tapi oily beli toner ini buat bantu menghilangkan kusam di wajah itu works jadi repurchase selain bantu menghilangkan kusam juga bikin kulit wajah jadi lembab dipakai setelah micellar face wash pengemasan pengiriman cepat aman
261,ringan bgt dibibir lup lup dh bwt azarine,ringan banget dibibir lup lup dah buat azarine
262,saya beli sunscreen gel twin pack gel tapi yang di kirim cuma pcs harusnya kan saya dapat pcs saat di komplen juga pihak penjual malah meminta untuk di batalkan komplen dan akan di proses secara manual sedangkan saya merasa tidak percaya barang akan di kirim saya meminta barang di kirim dulu baru saya batalkan complen tp pihak penjual tidak mau dan sekarang barang yg kurang tidak di kirim dana juga tidak di kembalikan,saya beli sunscreen gel twin pack gel tapi yang di kirim cuma pcs harusnya kan saya dapat pcs saat di komplen juga pihak penjual malah meminta untuk di batalkan komplen dan akan di proses secara manual sedangkan saya merasa tidak percaya barang akan di kirim saya meminta barang di kirim dulu baru saya batalkan complen tapi pihak penjual tidak mau dan sekarang barang yang kurang tidak di kirim dana juga tidak di kembalikan
263,tipe kulitku berminyak barang original tp untuk bagian pengiriman nya agak lama,tipe kulitku berminyak barang original tapi untuk bagian pengiriman nya agak lama
264,tipe kulitku kombinasi cenderung kering di aku enak sih dicoba,tipe kulitku kombinasi cenderung kering di aku enak sih dicoba
265,liptint nya udah sampe dengan aman packaging warna nya lucuuu dan cakepp bangettt ada wangi nya jugaaa kebetulan lg ada voc diskon dri tokped jadi langsung beli,liptint nya sudah sampai dengan aman packaging warna nya lucu dan cakep banget ada wangi nya juga kebetulan lagi ada voc diskon dari tokped jadi langsung beli
266,teksturenya ringan cocok dengan kulitku,teksturenya ringan cocok dengan kulitku
267,tipe kulitku berminyak tipe kulitku normal tipe kulitku kombinasi,tipe kulitku berminyak tipe kulitku normal tipe kulitku kombinasi
268,tipe kulitku berminyak tipe kulitku kombinasi masalah kulitku pori besar masalah kulitku jerawat,tipe kulitku berminyak tipe kulitku kombinasi masalah kulitku pori besar masalah kulitku jerawat
269,belum dibuka kardusnya udah kecium wangi entah krn ini produk lain semua bagus tapi packing cukup disayangkan krn produk ga dikasih wrap seenggaknya lakban untuk mencegah kebocoran,belum dibuka kardusnya sudah kecium wangi entah karena ini produk lain semua bagus tapi packing cukup disayangkan karena produk enggak dikasih wrap seenggaknya lakban untuk mencegah kebocoran
270,belum dibuka kardusnya udah kecium wangi entah krn ini produk lain semua bagus tapi packing cukup disayangkan krn produk ga dikasih wrap seenggaknya lakban untuk mencegah kebocoran semoga pakai produk ini cocok,belum dibuka kardusnya sudah kecium wangi entah karena ini produk lain semua bagus tapi packing cukup disayangkan karena produk enggak dikasih wrap seenggaknya lakban untuk mencegah kebocoran semoga pakai produk ini cocok
271,udh pakai tube sunscreen ini sejauh ini oke aja buat kulit bejerawat,sudah pakai tube sunscreen ini sejauh ini oke saja buat kulit bejerawat
272,packaging oke cmn kardus agak sdkt bonyok aja tp brng aman karna pakai bubble warp bikin tangan  kaki lembap kalau dipakai pagi hari apalagi kerja diruang ber ac overall baguss,packaging oke cuman kardus agak sedikit bonyok saja tapi brng aman karena pakai bubble warp bikin tangan  kaki lembab kalau dipakai pagi hari apalagi kerja diruang ber ac overall bagus
273,tipe kulitku normal tipe kulitku berminyak masalah kulitku jerawat tipe kulitku sensitif tipe kulitku kering masalah kulitku kerutan masalah kulitku pori besar tipe kulitku kombinasi,tipe kulitku normal tipe kulitku berminyak masalah kulitku jerawat tipe kulitku sensitif tipe kulitku kering masalah kulitku kerutan masalah kulitku pori besar tipe kulitku kombinasi
274,fine sm produknya krna emg langganan produk azarine tp pengirimannya sgt bermasalah baru sampai setelah minggu dom jak sel,fine sama produknya karena memang langganan produk azarine tapi pengirimannya sangat bermasalah baru sampai setelah minggu dom jak sel
275,masalah kulitku pori besar masalah kulitku kerutan tipe kulitku sensitif,masalah kulitku pori besar masalah kulitku kerutan tipe kulitku sensitif
276,micellarnya bagus gabikin perih juga pas dipake,micellarnya bagus gabikin perih juga pas dipakai
277,sunscreennya bagus ga lengket juga dan cocok bgtt untuk kulit berjerawat,sunscreennya bagus enggak lengket juga dan cocok banget untuk kulit berjerawat
278,kualitas oke sesuai dngn foto di produk,kualitas oke sesuai dngn foto di produk
279,kualitas bagus tekstur gel mumpung dpt harga fs cb beli deh pengemasannya menggunakan kardus diisolasi exp,kualitas bagus tekstur gel mumpung dapat harga flash sale coba beli deh pengemasannya menggunakan kardus diisolasi exp
280,produk original variasi sesuai pesanan expired date msh lama warnanya cantik banget stainnya juara thank you,produk original variasi sesuai pesanan expired date masih lama warnanya cantik banget stainnya juara thank you
281,tipe kulitku berminyak aman dan nyaman untuk kulit yang berminyak cocok aja beli di official store dijamin asli,tipe kulitku berminyak aman dan nyaman untuk kulit yang berminyak cocok saja beli di official store dijamin asli
282,pengiriman sangat cepat baru coba azarine semoga cocok,pengiriman sangat cepat baru coba azarine semoga cocok
283,tipe kulitku kombinasi setelah pakai ss ini hampir seminggu yang aku rasakan tuh sering gatel diarea hidung dan alis gatelnya tuh yang kayak perih mungkin kalo kulit lagi sensi ga bakal aku pake teksturnya cream tapi cepet ngebland dan ga bikin white cast yang abu abu gitu dikulit medium poinnya dari aku mah,tipe kulitku kombinasi setelah pakai ss ini hampir seminggu yang aku rasakan tuh sering gatel diarea hidung dan alis gatelnya tuh yang kayak perih mungkin kalo kulit lagi sensi enggak bakal aku pakai teksturnya cream tapi cepat ngebland dan enggak bikin white cast yang abu abu begitu dikulit medium poinnya dari aku mah
284,tipe kulitku berminyak dan masalah kulitku lebih sering bruntusan sejauh ini pake moist yang ini nyaman dan cocok terima kasih,tipe kulitku berminyak dan masalah kulitku lebih sering bruntusan sejauh ini pakai moist yang ini nyaman dan cocok terima kasih
285,barang telah sampai di tempat dengan aman sesuai pesanan meski belum dicoba mudahan sesuai dengan kebutuhan,barang telah sampai di tempat dengan aman sesuai pesanan meski belum dicoba mudahan sesuai dengan kebutuhan
286,pengiriman cepet bgt packing aman,pengiriman cepat banget packing aman
287,cucoookkkk bangett,cocok banget
288,bagus untuk kulit berminyak dan harga murah,bagus untuk kulit berminyak dan harga murah
289,kecepatan pengiriman baik produk aman dan exp masih terima kasih tipe kulitku normal,kecepatan pengiriman baik produk aman dan exp masih terima kasih tipe kulitku normal
290,beli yg dikirim lupa ambil video unboxing jadi gabisa claim,beli yang dikirim lupa ambil video unboxing jadi enggak bisa claim
291,sll the best  cocok  wajahku lov azarine buktikan aja sndr wokey sll langganan beli  sini pelayanan nya the best besttttttt dah,selalu the best  cocok  wajahku love azarine buktikan saja sendiri wokey selalu langganan beli  sini pelayanan nya the best best deh
292,tipe kulitku kombinasi tipe kulitku sensitif,tipe kulitku kombinasi tipe kulitku sensitif
293,realpict sukses selalu seller,realpict sukses selalu seller
294,semoga cocok,semoga cocok
295,mantap,mantap
296,nyaman belanja di sini krn official store jadi pasti ori dan exp date masih lama seller fast respond pengiriman cepet packing rapi dan aman recommended seller terimakasih,nyaman belanja di sini karena official store jadi pasti orisinal dan exp date masih lama seller fast respond pengiriman cepat packing rapi dan aman recommended seller terima kasih
297,beli twin pack yang dikirim cuma,beli twin pack yang dikirim cuma
298,smuaa ok cuma ky nya kulitku yg ga cocok sm sunscreennya ngerasa lengket bgt makenya so sorry,semua ok cuma kaya nya kulitku yang enggak cocok sama sunscreennya merasa lengket banget makenya so sorry
299,wangi nya enak semoga cocok,wangi nya enak semoga cocok
300,halus bgt rambutku pakai ini dan mudah dibilasnya semoga rambut  rontok lagi,halus banget rambutku pakai ini dan mudah dibilasnya semoga rambut  rontok lagi
301,semoga cocok baru mau nyoba,semoga cocok baru mau mencoba
302,semoga cocok dg kulitku,semoga cocok dengan kulitku
303,tipe kulitku normal semoga cocok,tipe kulitku normal semoga cocok
304,tipe kulitku normal semoga cocok udah dipakai ringan dan meresap,tipe kulitku normal semoga cocok sudah dipakai ringan dan meresap
305,masih belum coba moga aja cocok,masih belum coba moga saja cocok
306,alhamdulillah masyaallah bangeeet nemu azarine karna ini produk beneran secocok itu sama semua produk azarine masyaallah tipe kulitku berminyak tipe kulitku sensitif tipe kulitku kombinasi,alhamdulillah masyaallah banget nemu azarine karena ini produk benaran secocok itu sama semua produk azarine masyaallah tipe kulitku berminyak tipe kulitku sensitif tipe kulitku kombinasi
307,enak banget dipakek gak bikin kering bibir pengiriman cepat keamanan barang dijamin pokoknya rekomen banget deh,enak banget dipakek enggak bikin kering bibir pengiriman cepat keamanan barang dijamin pokoknya rekomen banget deh
308,cocok buat kulit ane yg oily dan bisa hempaskan jerawat,cocok buat kulit ane yang oily dan bisa hempaskan jerawat
309,baru pertama coba semoga cocok pengemasan cepat dan aman pengiriman cepat,baru pertama coba semoga cocok pengemasan cepat dan aman pengiriman cepat
310,produk bagus cepat menyerap pengemasan cepat dan aman pengiriman cepat,produk bagus cepat menyerap pengemasan cepat dan aman pengiriman cepat
311,terbaik emang azarine official store,terbaik memang azarine official store
312,order twinoack yang dateng satu doang dikomplain tetep gabisa ada solusinya bikin kapok,order twinoack yang datang satu doang dikomplain tetap enggak bisa ada solusinya bikin kapok
313,bahan ringan smg cocok,bahan ringan semoga cocok
314,tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif
315,tipe kulitku normal tipe kulitku kering packingnya safety banget dtgnya cepet udh jar ke jd udh nyaman aja recomended,tipe kulitku normal tipe kulitku kering packingnya safety banget dtgnya cepat sudah jar ke jadi sudah nyaman saja recomended
316,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku sensitif under tone kulitku warm tipe kulitku kombinasi under tone kulitku netral under tone kulitku cool,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku sensitif under tone kulitku warm tipe kulitku kombinasi under tone kulitku netral under tone kulitku cool
317,murah banget btw ini dikirim buat ade ya jadi gak ada fotonya makasih,murah banget btw ini dikirim buat adek ya jadi enggak ada fotonya terima kasih
318,masalah kulitku pori besar tipe kulitku kombinasi tipe kulitku normal,masalah kulitku pori besar tipe kulitku kombinasi tipe kulitku normal
319,tipe kulitku kering lumayan enak ga terlalu berat diwajah setelah make moist terus ada efek tone up nya juga omagaa untuk efek mencerahkan nya pas rutin pemakaian yaa,tipe kulitku kering lumayan enak enggak terlalu berat diwajah setelah memakai moist terus ada efek tone up nya juga omagaa untuk efek mencerahkan nya pas rutin pemakaian ya
320,sesuai deskripsi,sesuai deskripsi
321,tipe kulitku berminyak masalah kulitku pori besar masalah kulitku jerawat,tipe kulitku berminyak masalah kulitku pori besar masalah kulitku jerawat
322,yaeaayy dpt harga murmer,yaeaayy dapat harga murah meriah
323,makasih banyak cocok banget sabunnya gabikin kering tapi bersihh packing aman dan sampai selamat thanks azarine,terima kasih banyak cocok banget sabunnya gabikin kering tapi bersihh packing aman dan sampai selamat thanks azarine
324,baru pertama coba dan udah dipake beberapa hari sunscreennya bagus banget cocok buat acne face kuu ga lengket sama sekali,baru pertama coba dan sudah dipakai beberapa hari sunscreennya bagus banget cocok buat acne face ku enggak lengket sama sekali
325,love banget makasih azarine tadinya beli karena dapet pc tapi ternyata emang bagus banget velvety lippie cream nyaa dan walau ga cocok warm tone ini bagus banget di akuu,love banget terima kasih azarine tadinya beli karena dapat pc tapi ternyata memang bagus banget velvety lippie cream nya dan walau enggak cocok warm tone ini bagus banget di aku
326,pertama kali coba elum tau si,pertama kali coba elum tau sih
327,seperti sunscreen pada umunya si,seperti sunscreen pada umunya sih
328,tipe kulitku normal masalah kulitku pori besar,tipe kulitku normal masalah kulitku pori besar
329,cocok untuk tipe kulit kombinasi,cocok untuk tipe kulit kombinasi
330,cocok  kulit ku yang berminyak dh beli yang kesekian kalinya ini pas banget lagi diskon gede jd gasss deh co,cocok  kulit ku yang berminyak dah beli yang kesekian kalinya ini pas banget lagi diskon gede jadi gas deh checkout
331,tdk bikin kering tp  bkn lbh lembab jg mksdny  ky pk lipbalm warnany jd agak pink orange  bibir bibir atas yg gelap  begitu ketutup sih tp ada warna pinkny pengiriman cepat dan bentuknya lucu ukuran pas utk dbawa  tas,tidak bikin kering tapi  bukan lebih lembab juga maksudnya  kaya pakai lipbalm warnanya jadi agak pink orange  bibir bibir atas yang gelap  begitu ketutup sih tapi ada warna pinkny pengiriman cepat dan bentuknya lucu ukuran pas untuk dibawa  tas
332,belum dicoba semoga cocok untuk kulit saya yg sudah berumur an,belum dicoba semoga cocok untuk kulit saya yang sudah berumur an
333,gak sebesar yang di gambar ya kecil banget isi nya kayak ml ,enggak sebesar yang di gambar ya kecil banget isi nya kayak ml 
334,andalan banget perlindungan utama nih,andalan banget perlindungan utama nih
335,pokoknya puas nyampe cepet banget gila,pokoknya puas sampai cepat banget gila
336,semoga cocok dan dapat harga lumayan lah kalau suka beli lagi,semoga cocok dan dapat harga lumayan lah kalau suka beli lagi
337,barang sesuai pesanan,barang sesuai pesanan
338,barang sesuai pesanan packing aman trimakasih,barang sesuai pesanan packing aman terima kasih
339,baru nyoba belum bisa berkomentar,baru mencoba belum bisa berkomentar
340,cocok untuk yg normal to oily jd  gampang berminyak tp tetep yg juara yg spf nya,cocok untuk yang normal tapi oily jadi  gampang berminyak tapi tetap yang juara yang spf nya
341,cocok untuk yg normal to oily jd  gampang berminyak,cocok untuk yang normal tapi oily jadi  gampang berminyak
342,baguss ga abu,bagus enggak abu
343,bgs,bagus
344,barang yang di kirim kurang pcs,barang yang di kirim kurang pcs
345,bagus,bagus
346,barang yang dibeli tp cuma dikirim ga bs komplain krn ga ada video unboxing so hati guys,barang yang dibeli tapi cuma dikirim enggak bisa komplain karena enggak ada video unboxing so hati guys
347,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar tipe kulitku kombinasi,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar tipe kulitku kombinasi
348,tipe kulitku berminyak alhamdulillah cocok dikulit next repeat order sering promo ya min,tipe kulitku berminyak alhamdulillah cocok dikulit next repeat order sering promo ya min
349,kmrn bli twinpack dan dikrm hy pc tp uda dikrm kekurangannya olh azarine tq,kemarin beli twinpack dan dikirim hai pc tapi sudah dikirim kekurangannya oleh azarine terima kasih
350,paket sudah sampai packing aman tekstur cair mudah di blend dan cepat meresap,paket sudah sampai packing aman tekstur cair mudah di blend dan cepat meresap
351,lumayan cocok buat kulitku yg sering jerawatan di bagian  zone,lumayan cocok buat kulitku yang sering jerawatan di bagian  zone
352,alhamdulikah udha dateng cocok jdi repurchase lgi lngsung beli buat atok tipe kulitku kombinasi,alhamdulikah sudah datang cocok jadi repurchase lagi langsung beli buat atok tipe kulitku kombinasi
