,Review,Review_norm,review_tokens,review_tokens_SR,review_tokens_stemmed
0,barang sampai di saya plastik seal nya udh rusak hanya dikasi seal tape bening biar tutup gk kebuka maaf ya saya disni beli looo bayar loo bukan dapat barang gratisan tolong lebih diperhatikan quality control nya,barang sampai di saya plastik seal nya sudah rusak hanya dikasih seal tape bening biar tutup enggak kebuka maaf ya saya disini beli loh bayar lo bukan dapat barang gratisan tolong lebih diperhatikan quality control nya,"['barang', 'sampai', 'di', 'saya', 'plastik', 'seal', 'nya', 'sudah', 'rusak', 'hanya', 'dikasih', 'seal', 'tape', 'bening', 'biar', 'tutup', 'enggak', 'kebuka', 'maaf', 'ya', 'saya', 'disini', 'beli', 'loh', 'bayar', 'lo', 'bukan', 'dapat', 'barang', 'gratisan', 'tolong', 'lebih', 'diperhatikan', 'quality', 'control', 'nya']","['barang', 'plastik', 'seal', 'nya', 'rusak', 'dikasih', 'seal', 'tape', 'bening', 'biar', 'tutup', 'kebuka', 'maaf', 'ya', 'beli', 'loh', 'bayar', 'lo', 'barang', 'gratisan', 'tolong', 'diperhatikan', 'quality', 'control', 'nya']","['barang', 'plastik', 'seal', 'nya', 'rusak', 'kasih', 'seal', 'tape', 'bening', 'biar', 'tutup', 'buka', 'maaf', 'ya', 'beli', 'loh', 'bayar', 'lo', 'barang', 'gratis', 'tolong', 'perhati', 'quality', 'control', 'nya']"
1,bau nya ko beda ya bikin mual aneh aja ngga kyk biasanya padahal aku udh repurchase fash wash skingame dari tahun kaget banget sih sumpah,bau nya kok beda ya bikin mual aneh saja enggak kayak biasanya padahal aku sudah repurchase fash wash skingame dari tahun kaget banget sih sumpah,"['bau', 'nya', 'kok', 'beda', 'ya', 'bikin', 'mual', 'aneh', 'saja', 'enggak', 'kayak', 'biasanya', 'padahal', 'aku', 'sudah', 'repurchase', 'fash', 'wash', 'skingame', 'dari', 'tahun', 'kaget', 'banget', 'sih', 'sumpah']","['bau', 'nya', 'beda', 'ya', 'bikin', 'mual', 'aneh', 'kayak', 'repurchase', 'fash', 'wash', 'skingame', 'kaget', 'banget', 'sih', 'sumpah']","['bau', 'nya', 'beda', 'ya', 'bikin', 'mual', 'aneh', 'kayak', 'repurchase', 'fash', 'wash', 'skingame', 'kaget', 'banget', 'sih', 'sumpah']"
2,no review found,no review found,"['no', 'review', 'found']","['no', 'review', 'found']","['no', 'review', 'found']"
3,tutup botol mampet,tutup botol mampet,"['tutup', 'botol', 'mampet']","['tutup', 'botol', 'mampet']","['tutup', 'botol', 'mampet']"
4,pump macet,pump macet,"['pump', 'macet']","['pump', 'macet']","['pump', 'macet']"
5,malah jadi breakout pdhl baru sekali pake,malah jadi breakout padahal baru sekali pakai,"['malah', 'jadi', 'breakout', 'padahal', 'baru', 'sekali', 'pakai']","['breakout', 'pakai']","['breakout', 'pakai']"
6,selangnya sependek apa sih sampe dia ilang kebawah wtf annoying bgt pakenya gmn coba udah aku cari tp gak ada selangnya pake tube ajalah kalo pake packaging kaya gini bermasalah mulu sayang bgt padahal formulanya sebagus itu tapi kalo packagingnya begini sihhh big no deh,selangnya sependek apa sih sampai dia hilang kebawah wtf annoying banget pakenya bagaimana coba sudah aku cari tapi enggak ada selangnya pakai tube ajalah kalo pakai packaging kayak begini bermasalah mulu sayang banget padahal formulanya sebagus itu tapi kalo packagingnya begini sih big no deh,"['selangnya', 'sependek', 'apa', 'sih', 'sampai', 'dia', 'hilang', 'kebawah', 'wtf', 'annoying', 'banget', 'pakenya', 'bagaimana', 'coba', 'sudah', 'aku', 'cari', 'tapi', 'enggak', 'ada', 'selangnya', 'pakai', 'tube', 'ajalah', 'kalo', 'pakai', 'packaging', 'kayak', 'begini', 'bermasalah', 'mulu', 'sayang', 'banget', 'padahal', 'formulanya', 'sebagus', 'itu', 'tapi', 'kalo', 'packagingnya', 'begini', 'sih', 'big', 'no', 'deh']","['selangnya', 'sependek', 'sih', 'hilang', 'kebawah', 'wtf', 'annoying', 'banget', 'pakenya', 'coba', 'cari', 'selangnya', 'pakai', 'tube', 'ajalah', 'kalo', 'pakai', 'packaging', 'kayak', 'bermasalah', 'mulu', 'sayang', 'banget', 'formulanya', 'sebagus', 'kalo', 'packagingnya', 'sih', 'big', 'no', 'deh']","['selang', 'pendek', 'sih', 'hilang', 'bawah', 'wtf', 'annoying', 'banget', 'pakenya', 'coba', 'cari', 'selang', 'pakai', 'tube', 'aja', 'kalo', 'pakai', 'packaging', 'kayak', 'masalah', 'mulu', 'sayang', 'banget', 'formula', 'bagus', 'kalo', 'packagingnya', 'sih', 'big', 'no', 'deh']"
7,ini parah banget seller dan pengiriman kurir udah lama banget kirimnya plus waktu sampai dibuka paketnya rusak gajelas ini seller tidak professional dan tidak niat jualan sama sekali meskipun official store tolong hargai customer dengan dapat membungkus paket dengan baik dan benar,ini parah banget seller dan pengiriman kurir sudah lama banget kirimnya plus waktu sampai dibuka paketnya rusak enggak jelas ini seller tidak professional dan tidak niat jualan sama sekali meskipun official store tolong hargai customer dengan dapat membungkus paket dengan baik dan benar,"['ini', 'parah', 'banget', 'seller', 'dan', 'pengiriman', 'kurir', 'sudah', 'lama', 'banget', 'kirimnya', 'plus', 'waktu', 'sampai', 'dibuka', 'paketnya', 'rusak', 'enggak', 'jelas', 'ini', 'seller', 'tidak', 'professional', 'dan', 'tidak', 'niat', 'jualan', 'sama', 'sekali', 'meskipun', 'official', 'store', 'tolong', 'hargai', 'customer', 'dengan', 'dapat', 'membungkus', 'paket', 'dengan', 'baik', 'dan', 'benar']","['parah', 'banget', 'seller', 'pengiriman', 'kurir', 'banget', 'kirimnya', 'plus', 'dibuka', 'paketnya', 'rusak', 'seller', 'professional', 'niat', 'jualan', 'official', 'store', 'tolong', 'hargai', 'customer', 'membungkus', 'paket']","['parah', 'banget', 'seller', 'kirim', 'kurir', 'banget', 'kirim', 'plus', 'buka', 'paket', 'rusak', 'seller', 'professional', 'niat', 'jual', 'official', 'store', 'tolong', 'harga', 'customer', 'bungkus', 'paket']"
8,untuk packaging suka bangettt dan pengeriman juga cepat cuman sorry bgt kykny memang ga cocok di aku kyk lgsg jerawatan besar gitu,untuk packaging suka banget dan pengeriman juga cepat cuman sorry banget kykny memang enggak cocok di aku kayak langsung jerawatan besar begitu,"['untuk', 'packaging', 'suka', 'banget', 'dan', 'pengeriman', 'juga', 'cepat', 'cuman', 'sorry', 'banget', 'kykny', 'memang', 'enggak', 'cocok', 'di', 'aku', 'kayak', 'langsung', 'jerawatan', 'besar', 'begitu']","['packaging', 'suka', 'banget', 'pengeriman', 'cepat', 'cuman', 'sorry', 'banget', 'kykny', 'cocok', 'kayak', 'langsung', 'jerawatan']","['packaging', 'suka', 'banget', 'rim', 'cepat', 'cuman', 'sorry', 'banget', 'kykny', 'cocok', 'kayak', 'langsung', 'jerawat']"
9,warnanya kuning kiri padahal baru dibuka punya saya sudah pemakaian bulan kanan masih bening,warnanya kuning kiri padahal baru dibuka punya saya sudah pemakaian bulan kanan masih bening,"['warnanya', 'kuning', 'kiri', 'padahal', 'baru', 'dibuka', 'punya', 'saya', 'sudah', 'pemakaian', 'bulan', 'kanan', 'masih', 'bening']","['warnanya', 'kuning', 'kiri', 'dibuka', 'pemakaian', 'kanan', 'bening']","['warna', 'kuning', 'kiri', 'buka', 'pakai', 'kanan', 'bening']"
10,bener jadi geprek gak pake bubble wrap sama sekali hancur semua,benar jadi geprek enggak pakai bubble wrap sama sekali hancur semua,"['benar', 'jadi', 'geprek', 'enggak', 'pakai', 'bubble', 'wrap', 'sama', 'sekali', 'hancur', 'semua']","['geprek', 'pakai', 'bubble', 'wrap', 'hancur']","['geprek', 'pakai', 'bubble', 'wrap', 'hancur']"
11,bikin bibir sangat kering mending pake vaselin,bikin bibir sangat kering mending pakai vaselin,"['bikin', 'bibir', 'sangat', 'kering', 'mending', 'pakai', 'vaselin']","['bikin', 'bibir', 'kering', 'mending', 'pakai', 'vaselin']","['bikin', 'bibir', 'kering', 'mending', 'pakai', 'vaselin']"
12,review singkat kurang ergonomis dan kurang fungsional sulit dibersihin,review singkat kurang ergonomis dan kurang fungsional sulit dibersihin,"['review', 'singkat', 'kurang', 'ergonomis', 'dan', 'kurang', 'fungsional', 'sulit', 'dibersihin']","['review', 'singkat', 'ergonomis', 'fungsional', 'sulit', 'dibersihin']","['review', 'singkat', 'ergonomis', 'fungsional', 'sulit', 'dibersihin']"
13,packing nya mengecewakan sekali kardus tidak di tape tidak ada plastik apapun hanya dibiarkan terbuka siapapun bisa membukanya dengan mudah dan lagi bubble wrap nya hanya selapis sangat mengecewakan padahal saya berbelanja di toko official,packing nya mengecewakan sekali kardus tidak di tape tidak ada plastik apapun hanya dibiarkan terbuka siapapun bisa membukanya dengan mudah dan lagi bubble wrap nya hanya selapis sangat mengecewakan padahal saya berbelanja di toko official,"['packing', 'nya', 'mengecewakan', 'sekali', 'kardus', 'tidak', 'di', 'tape', 'tidak', 'ada', 'plastik', 'apapun', 'hanya', 'dibiarkan', 'terbuka', 'siapapun', 'bisa', 'membukanya', 'dengan', 'mudah', 'dan', 'lagi', 'bubble', 'wrap', 'nya', 'hanya', 'selapis', 'sangat', 'mengecewakan', 'padahal', 'saya', 'berbelanja', 'di', 'toko', 'official']","['packing', 'nya', 'mengecewakan', 'kardus', 'tape', 'plastik', 'apapun', 'dibiarkan', 'terbuka', 'membukanya', 'mudah', 'bubble', 'wrap', 'nya', 'selapis', 'mengecewakan', 'berbelanja', 'toko', 'official']","['packing', 'nya', 'kecewa', 'kardus', 'tape', 'plastik', 'apa', 'biar', 'buka', 'buka', 'mudah', 'bubble', 'wrap', 'nya', 'selap', 'kecewa', 'belanja', 'toko', 'official']"
14,datang dalam keadaan rembes cairan berkurang ml diperkuat sealernya ya,datang dalam keadaan rembes cairan berkurang ml diperkuat sealernya ya,"['datang', 'dalam', 'keadaan', 'rembes', 'cairan', 'berkurang', 'ml', 'diperkuat', 'sealernya', 'ya']","['rembes', 'cairan', 'berkurang', 'ml', 'diperkuat', 'sealernya', 'ya']","['rembes', 'cair', 'kurang', 'ml', 'kuat', 'sealernya', 'ya']"
15,kalo ga dichat pesanan engga di konfirm kalo engga di chat barang pasti ga dianter paket tiba diluar estimasi sampai dng kurir next day padahal lgi butuh cepat,kalo enggak dichat pesanan enggak di konfirmasi kalo enggak di chat barang pasti enggak diantar paket tiba diluar estimasi sampai dengan kurir next day padahal lagi butuh cepat,"['kalo', 'enggak', 'dichat', 'pesanan', 'enggak', 'di', 'konfirmasi', 'kalo', 'enggak', 'di', 'chat', 'barang', 'pasti', 'enggak', 'diantar', 'paket', 'tiba', 'diluar', 'estimasi', 'sampai', 'dengan', 'kurir', 'next', 'day', 'padahal', 'lagi', 'butuh', 'cepat']","['kalo', 'dichat', 'pesanan', 'konfirmasi', 'kalo', 'chat', 'barang', 'diantar', 'paket', 'diluar', 'estimasi', 'kurir', 'next', 'day', 'butuh', 'cepat']","['kalo', 'dichat', 'pesan', 'konfirmasi', 'kalo', 'chat', 'barang', 'antar', 'paket', 'luar', 'estimasi', 'kurir', 'next', 'day', 'butuh', 'cepat']"
16,pake yg kecil cocok tp pas coba yg ini ga cocok jerawat ga ilang malah mendem jadi benjolan gosong tp ga ilang lama banget keluar enggak ilang jg enggak trus nimbulin jerawat ditempat lain dikulit yg mulus aja sebel bgt,pakai yang kecil cocok tapi pas coba yang ini enggak cocok jerawat enggak hilang malah mendem jadi benjolan gosong tapi enggak hilang lama banget keluar enggak hilang juga enggak terus nimbulin jerawat ditempat lain dikulit yang mulus saja sebel banget,"['pakai', 'yang', 'kecil', 'cocok', 'tapi', 'pas', 'coba', 'yang', 'ini', 'enggak', 'cocok', 'jerawat', 'enggak', 'hilang', 'malah', 'mendem', 'jadi', 'benjolan', 'gosong', 'tapi', 'enggak', 'hilang', 'lama', 'banget', 'keluar', 'enggak', 'hilang', 'juga', 'enggak', 'terus', 'nimbulin', 'jerawat', 'ditempat', 'lain', 'dikulit', 'yang', 'mulus', 'saja', 'sebel', 'banget']","['pakai', 'cocok', 'pas', 'coba', 'cocok', 'jerawat', 'hilang', 'mendem', 'benjolan', 'gosong', 'hilang', 'banget', 'hilang', 'nimbulin', 'jerawat', 'ditempat', 'dikulit', 'mulus', 'sebel', 'banget']","['pakai', 'cocok', 'pas', 'coba', 'cocok', 'jerawat', 'hilang', 'mendem', 'benjol', 'gosong', 'hilang', 'banget', 'hilang', 'nimbulin', 'jerawat', 'tempat', 'kulit', 'mulus', 'sebel', 'banget']"
17,malah bikin tambah banyak jerawat,malah bikin tambah banyak jerawat,"['malah', 'bikin', 'tambah', 'banyak', 'jerawat']","['bikin', 'jerawat']","['bikin', 'jerawat']"
18,barang bagus tapi pelayanan sellernya kurang bagus udah komplain hari senin rabu kok barang di pick up enggak di ambil ternyata lupa di kasihin ke kurir jawabannya berteletele,barang bagus tapi pelayanan sellernya kurang bagus sudah komplain hari senin rabu kok barang di pick up enggak di ambil ternyata lupa di kasihin ke kurir jawabannya berteletele,"['barang', 'bagus', 'tapi', 'pelayanan', 'sellernya', 'kurang', 'bagus', 'sudah', 'komplain', 'hari', 'senin', 'rabu', 'kok', 'barang', 'di', 'pick', 'up', 'enggak', 'di', 'ambil', 'ternyata', 'lupa', 'di', 'kasihin', 'ke', 'kurir', 'jawabannya', 'berteletele']","['barang', 'bagus', 'pelayanan', 'sellernya', 'bagus', 'komplain', 'senin', 'rabu', 'barang', 'pick', 'up', 'ambil', 'lupa', 'kasihin', 'kurir', 'jawabannya', 'berteletele']","['barang', 'bagus', 'layan', 'sellernya', 'bagus', 'komplain', 'senin', 'rabu', 'barang', 'pick', 'up', 'ambil', 'lupa', 'kasihin', 'kurir', 'jawab', 'berteletele']"
19,belum bulan udah oksidasi warnanya jadi kuning,belum bulan sudah oksidasi warnanya jadi kuning,"['belum', 'bulan', 'sudah', 'oksidasi', 'warnanya', 'jadi', 'kuning']","['oksidasi', 'warnanya', 'kuning']","['oksidasi', 'warna', 'kuning']"
20,packingnya kurang aman untuk benda cair produknya tumpah karena kemasan essence nya tidak transparant jdi tidak tau tumpahnya seberapa,packingnya kurang aman untuk benda cair produknya tumpah karena kemasan essence nya tidak transparant jadi tidak tau tumpahnya seberapa,"['packingnya', 'kurang', 'aman', 'untuk', 'benda', 'cair', 'produknya', 'tumpah', 'karena', 'kemasan', 'essence', 'nya', 'tidak', 'transparant', 'jadi', 'tidak', 'tau', 'tumpahnya', 'seberapa']","['packingnya', 'aman', 'benda', 'cair', 'produknya', 'tumpah', 'kemasan', 'essence', 'nya', 'transparant', 'tau', 'tumpahnya']","['packingnya', 'aman', 'benda', 'cair', 'produk', 'tumpah', 'kemas', 'essence', 'nya', 'transparant', 'tau', 'tumpah']"
21,kalo utk packaging ok bgt ya rapi but fungsionalitas dari yang pore armour abis dibilas jadi putih kaya gini pas nyoba ke sodara aku terus dia ga ngilangin komedo samsek kalo yang acne warrior jg ga ngefek sih di wajahku kempes ngga kering ngga bikin mateng jg ngga even setelah hari pemakaian,kalo untuk packaging ok banget ya rapi but fungsionalitas dari yang pore armour habis dibilas jadi putih kayak begini pas mencoba ke sodara aku terus dia enggak menghilangkan komedo sama sekali kalo yang acne warrior juga enggak ngefek sih di wajahku kempes enggak kering enggak bikin mateng juga enggak even setelah hari pemakaian,"['kalo', 'untuk', 'packaging', 'ok', 'banget', 'ya', 'rapi', 'but', 'fungsionalitas', 'dari', 'yang', 'pore', 'armour', 'habis', 'dibilas', 'jadi', 'putih', 'kayak', 'begini', 'pas', 'mencoba', 'ke', 'sodara', 'aku', 'terus', 'dia', 'enggak', 'menghilangkan', 'komedo', 'sama', 'sekali', 'kalo', 'yang', 'acne', 'warrior', 'juga', 'enggak', 'ngefek', 'sih', 'di', 'wajahku', 'kempes', 'enggak', 'kering', 'enggak', 'bikin', 'mateng', 'juga', 'enggak', 'even', 'setelah', 'hari', 'pemakaian']","['kalo', 'packaging', 'ok', 'banget', 'ya', 'rapi', 'but', 'fungsionalitas', 'pore', 'armour', 'habis', 'dibilas', 'putih', 'kayak', 'pas', 'mencoba', 'sodara', 'menghilangkan', 'komedo', 'kalo', 'acne', 'warrior', 'ngefek', 'sih', 'wajahku', 'kempes', 'kering', 'bikin', 'mateng', 'even', 'pemakaian']","['kalo', 'packaging', 'ok', 'banget', 'ya', 'rapi', 'but', 'fungsionalitas', 'pore', 'armour', 'habis', 'bilas', 'putih', 'kayak', 'pas', 'coba', 'sodara', 'hilang', 'komedo', 'kalo', 'acne', 'warrior', 'ngefek', 'sih', 'wajah', 'kempes', 'kering', 'bikin', 'mateng', 'even', 'pakai']"
22,ga ngaruh apa apa,enggak ngaruh apa apa,"['enggak', 'ngaruh', 'apa', 'apa']",['ngaruh'],['ngaruh']
23,produk kurang cocok,produk kurang cocok,"['produk', 'kurang', 'cocok']","['produk', 'cocok']","['produk', 'cocok']"
24,susah diblend lama malah jadi peeling aneh banget susah nyerep juga,susah diblend lama malah jadi peeling aneh banget susah nyerep juga,"['susah', 'diblend', 'lama', 'malah', 'jadi', 'peeling', 'aneh', 'banget', 'susah', 'nyerep', 'juga']","['susah', 'diblend', 'peeling', 'aneh', 'banget', 'susah', 'nyerep']","['susah', 'diblend', 'peeling', 'aneh', 'banget', 'susah', 'nyerep']"
25,barang sesuai deskripsi isi paket aman cuma ternyata ini whitecast bikin muka jadi belang abu abu dempul banget kalau dipakai dosis anjuran sunscreen sendok teh memang ga lengket cuma bikin muka jadi kerasa kering ketarik kesat terus jadi gatal malahan kalau kena keringat langsung luntur kacau whitecastnya patchy dimana mana,barang sesuai deskripsi isi paket aman cuma ternyata ini whitecast bikin muka jadi belang abu abu dempul banget kalau dipakai dosis anjuran sunscreen sendok teh memang enggak lengket cuma bikin muka jadi kerasa kering tertarik kesat terus jadi gatal malahan kalau kena keringat langsung luntur kacau whitecastnya patchy dimana mana,"['barang', 'sesuai', 'deskripsi', 'isi', 'paket', 'aman', 'cuma', 'ternyata', 'ini', 'whitecast', 'bikin', 'muka', 'jadi', 'belang', 'abu', 'abu', 'dempul', 'banget', 'kalau', 'dipakai', 'dosis', 'anjuran', 'sunscreen', 'sendok', 'teh', 'memang', 'enggak', 'lengket', 'cuma', 'bikin', 'muka', 'jadi', 'kerasa', 'kering', 'tertarik', 'kesat', 'terus', 'jadi', 'gatal', 'malahan', 'kalau', 'kena', 'keringat', 'langsung', 'luntur', 'kacau', 'whitecastnya', 'patchy', 'dimana', 'mana']","['barang', 'sesuai', 'deskripsi', 'isi', 'paket', 'aman', 'whitecast', 'bikin', 'muka', 'belang', 'abu', 'abu', 'dempul', 'banget', 'dipakai', 'dosis', 'anjuran', 'sunscreen', 'sendok', 'teh', 'lengket', 'bikin', 'muka', 'kerasa', 'kering', 'tertarik', 'kesat', 'gatal', 'kena', 'keringat', 'langsung', 'luntur', 'kacau', 'whitecastnya', 'patchy', 'dimana']","['barang', 'sesuai', 'deskripsi', 'isi', 'paket', 'aman', 'whitecast', 'bikin', 'muka', 'belang', 'abu', 'abu', 'dempul', 'banget', 'pakai', 'dosis', 'anjur', 'sunscreen', 'sendok', 'teh', 'lengket', 'bikin', 'muka', 'rasa', 'kering', 'tarik', 'kesat', 'gatal', 'kena', 'keringat', 'langsung', 'luntur', 'kacau', 'whitecastnya', 'patchy', 'mana']"
26,isinya pink hero  sama aja kya beli harga normal mana penyok,isinya pink hero  sama saja kaya beli harga normal mana penyok,"['isinya', 'pink', 'hero', 'sama', 'saja', 'kaya', 'beli', 'harga', 'normal', 'mana', 'penyok']","['isinya', 'pink', 'hero', 'kaya', 'beli', 'harga', 'normal', 'penyok']","['isi', 'pink', 'hero', 'kaya', 'beli', 'harga', 'normal', 'penyok']"
27,maaf banget tp ini susah banget diratainnya dan whitecast parah bikin kulit jadi kering banget,maaf banget tapi ini susah banget diratainnya dan whitecast parah bikin kulit jadi kering banget,"['maaf', 'banget', 'tapi', 'ini', 'susah', 'banget', 'diratainnya', 'dan', 'whitecast', 'parah', 'bikin', 'kulit', 'jadi', 'kering', 'banget']","['maaf', 'banget', 'susah', 'banget', 'diratainnya', 'whitecast', 'parah', 'bikin', 'kulit', 'kering', 'banget']","['maaf', 'banget', 'susah', 'banget', 'diratainnya', 'whitecast', 'parah', 'bikin', 'kulit', 'kering', 'banget']"
28,warna nya kuning entah karena apa,warna nya kuning entah karena apa,"['warna', 'nya', 'kuning', 'entah', 'karena', 'apa']","['warna', 'nya', 'kuning']","['warna', 'nya', 'kuning']"
29,abis pake ini besokannya langsung muncul banyak jerawat kecil,habis pakai ini besokannya langsung muncul banyak jerawat kecil,"['habis', 'pakai', 'ini', 'besokannya', 'langsung', 'muncul', 'banyak', 'jerawat', 'kecil']","['habis', 'pakai', 'besokannya', 'langsung', 'muncul', 'jerawat']","['habis', 'pakai', 'besok', 'langsung', 'muncul', 'jerawat']"
30,isinya berantakan,isinya berantakan,"['isinya', 'berantakan']","['isinya', 'berantakan']","['isi', 'beranta']"
31,bikin aku jerawatan,bikin aku jerawatan,"['bikin', 'aku', 'jerawatan']","['bikin', 'jerawatan']","['bikin', 'jerawat']"
32,tidak cocok di kulit saya yang kombinasi berjerawat udah dipake seminggu tetep nge trigger jerawat jadi tidak saya pakai klo ad yg mau beli dari saya harga miring boleh kontak saya,tidak cocok di kulit saya yang kombinasi berjerawat sudah dipakai seminggu tetap nge trigger jerawat jadi tidak saya pakai kalo ada yang mau beli dari saya harga miring boleh kontak saya,"['tidak', 'cocok', 'di', 'kulit', 'saya', 'yang', 'kombinasi', 'berjerawat', 'sudah', 'dipakai', 'seminggu', 'tetap', 'nge', 'trigger', 'jerawat', 'jadi', 'tidak', 'saya', 'pakai', 'kalo', 'ada', 'yang', 'mau', 'beli', 'dari', 'saya', 'harga', 'miring', 'boleh', 'kontak', 'saya']","['cocok', 'kulit', 'kombinasi', 'berjerawat', 'dipakai', 'seminggu', 'nge', 'trigger', 'jerawat', 'pakai', 'kalo', 'beli', 'harga', 'miring', 'kontak']","['cocok', 'kulit', 'kombinasi', 'jerawat', 'pakai', 'minggu', 'nge', 'trigger', 'jerawat', 'pakai', 'kalo', 'beli', 'harga', 'miring', 'kontak']"
33,isi lumayan dikit hanya setengah botol tp pengiriman cepat,isi lumayan dikit hanya setengah botol tapi pengiriman cepat,"['isi', 'lumayan', 'dikit', 'hanya', 'setengah', 'botol', 'tapi', 'pengiriman', 'cepat']","['isi', 'lumayan', 'dikit', 'botol', 'pengiriman', 'cepat']","['isi', 'lumayan', 'dikit', 'botol', 'kirim', 'cepat']"
34,agak bruntusan di kulit untuk service admin,agak bruntusan di kulit untuk service admin,"['agak', 'bruntusan', 'di', 'kulit', 'untuk', 'service', 'admin']","['bruntusan', 'kulit', 'service', 'admin']","['bruntusan', 'kulit', 'service', 'admin']"
35,isinya gk full tengah nya kosong baru di pake se ujung ujung nya pas nyampe tengah langsung merosot ke ujung bawah  parah tapi product nya aku cocok makasih tp lain kali jujur lahhh jangan tengah nya dibkosongin ujung atas bawah nya aja yg diiisi ,isinya enggak full tengah nya kosong baru di pakai se ujung ujung nya pas sampai tengah langsung merosot ke ujung bawah  parah tapi product nya aku cocok terima kasih tapi lain kali jujur lah jangan tengah nya dibkosongin ujung atas bawah nya saja yang diiisi ,"['isinya', 'enggak', 'full', 'tengah', 'nya', 'kosong', 'baru', 'di', 'pakai', 'se', 'ujung', 'ujung', 'nya', 'pas', 'sampai', 'tengah', 'langsung', 'merosot', 'ke', 'ujung', 'bawah', 'parah', 'tapi', 'product', 'nya', 'aku', 'cocok', 'terima', 'kasih', 'tapi', 'lain', 'kali', 'jujur', 'lah', 'jangan', 'tengah', 'nya', 'dibkosongin', 'ujung', 'atas', 'bawah', 'nya', 'saja', 'yang', 'diiisi']","['isinya', 'full', 'nya', 'kosong', 'pakai', 'ujung', 'ujung', 'nya', 'pas', 'langsung', 'merosot', 'ujung', 'parah', 'product', 'nya', 'cocok', 'terima', 'kasih', 'kali', 'jujur', 'nya', 'dibkosongin', 'ujung', 'nya', 'diiisi']","['isi', 'full', 'nya', 'kosong', 'pakai', 'ujung', 'ujung', 'nya', 'pas', 'langsung', 'merosot', 'ujung', 'parah', 'product', 'nya', 'cocok', 'terima', 'kasih', 'kali', 'jujur', 'nya', 'dibkosongin', 'ujung', 'nya', 'diiisi']"
36,udah hari pake menurut aku  aja sik mungkin ga ngaruh di aku apa lg jerawat gede cuma jerawat ga ada reaksi apa cm bagusnya ga bikin kering aja sih mungkin utk jerawat kecil ngaruh jadi pas di oles ga tau ada efek bekerja atau ga but it  okay,sudah hari pakai menurut aku  saja sik mungkin enggak ngaruh di aku apa lagi jerawat gede cuma jerawat enggak ada reaksi apa cuma bagusnya enggak bikin kering saja sih mungkin untuk jerawat kecil ngaruh jadi pas di oles enggak tau ada efek bekerja atau enggak but itu  okay,"['sudah', 'hari', 'pakai', 'menurut', 'aku', 'saja', 'sik', 'mungkin', 'enggak', 'ngaruh', 'di', 'aku', 'apa', 'lagi', 'jerawat', 'gede', 'cuma', 'jerawat', 'enggak', 'ada', 'reaksi', 'apa', 'cuma', 'bagusnya', 'enggak', 'bikin', 'kering', 'saja', 'sih', 'mungkin', 'untuk', 'jerawat', 'kecil', 'ngaruh', 'jadi', 'pas', 'di', 'oles', 'enggak', 'tau', 'ada', 'efek', 'bekerja', 'atau', 'enggak', 'but', 'itu', 'okay']","['pakai', 'sik', 'ngaruh', 'jerawat', 'gede', 'jerawat', 'reaksi', 'bagusnya', 'bikin', 'kering', 'sih', 'jerawat', 'ngaruh', 'pas', 'oles', 'tau', 'efek', 'but', 'okay']","['pakai', 'sik', 'ngaruh', 'jerawat', 'gede', 'jerawat', 'reaksi', 'bagus', 'bikin', 'kering', 'sih', 'jerawat', 'ngaruh', 'pas', 'oles', 'tau', 'efek', 'but', 'okay']"
37,sudah saya pakai efeknya biasa saja mungkin emang membetikan efek berbeda tiap individu,sudah saya pakai efeknya biasa saja mungkin memang membetikan efek berbeda tiap individu,"['sudah', 'saya', 'pakai', 'efeknya', 'biasa', 'saja', 'mungkin', 'memang', 'membetikan', 'efek', 'berbeda', 'tiap', 'individu']","['pakai', 'efeknya', 'membetikan', 'efek', 'berbeda', 'individu']","['pakai', 'efek', 'beti', 'efek', 'beda', 'individu']"
38,beli atas rekomendasi temen tapi di saya kayaknya kurang ngefek yaa gak ada perubahan berarti pasa jerawat setelah malam pake akhirnya yaa sembuh sendiri aja,beli atas rekomendasi teman tapi di saya kayaknya kurang ngefek ya enggak ada perubahan berarti pasa jerawat setelah malam pakai akhirnya ya sembuh sendiri saja,"['beli', 'atas', 'rekomendasi', 'teman', 'tapi', 'di', 'saya', 'kayaknya', 'kurang', 'ngefek', 'ya', 'enggak', 'ada', 'perubahan', 'berarti', 'pasa', 'jerawat', 'setelah', 'malam', 'pakai', 'akhirnya', 'ya', 'sembuh', 'sendiri', 'saja']","['beli', 'rekomendasi', 'teman', 'kayaknya', 'ngefek', 'ya', 'perubahan', 'pasa', 'jerawat', 'malam', 'pakai', 'ya', 'sembuh']","['beli', 'rekomendasi', 'teman', 'kayak', 'ngefek', 'ya', 'ubah', 'pasa', 'jerawat', 'malam', 'pakai', 'ya', 'sembuh']"
