,Review,Review_norm,review_tokens
57,beli tanggal juni langsung barang cepat dikemas dan kirim barang sampai tanggal start dari tanggal sampai saya gunakan minggu rutin setiap malam jam tidak ada perubahan sama sekali tapi cukup senang melihat banyak review kalian yang cocok balik lagi skincare cocok cocokan di tipe saya yg super sensitif dan tiba tiba jerawatan malah engga mengatasi sama sekali,beli tanggal juni langsung barang cepat dikemas dan kirim barang sampai tanggal start dari tanggal sampai saya gunakan minggu rutin setiap malam jam tidak ada perubahan sama sekali tapi cukup senang melihat banyak review kalian yang cocok balik lagi skincare cocok cocokan di tipe saya yang super sensitif dan tiba tiba jerawatan malah enggak mengatasi sama sekali,"['beli', 'tanggal', 'juni', 'langsung', 'barang', 'cepat', 'dikemas', 'dan', 'kirim', 'barang', 'sampai', 'tanggal', 'start', 'dari', 'tanggal', 'sampai', 'saya', 'gunakan', 'minggu', 'rutin', 'setiap', 'malam', 'jam', 'tidak', 'ada', 'perubahan', 'sama', 'sekali', 'tapi', 'cukup', 'senang', 'melihat', 'banyak', 'review', 'kalian', 'yang', 'cocok', 'balik', 'lagi', 'skincare', 'cocok', 'cocokan', 'di', 'tipe', 'saya', 'yang', 'super', 'sensitif', 'dan', 'tiba', 'tiba', 'jerawatan', 'malah', 'enggak', 'mengatasi', 'sama', 'sekali']"
58,acne warriornya tengahnya ksg gt ya soalnya br pke kali dkit ud tgal sgitu trs yg pore warrior masukkana  kekny better ditutupin something de soalnya ps  buka berantakan bbuknya,acne warriornya tengahnya ksg begitu ya soalnya baru pakai kali dkit sudah tgal sgitu terus yang pore warrior masukkana  kekny better ditutupi something deh soalnya pas  buka berantakan bbuknya,"['acne', 'warriornya', 'tengahnya', 'ksg', 'begitu', 'ya', 'soalnya', 'baru', 'pakai', 'kali', 'dkit', 'sudah', 'tgal', 'sgitu', 'terus', 'yang', 'pore', 'warrior', 'masukkana', 'kekny', 'better', 'ditutupi', 'something', 'deh', 'soalnya', 'pas', 'buka', 'berantakan', 'bbuknya']"
59,biasa aja gakbada efek sm skali masih bagus pore armor tpi udh gak diproduksi,biasa saja enggak ada efek sama sekali masih bagus pore armor tapi sudah enggak diproduksi,"['biasa', 'saja', 'enggak', 'ada', 'efek', 'sama', 'sekali', 'masih', 'bagus', 'pore', 'armor', 'tapi', 'sudah', 'enggak', 'diproduksi']"
60,kurir nya lamaaa hari gaada pergerakan,kurir nya lama hari enggak ada pergerakan,"['kurir', 'nya', 'lama', 'hari', 'enggak', 'ada', 'pergerakan']"
61,bismillah semoga cocok baru nyoba soalnya,bismillah semoga cocok baru mencoba soalnya,"['bismillah', 'semoga', 'cocok', 'baru', 'mencoba', 'soalnya']"
62,pake malem aja jd obat totol lsg kempes donggg jerawat di dahi hari agak agak kalem dan gak kemerahan lagi tekstur pasta padat jg emg ga enak buat dibaur oles ditotol aja ya sayang bgt pengirimannya lamaaa pisan,pakai malam saja jadi obat totol langsung kempes dong jerawat di dahi hari agak agak kalem dan enggak kemerahan lagi tekstur pasta padat juga memang enggak enak buat dibaur oles ditotol saja ya sayang banget pengirimannya lama pisan,"['pakai', 'malam', 'saja', 'jadi', 'obat', 'totol', 'langsung', 'kempes', 'dong', 'jerawat', 'di', 'dahi', 'hari', 'agak', 'agak', 'kalem', 'dan', 'enggak', 'kemerahan', 'lagi', 'tekstur', 'pasta', 'padat', 'juga', 'memang', 'enggak', 'enak', 'buat', 'dibaur', 'oles', 'ditotol', 'saja', 'ya', 'sayang', 'banget', 'pengirimannya', 'lama', 'pisan']"
63,cocokan aja klo produknya soal pelayanan pengiriman kemasan semua okay,cocokan saja kalo produknya soal pelayanan pengiriman kemasan semua okay,"['cocokan', 'saja', 'kalo', 'produknya', 'soal', 'pelayanan', 'pengiriman', 'kemasan', 'semua', 'okay']"
64,kirain dapet botolnya juga tau ya semprotannya doang salah saya sendiri ternyata  berarti nanti tinggal beli toner nya biar semprotannya bisa dipake,mengira dapat botolnya juga tau ya semprotannya doang salah saya sendiri ternyata  berarti nanti tinggal beli toner nya biar semprotannya bisa dipakai,"['mengira', 'dapat', 'botolnya', 'juga', 'tau', 'ya', 'semprotannya', 'doang', 'salah', 'saya', 'sendiri', 'ternyata', 'berarti', 'nanti', 'tinggal', 'beli', 'toner', 'nya', 'biar', 'semprotannya', 'bisa', 'dipakai']"
65,  so sad because this product didn  works on my acne prone skin,  so sad because this product didn  works on my acne prone skin,"['so', 'sad', 'because', 'this', 'product', 'didn', 'works', 'on', 'my', 'acne', 'prone', 'skin']"
66,kurang moist,kurang moist,"['kurang', 'moist']"
67,proses dari seller cepat tapi produknya kurang efektif huhu,proses dari seller cepat tapi produknya kurang efektif huhu,"['proses', 'dari', 'seller', 'cepat', 'tapi', 'produknya', 'kurang', 'efektif', 'huhu']"
68,aku kurang cocok pakenya jd jerawatan,aku kurang cocok pakenya jadi jerawatan,"['aku', 'kurang', 'cocok', 'pakenya', 'jadi', 'jerawatan']"
69,barangnya diterima dalam keadaan baik cuma sampainya agak lama karena diproses dulu barangnya hari baru setelah itu akhirnya dikirim,barangnya diterima dalam keadaan baik cuma sampainya agak lama karena diproses dulu barangnya hari baru setelah itu akhirnya dikirim,"['barangnya', 'diterima', 'dalam', 'keadaan', 'baik', 'cuma', 'sampainya', 'agak', 'lama', 'karena', 'diproses', 'dulu', 'barangnya', 'hari', 'baru', 'setelah', 'itu', 'akhirnya', 'dikirim']"
70,biasa saja,biasa saja,"['biasa', 'saja']"
71,ga ada perubahan,enggak ada perubahan,"['enggak', 'ada', 'perubahan']"
72,kardusnya ga diberi pelekat atau lem untung isinya ga jatuh,kardusnya enggak diberi pelekat atau lem untung isinya enggak jatuh,"['kardusnya', 'enggak', 'diberi', 'pelekat', 'atau', 'lem', 'untung', 'isinya', 'enggak', 'jatuh']"
73,kecil banget bunda mending beli yang gede sekalian kalo harganya segini mah overprice ,kecil banget bunda mending beli yang gede sekalian kalo harganya segini mah overprice ,"['kecil', 'banget', 'bunda', 'mending', 'beli', 'yang', 'gede', 'sekalian', 'kalo', 'harganya', 'segini', 'mah', 'overprice']"
74,sampe kaget ini aku beli di official kan kok tanpa bubble wrap samsek pas dicek bener dong penyok untung gk smpe bocor tingkatkan lg packaging nya,sampai kaget ini aku beli di official kan kok tanpa bubble wrap sama sekali pas dicek benar dong penyok untung enggak sampai bocor tingkatkan lagi packaging nya,"['sampai', 'kaget', 'ini', 'aku', 'beli', 'di', 'official', 'kan', 'kok', 'tanpa', 'bubble', 'wrap', 'sama', 'sekali', 'pas', 'dicek', 'benar', 'dong', 'penyok', 'untung', 'enggak', 'sampai', 'bocor', 'tingkatkan', 'lagi', 'packaging', 'nya']"
75,kurang cocok di kulit kering tone upnya agak abu di kulit langsat kalo kena air dan keringet banyak lsng luntur dan cemong putih,kurang cocok di kulit kering tone upnya agak abu di kulit langsat kalo kena air dan keringet banyak lsng luntur dan cemong putih,"['kurang', 'cocok', 'di', 'kulit', 'kering', 'tone', 'upnya', 'agak', 'abu', 'di', 'kulit', 'langsat', 'kalo', 'kena', 'air', 'dan', 'keringet', 'banyak', 'lsng', 'luntur', 'dan', 'cemong', 'putih']"
76,cepat meresap tapi klo dipake keringetan gampang luntur,cepat meresap tapi kalo dipakai keringetan gampang luntur,"['cepat', 'meresap', 'tapi', 'kalo', 'dipakai', 'keringetan', 'gampang', 'luntur']"
77,pengiriman sengaja pakai gosend biar cepat tapi ternyata ga dikirim setelah hari malah disuruh reorder dengan alasan bakal dapet kompensasi taunya pas reorder sampenya pun malam bgt kompensasi yg dijanjikan gada udh beberapa kali beli baru kali ini kecewa,pengiriman sengaja pakai gosend biar cepat tapi ternyata enggak dikirim setelah hari malah disuruh reorder dengan alasan bakal dapat kompensasi taunya pas reorder sampai pun malam banget kompensasi yang dijanjikan enggak ada sudah beberapa kali beli baru kali ini kecewa,"['pengiriman', 'sengaja', 'pakai', 'gosend', 'biar', 'cepat', 'tapi', 'ternyata', 'enggak', 'dikirim', 'setelah', 'hari', 'malah', 'disuruh', 'reorder', 'dengan', 'alasan', 'bakal', 'dapat', 'kompensasi', 'taunya', 'pas', 'reorder', 'sampai', 'pun', 'malam', 'banget', 'kompensasi', 'yang', 'dijanjikan', 'enggak', 'ada', 'sudah', 'beberapa', 'kali', 'beli', 'baru', 'kali', 'ini', 'kecewa']"
78,baunya agak aneh apek dan bau besi seperti dr tempatnya saya pernah pakai sabun lain yg tanpa bau tp ga pernah spt ini jd kurang nyaman pakainya dan sampai skrg masih ada,baunya agak aneh apek dan bau besi seperti dari tempatnya saya pernah pakai sabun lain yang tanpa bau tapi enggak pernah seperti ini jadi kurang nyaman pakainya dan sampai sekarang masih ada,"['baunya', 'agak', 'aneh', 'apek', 'dan', 'bau', 'besi', 'seperti', 'dari', 'tempatnya', 'saya', 'pernah', 'pakai', 'sabun', 'lain', 'yang', 'tanpa', 'bau', 'tapi', 'enggak', 'pernah', 'seperti', 'ini', 'jadi', 'kurang', 'nyaman', 'pakainya', 'dan', 'sampai', 'sekarang', 'masih', 'ada']"
79,order dari tgl sampenya tgl  penuh drama bgt sampe kardusnya gada bentuk tp barang aman,order dari tanggal sampai tanggal  penuh drama banget sampai kardusnya enggak ada bentuk tapi barang aman,"['order', 'dari', 'tanggal', 'sampai', 'tanggal', 'penuh', 'drama', 'banget', 'sampai', 'kardusnya', 'enggak', 'ada', 'bentuk', 'tapi', 'barang', 'aman']"
80,pumpnya jelek sekali pas dipakai malah muncrat uda habis botol tp belum ada perubahan untuk kulit jerawat sedang,pumpnya jelek sekali pas dipakai malah muncrat sudah habis botol tapi belum ada perubahan untuk kulit jerawat sedang,"['pumpnya', 'jelek', 'sekali', 'pas', 'dipakai', 'malah', 'muncrat', 'sudah', 'habis', 'botol', 'tapi', 'belum', 'ada', 'perubahan', 'untuk', 'kulit', 'jerawat', 'sedang']"
81,bedak nya brantakan pas dibuka brall kluar serbuk bedaknya lain kali di perbaiki lagi biar isinya rapi,bedak nya brantakan pas dibuka brall keluar serbuk bedaknya lain kali di perbaiki lagi biar isinya rapi,"['bedak', 'nya', 'brantakan', 'pas', 'dibuka', 'brall', 'keluar', 'serbuk', 'bedaknya', 'lain', 'kali', 'di', 'perbaiki', 'lagi', 'biar', 'isinya', 'rapi']"
82,cocok dikulit buat jerawat jadi cepet kering buat maskernya buat komedo jadi cepet keluar juga,cocok dikulit buat jerawat jadi cepat kering buat maskernya buat komedo jadi cepat keluar juga,"['cocok', 'dikulit', 'buat', 'jerawat', 'jadi', 'cepat', 'kering', 'buat', 'maskernya', 'buat', 'komedo', 'jadi', 'cepat', 'keluar', 'juga']"
83,katane nyonyahe barang bagus rekommended pokoke seller jg fast respon lanjutkan min,katane nyonyahe barang bagus rekommended pokoke seller juga fast respon lanjutkan min,"['katane', 'nyonyahe', 'barang', 'bagus', 'rekommended', 'pokoke', 'seller', 'juga', 'fast', 'respon', 'lanjutkan', 'min']"
84,seneng sama merk ini tapi buat serum udh kedua kali beli tp pup nya tetep susah banget kak ngk kluar,senang sama merk ini tapi buat serum sudah kedua kali beli tapi pup nya tetap susah banget kak enggak keluar,"['senang', 'sama', 'merk', 'ini', 'tapi', 'buat', 'serum', 'sudah', 'kedua', 'kali', 'beli', 'tapi', 'pup', 'nya', 'tetap', 'susah', 'banget', 'kak', 'enggak', 'keluar']"
85,sebenernya aku suka banget produknya meresapnya cepat banget ke kulit ga lengket dan greasy nyaman daan kebetulan cocok karena bekas jerawatku emang jadi lebih memudar tidak hilang begitu saja dan tentunya butuh prosesnya ya bestie tapiii yang menurutku skin game harus perhatikan lagi adalah pemilihan packaging pump nya agak keras lalu produk yang keluar malah jadi loncat dan banyak terbuang entah di leher botol atau terjun bebas sedih hiks mungkin jika ada konsiderasi untuk improve pump nya aku akan kasih bintang ,sebenarnya aku suka banget produknya meresapnya cepat banget ke kulit enggak lengket dan greasy nyaman daan kebetulan cocok karena bekas jerawatku memang jadi lebih memudar tidak hilang begitu saja dan tentunya butuh prosesnya ya bestie tapiii yang menurutku skin game harus perhatikan lagi adalah pemilihan packaging pump nya agak keras lalu produk yang keluar malah jadi loncat dan banyak terbuang entah di leher botol atau terjun bebas sedih hiks mungkin jika ada konsiderasi untuk improve pump nya aku akan kasih bintang ,"['sebenarnya', 'aku', 'suka', 'banget', 'produknya', 'meresapnya', 'cepat', 'banget', 'ke', 'kulit', 'enggak', 'lengket', 'dan', 'greasy', 'nyaman', 'daan', 'kebetulan', 'cocok', 'karena', 'bekas', 'jerawatku', 'memang', 'jadi', 'lebih', 'memudar', 'tidak', 'hilang', 'begitu', 'saja', 'dan', 'tentunya', 'butuh', 'prosesnya', 'ya', 'bestie', 'tapiii', 'yang', 'menurutku', 'skin', 'game', 'harus', 'perhatikan', 'lagi', 'adalah', 'pemilihan', 'packaging', 'pump', 'nya', 'agak', 'keras', 'lalu', 'produk', 'yang', 'keluar', 'malah', 'jadi', 'loncat', 'dan', 'banyak', 'terbuang', 'entah', 'di', 'leher', 'botol', 'atau', 'terjun', 'bebas', 'sedih', 'hiks', 'mungkin', 'jika', 'ada', 'konsiderasi', 'untuk', 'improve', 'pump', 'nya', 'aku', 'akan', 'kasih', 'bintang']"
86,cocok buat kulit gelap gampang dipakai desainnya lucu hasilnya matte ukurannya compact berkilau di kulit,cocok buat kulit gelap gampang dipakai desainnya lucu hasilnya matte ukurannya compact berkilau di kulit,"['cocok', 'buat', 'kulit', 'gelap', 'gampang', 'dipakai', 'desainnya', 'lucu', 'hasilnya', 'matte', 'ukurannya', 'compact', 'berkilau', 'di', 'kulit']"
87,cepet banget sampenya mantap,cepat banget sampai mantap,"['cepat', 'banget', 'sampai', 'mantap']"
88,pumpnya sepertinya agak kurang cocok dengan tekstur serumnya bisa menjadi pertimbangan utk redesign packaging pump nya krn agak struggle utk mengeluarkan serum dgn pump jadi berantakan krn sprayed kemana ini trial pertama menggunakan skingame semoga cocok,pumpnya sepertinya agak kurang cocok dengan tekstur serumnya bisa menjadi pertimbangan untuk redesign packaging pump nya karena agak struggle untuk mengeluarkan serum dengan pump jadi berantakan karena sprayed kemana ini trial pertama menggunakan skingame semoga cocok,"['pumpnya', 'sepertinya', 'agak', 'kurang', 'cocok', 'dengan', 'tekstur', 'serumnya', 'bisa', 'menjadi', 'pertimbangan', 'untuk', 'redesign', 'packaging', 'pump', 'nya', 'karena', 'agak', 'struggle', 'untuk', 'mengeluarkan', 'serum', 'dengan', 'pump', 'jadi', 'berantakan', 'karena', 'sprayed', 'kemana', 'ini', 'trial', 'pertama', 'menggunakan', 'skingame', 'semoga', 'cocok']"
89,agak lambat kinerjanya di kulit saya seminggu pakai masih ada yang belum sembuh,agak lambat kinerjanya di kulit saya seminggu pakai masih ada yang belum sembuh,"['agak', 'lambat', 'kinerjanya', 'di', 'kulit', 'saya', 'seminggu', 'pakai', 'masih', 'ada', 'yang', 'belum', 'sembuh']"
90,susah banget pas bersihkan ya semoga saja cocok diwajahku,susah banget pas bersihkan ya semoga saja cocok diwajahku,"['susah', 'banget', 'pas', 'bersihkan', 'ya', 'semoga', 'saja', 'cocok', 'diwajahku']"
91,blm cobain semoga cocok agak bocor sedikit tutupnya kurang rapat,belum mencoba semoga cocok agak bocor sedikit tutupnya kurang rapat,"['belum', 'mencoba', 'semoga', 'cocok', 'agak', 'bocor', 'sedikit', 'tutupnya', 'kurang', 'rapat']"
92,yang dioren abis untung di sini masih ada yauda sekalian cobain essense nya semoga cocok semangat utk pejuang jerawat plus bekasnyaaa,yang dioren habis untung di sini masih ada yauda sekalian mencoba essense nya semoga cocok semangat untuk pejuang jerawat plus bekasnyaaa,"['yang', 'dioren', 'habis', 'untung', 'di', 'sini', 'masih', 'ada', 'yauda', 'sekalian', 'mencoba', 'essense', 'nya', 'semoga', 'cocok', 'semangat', 'untuk', 'pejuang', 'jerawat', 'plus', 'bekasnyaaa']"
93,cocok sm acne warrior baru coba pink hero ini packaging nya kurang jadi barangnya pas dikirim jd penyok tp overall bagus,cocok sama acne warrior baru coba pink hero ini packaging nya kurang jadi barangnya pas dikirim jadi penyok tapi overall bagus,"['cocok', 'sama', 'acne', 'warrior', 'baru', 'coba', 'pink', 'hero', 'ini', 'packaging', 'nya', 'kurang', 'jadi', 'barangnya', 'pas', 'dikirim', 'jadi', 'penyok', 'tapi', 'overall', 'bagus']"
94,lumayan untuk bikin jerawat kempes tp memang ngga instan harus rajin,lumayan untuk bikin jerawat kempes tapi memang enggak instan harus rajin,"['lumayan', 'untuk', 'bikin', 'jerawat', 'kempes', 'tapi', 'memang', 'enggak', 'instan', 'harus', 'rajin']"
95,sayang harusnya dpt free kuas spatula,sayang harusnya dapat free kuas spatula,"['sayang', 'harusnya', 'dapat', 'free', 'kuas', 'spatula']"
96,seller sangaaat ramah fast respon barang ori tp sayang nya masker nya gak pakai bubble wrap barang jd gak aman kardus nya masker jg gak disalotip jd takut kurang higyenis,seller sangat ramah fast respon barang orisinal tapi sayang nya masker nya enggak pakai bubble wrap barang jadi enggak aman kardus nya masker juga enggak disalotip jadi takut kurang higyenis,"['seller', 'sangat', 'ramah', 'fast', 'respon', 'barang', 'orisinal', 'tapi', 'sayang', 'nya', 'masker', 'nya', 'enggak', 'pakai', 'bubble', 'wrap', 'barang', 'jadi', 'enggak', 'aman', 'kardus', 'nya', 'masker', 'juga', 'enggak', 'disalotip', 'jadi', 'takut', 'kurang', 'higyenis']"
97,pertama kali mencoba produk ini semoga cocok di kulitku untuk kemasan cantik sih menurutku krn transparan jadi kita bisa liat isi produknya sudah mau habis atau tidak nihh tapi yang kurang dari penutupnya sih miring sedikit bisa tumpah pas beli kan ada penutup dalam tapi kalau itu sudah dibuka agak degdegan juga kalau tonernya miring bisa sih penutup kecil itu dipasang lagi tapi kalau tiap mau pake kan jadi ribet rasanya,pertama kali mencoba produk ini semoga cocok di kulitku untuk kemasan cantik sih menurutku karena transparan jadi kita bisa lihat isi produknya sudah mau habis atau tidak nih tapi yang kurang dari penutupnya sih miring sedikit bisa tumpah pas beli kan ada penutup dalam tapi kalau itu sudah dibuka agak degdegan juga kalau tonernya miring bisa sih penutup kecil itu dipasang lagi tapi kalau tiap mau pakai kan jadi ribet rasanya,"['pertama', 'kali', 'mencoba', 'produk', 'ini', 'semoga', 'cocok', 'di', 'kulitku', 'untuk', 'kemasan', 'cantik', 'sih', 'menurutku', 'karena', 'transparan', 'jadi', 'kita', 'bisa', 'lihat', 'isi', 'produknya', 'sudah', 'mau', 'habis', 'atau', 'tidak', 'nih', 'tapi', 'yang', 'kurang', 'dari', 'penutupnya', 'sih', 'miring', 'sedikit', 'bisa', 'tumpah', 'pas', 'beli', 'kan', 'ada', 'penutup', 'dalam', 'tapi', 'kalau', 'itu', 'sudah', 'dibuka', 'agak', 'degdegan', 'juga', 'kalau', 'tonernya', 'miring', 'bisa', 'sih', 'penutup', 'kecil', 'itu', 'dipasang', 'lagi', 'tapi', 'kalau', 'tiap', 'mau', 'pakai', 'kan', 'jadi', 'ribet', 'rasanya']"
98,entah kenapa obat totol jerawat ini ga cepet ngempesin jerawat akuuuu huhuhu,entah kenapa obat totol jerawat ini enggak cepat ngempesin jerawat akuuuu huhuhu,"['entah', 'kenapa', 'obat', 'totol', 'jerawat', 'ini', 'enggak', 'cepat', 'ngempesin', 'jerawat', 'akuuuu', 'huhuhu']"
99,markicob semoga cocok,markicob semoga cocok,"['markicob', 'semoga', 'cocok']"
100,pengiriman ok mudah mudahan cocok di jerawat ku sesuai reviewnya yg ok ok,pengiriman ok mudah mudahan cocok di jerawat ku sesuai reviewnya yang ok ok,"['pengiriman', 'ok', 'mudah', 'mudahan', 'cocok', 'di', 'jerawat', 'ku', 'sesuai', 'reviewnya', 'yang', 'ok', 'ok']"
101,baru pertama kali coba semoga cocok,baru pertama kali coba semoga cocok,"['baru', 'pertama', 'kali', 'coba', 'semoga', 'cocok']"
102,bru pertama kali coba semoga cocok,baru pertama kali coba semoga cocok,"['baru', 'pertama', 'kali', 'coba', 'semoga', 'cocok']"
103,over all bagus cuman waktu pengiriman ada bocor,over all bagus cuman waktu pengiriman ada bocor,"['over', 'all', 'bagus', 'cuman', 'waktu', 'pengiriman', 'ada', 'bocor']"
104,kaget bgt baru nyampe lgsg buka dan mencet dari bawah karna mau cek teksturnya kayak apa taunya kl dipencet dari bawah isinya cmn segini but overall produknya bagus bgt,kaget banget baru sampai langsung buka dan mencet dari bawah karena mau cek teksturnya kayak apa taunya kalo dipencet dari bawah isinya cuman segini but overall produknya bagus banget,"['kaget', 'banget', 'baru', 'sampai', 'langsung', 'buka', 'dan', 'mencet', 'dari', 'bawah', 'karena', 'mau', 'cek', 'teksturnya', 'kayak', 'apa', 'taunya', 'kalo', 'dipencet', 'dari', 'bawah', 'isinya', 'cuman', 'segini', 'but', 'overall', 'produknya', 'bagus', 'banget']"
105,agak lama sih dianternya karena pihak ekspedinya salah tujuan tapi untungnya dateng dengan selamat sampe tujuan ya semoga ini cocok deh di aku,agak lama sih dianternya karena pihak ekspedinya salah tujuan tapi untungnya datang dengan selamat sampai tujuan ya semoga ini cocok deh di aku,"['agak', 'lama', 'sih', 'dianternya', 'karena', 'pihak', 'ekspedinya', 'salah', 'tujuan', 'tapi', 'untungnya', 'datang', 'dengan', 'selamat', 'sampai', 'tujuan', 'ya', 'semoga', 'ini', 'cocok', 'deh', 'di', 'aku']"
106,itu emang produknya lengket terus gabisa ke blend di kulit apa gimana masa gw pake blenong banget kaya orang jamuran,itu memang produknya lengket terus enggak bisa ke blend di kulit apa bagaimana masa gue pakai blenong banget kayak orang jamuran,"['itu', 'memang', 'produknya', 'lengket', 'terus', 'enggak', 'bisa', 'ke', 'blend', 'di', 'kulit', 'apa', 'bagaimana', 'masa', 'gue', 'pakai', 'blenong', 'banget', 'kayak', 'orang', 'jamuran']"
107,coba dulu,coba dulu,"['coba', 'dulu']"
108,semoga cocok amiin,semoga cocok amin,"['semoga', 'cocok', 'amin']"
109,komedo jerawat trus biasanya tu kalo skincare yg buat jerawat tu muka kadang suka buluk ini mah ngga pake ini mereda gaes,komedo jerawat terus biasanya itu kalo skincare yang buat jerawat itu muka kadang suka buluk ini mah enggak pakai ini mereda gaes,"['komedo', 'jerawat', 'terus', 'biasanya', 'itu', 'kalo', 'skincare', 'yang', 'buat', 'jerawat', 'itu', 'muka', 'kadang', 'suka', 'buluk', 'ini', 'mah', 'enggak', 'pakai', 'ini', 'mereda', 'gaes']"
110,sayang sekali gak merubah warna,sayang sekali enggak merubah warna,"['sayang', 'sekali', 'enggak', 'merubah', 'warna']"
111,yang moisturizer cocok nya digunain buat sebelum pake make up berat,yang moisturizer cocok nya digunain buat sebelum pakai memakai up berat,"['yang', 'moisturizer', 'cocok', 'nya', 'digunain', 'buat', 'sebelum', 'pakai', 'memakai', 'up', 'berat']"
112,sayang sekali isinya ternyata gak full seluruh kemasan keisi tapi produknya enak sih udah pake ini muka bersih seger tapi gak jadi kering,sayang sekali isinya ternyata enggak full seluruh kemasan keisi tapi produknya enak sih sudah pakai ini muka bersih segar tapi enggak jadi kering,"['sayang', 'sekali', 'isinya', 'ternyata', 'enggak', 'full', 'seluruh', 'kemasan', 'keisi', 'tapi', 'produknya', 'enak', 'sih', 'sudah', 'pakai', 'ini', 'muka', 'bersih', 'segar', 'tapi', 'enggak', 'jadi', 'kering']"
113,hmm apa ya lembab tp klo dipake daily on day light buat ku kurang cocok sesuai saran lbh seeing dipake sblm tidur ty seller,hmm apa ya lembab tapi kalo dipakai daily on day light buat ku kurang cocok sesuai saran lebih seeing dipakai sebelum tidur ty seller,"['hmm', 'apa', 'ya', 'lembab', 'tapi', 'kalo', 'dipakai', 'daily', 'on', 'day', 'light', 'buat', 'ku', 'kurang', 'cocok', 'sesuai', 'saran', 'lebih', 'seeing', 'dipakai', 'sebelum', 'tidur', 'ty', 'seller']"
114,pengirimannya agak sedikit lama juga yaa rehehe,pengirimannya agak sedikit lama juga ya rehehe,"['pengirimannya', 'agak', 'sedikit', 'lama', 'juga', 'ya', 'rehehe']"
115,barang dari sellernya sebenernya cepet prosesnyaaa tgl sudah dikirim tapi jasa ekspedisinya kacau bgt baru sampe tgl hampir minggu jangan pake ekspedisi anter aja saran aku pakai jne jt ajaaa aku udh complain tgl nelfon ekspedisinya ttp gasampe sampe dan tgl aku complain lagi baru sampe hr ini tgl kalo dari sellernya sellernya ramah ditanya juga bantu dgn baikk semoga cocok,barang dari sellernya sebenarnya cepat prosesnyaaa tanggal sudah dikirim tapi jasa ekspedisinya kacau banget baru sampai tanggal hampir minggu jangan pakai ekspedisi anter saja saran aku pakai jne juta saja aku sudah complain tanggal nelfon ekspedisinya tetap gasampe sampai dan tanggal aku complain lagi baru sampai hari ini tanggal kalo dari sellernya sellernya ramah ditanya juga bantu dengan baik semoga cocok,"['barang', 'dari', 'sellernya', 'sebenarnya', 'cepat', 'prosesnyaaa', 'tanggal', 'sudah', 'dikirim', 'tapi', 'jasa', 'ekspedisinya', 'kacau', 'banget', 'baru', 'sampai', 'tanggal', 'hampir', 'minggu', 'jangan', 'pakai', 'ekspedisi', 'anter', 'saja', 'saran', 'aku', 'pakai', 'jne', 'juta', 'saja', 'aku', 'sudah', 'complain', 'tanggal', 'nelfon', 'ekspedisinya', 'tetap', 'gasampe', 'sampai', 'dan', 'tanggal', 'aku', 'complain', 'lagi', 'baru', 'sampai', 'hari', 'ini', 'tanggal', 'kalo', 'dari', 'sellernya', 'sellernya', 'ramah', 'ditanya', 'juga', 'bantu', 'dengan', 'baik', 'semoga', 'cocok']"
116,barang sampai dalam keadaan baik sayang untuk cap nya waktu dibuka ternyata cukup mudah lepas,barang sampai dalam keadaan baik sayang untuk cap nya waktu dibuka ternyata cukup mudah lepas,"['barang', 'sampai', 'dalam', 'keadaan', 'baik', 'sayang', 'untuk', 'cap', 'nya', 'waktu', 'dibuka', 'ternyata', 'cukup', 'mudah', 'lepas']"
117,jerawat aku lebih sering muncul di dagu dan dahi obat ini di oles di wajah tiap malam sebelum tidur jerawat sembuh hari kemudian namun aku merasa selalu ada muncul jerawat di bagian wajah lainnya sehingga tiada hari tanpa totol obat ini di wajah yang sukanya ini ga buat kulit kering walopun bahannya bukan jenis yg lembut tetep semangat dan optimis wajah sembuh dari jerawat besar,jerawat aku lebih sering muncul di dagu dan dahi obat ini di oles di wajah tiap malam sebelum tidur jerawat sembuh hari kemudian namun aku merasa selalu ada muncul jerawat di bagian wajah lainnya sehingga tiada hari tanpa totol obat ini di wajah yang sukanya ini enggak buat kulit kering walopun bahannya bukan jenis yang lembut tetap semangat dan optimis wajah sembuh dari jerawat besar,"['jerawat', 'aku', 'lebih', 'sering', 'muncul', 'di', 'dagu', 'dan', 'dahi', 'obat', 'ini', 'di', 'oles', 'di', 'wajah', 'tiap', 'malam', 'sebelum', 'tidur', 'jerawat', 'sembuh', 'hari', 'kemudian', 'namun', 'aku', 'merasa', 'selalu', 'ada', 'muncul', 'jerawat', 'di', 'bagian', 'wajah', 'lainnya', 'sehingga', 'tiada', 'hari', 'tanpa', 'totol', 'obat', 'ini', 'di', 'wajah', 'yang', 'sukanya', 'ini', 'enggak', 'buat', 'kulit', 'kering', 'walopun', 'bahannya', 'bukan', 'jenis', 'yang', 'lembut', 'tetap', 'semangat', 'dan', 'optimis', 'wajah', 'sembuh', 'dari', 'jerawat', 'besar']"
