,Review,Review_norm,review_tokens
0,barang sampai di saya plastik seal nya udh rusak hanya dikasi seal tape bening biar tutup gk kebuka maaf ya saya disni beli looo bayar loo bukan dapat barang gratisan tolong lebih diperhatikan quality control nya,barang sampai di saya plastik seal nya sudah rusak hanya dikasih seal tape bening biar tutup enggak kebuka maaf ya saya disini beli loh bayar lo bukan dapat barang gratisan tolong lebih diperhatikan quality control nya,"['barang', 'sampai', 'di', 'saya', 'plastik', 'seal', 'nya', 'sudah', 'rusak', 'hanya', 'dikasih', 'seal', 'tape', 'bening', 'biar', 'tutup', 'enggak', 'kebuka', 'maaf', 'ya', 'saya', 'disini', 'beli', 'loh', 'bayar', 'lo', 'bukan', 'dapat', 'barang', 'gratisan', 'tolong', 'lebih', 'diperhatikan', 'quality', 'control', 'nya']"
1,bau nya ko beda ya bikin mual aneh aja ngga kyk biasanya padahal aku udh repurchase fash wash skingame dari tahun kaget banget sih sumpah,bau nya kok beda ya bikin mual aneh saja enggak kayak biasanya padahal aku sudah repurchase fash wash skingame dari tahun kaget banget sih sumpah,"['bau', 'nya', 'kok', 'beda', 'ya', 'bikin', 'mual', 'aneh', 'saja', 'enggak', 'kayak', 'biasanya', 'padahal', 'aku', 'sudah', 'repurchase', 'fash', 'wash', 'skingame', 'dari', 'tahun', 'kaget', 'banget', 'sih', 'sumpah']"
2,no review found,no review found,"['no', 'review', 'found']"
3,tutup botol mampet,tutup botol mampet,"['tutup', 'botol', 'mampet']"
4,pump macet,pump macet,"['pump', 'macet']"
5,malah jadi breakout pdhl baru sekali pake,malah jadi breakout padahal baru sekali pakai,"['malah', 'jadi', 'breakout', 'padahal', 'baru', 'sekali', 'pakai']"
6,selangnya sependek apa sih sampe dia ilang kebawah wtf annoying bgt pakenya gmn coba udah aku cari tp gak ada selangnya pake tube ajalah kalo pake packaging kaya gini bermasalah mulu sayang bgt padahal formulanya sebagus itu tapi kalo packagingnya begini sihhh big no deh,selangnya sependek apa sih sampai dia hilang kebawah wtf annoying banget pakenya bagaimana coba sudah aku cari tapi enggak ada selangnya pakai tube ajalah kalo pakai packaging kayak begini bermasalah mulu sayang banget padahal formulanya sebagus itu tapi kalo packagingnya begini sih big no deh,"['selangnya', 'sependek', 'apa', 'sih', 'sampai', 'dia', 'hilang', 'kebawah', 'wtf', 'annoying', 'banget', 'pakenya', 'bagaimana', 'coba', 'sudah', 'aku', 'cari', 'tapi', 'enggak', 'ada', 'selangnya', 'pakai', 'tube', 'ajalah', 'kalo', 'pakai', 'packaging', 'kayak', 'begini', 'bermasalah', 'mulu', 'sayang', 'banget', 'padahal', 'formulanya', 'sebagus', 'itu', 'tapi', 'kalo', 'packagingnya', 'begini', 'sih', 'big', 'no', 'deh']"
7,ini parah banget seller dan pengiriman kurir udah lama banget kirimnya plus waktu sampai dibuka paketnya rusak gajelas ini seller tidak professional dan tidak niat jualan sama sekali meskipun official store tolong hargai customer dengan dapat membungkus paket dengan baik dan benar,ini parah banget seller dan pengiriman kurir sudah lama banget kirimnya plus waktu sampai dibuka paketnya rusak enggak jelas ini seller tidak professional dan tidak niat jualan sama sekali meskipun official store tolong hargai customer dengan dapat membungkus paket dengan baik dan benar,"['ini', 'parah', 'banget', 'seller', 'dan', 'pengiriman', 'kurir', 'sudah', 'lama', 'banget', 'kirimnya', 'plus', 'waktu', 'sampai', 'dibuka', 'paketnya', 'rusak', 'enggak', 'jelas', 'ini', 'seller', 'tidak', 'professional', 'dan', 'tidak', 'niat', 'jualan', 'sama', 'sekali', 'meskipun', 'official', 'store', 'tolong', 'hargai', 'customer', 'dengan', 'dapat', 'membungkus', 'paket', 'dengan', 'baik', 'dan', 'benar']"
8,untuk packaging suka bangettt dan pengeriman juga cepat cuman sorry bgt kykny memang ga cocok di aku kyk lgsg jerawatan besar gitu,untuk packaging suka banget dan pengeriman juga cepat cuman sorry banget kykny memang enggak cocok di aku kayak langsung jerawatan besar begitu,"['untuk', 'packaging', 'suka', 'banget', 'dan', 'pengeriman', 'juga', 'cepat', 'cuman', 'sorry', 'banget', 'kykny', 'memang', 'enggak', 'cocok', 'di', 'aku', 'kayak', 'langsung', 'jerawatan', 'besar', 'begitu']"
9,warnanya kuning kiri padahal baru dibuka punya saya sudah pemakaian bulan kanan masih bening,warnanya kuning kiri padahal baru dibuka punya saya sudah pemakaian bulan kanan masih bening,"['warnanya', 'kuning', 'kiri', 'padahal', 'baru', 'dibuka', 'punya', 'saya', 'sudah', 'pemakaian', 'bulan', 'kanan', 'masih', 'bening']"
10,bener jadi geprek gak pake bubble wrap sama sekali hancur semua,benar jadi geprek enggak pakai bubble wrap sama sekali hancur semua,"['benar', 'jadi', 'geprek', 'enggak', 'pakai', 'bubble', 'wrap', 'sama', 'sekali', 'hancur', 'semua']"
11,bikin bibir sangat kering mending pake vaselin,bikin bibir sangat kering mending pakai vaselin,"['bikin', 'bibir', 'sangat', 'kering', 'mending', 'pakai', 'vaselin']"
12,review singkat kurang ergonomis dan kurang fungsional sulit dibersihin,review singkat kurang ergonomis dan kurang fungsional sulit dibersihin,"['review', 'singkat', 'kurang', 'ergonomis', 'dan', 'kurang', 'fungsional', 'sulit', 'dibersihin']"
13,packing nya mengecewakan sekali kardus tidak di tape tidak ada plastik apapun hanya dibiarkan terbuka siapapun bisa membukanya dengan mudah dan lagi bubble wrap nya hanya selapis sangat mengecewakan padahal saya berbelanja di toko official,packing nya mengecewakan sekali kardus tidak di tape tidak ada plastik apapun hanya dibiarkan terbuka siapapun bisa membukanya dengan mudah dan lagi bubble wrap nya hanya selapis sangat mengecewakan padahal saya berbelanja di toko official,"['packing', 'nya', 'mengecewakan', 'sekali', 'kardus', 'tidak', 'di', 'tape', 'tidak', 'ada', 'plastik', 'apapun', 'hanya', 'dibiarkan', 'terbuka', 'siapapun', 'bisa', 'membukanya', 'dengan', 'mudah', 'dan', 'lagi', 'bubble', 'wrap', 'nya', 'hanya', 'selapis', 'sangat', 'mengecewakan', 'padahal', 'saya', 'berbelanja', 'di', 'toko', 'official']"
14,datang dalam keadaan rembes cairan berkurang ml diperkuat sealernya ya,datang dalam keadaan rembes cairan berkurang ml diperkuat sealernya ya,"['datang', 'dalam', 'keadaan', 'rembes', 'cairan', 'berkurang', 'ml', 'diperkuat', 'sealernya', 'ya']"
15,kalo ga dichat pesanan engga di konfirm kalo engga di chat barang pasti ga dianter paket tiba diluar estimasi sampai dng kurir next day padahal lgi butuh cepat,kalo enggak dichat pesanan enggak di konfirmasi kalo enggak di chat barang pasti enggak diantar paket tiba diluar estimasi sampai dengan kurir next day padahal lagi butuh cepat,"['kalo', 'enggak', 'dichat', 'pesanan', 'enggak', 'di', 'konfirmasi', 'kalo', 'enggak', 'di', 'chat', 'barang', 'pasti', 'enggak', 'diantar', 'paket', 'tiba', 'diluar', 'estimasi', 'sampai', 'dengan', 'kurir', 'next', 'day', 'padahal', 'lagi', 'butuh', 'cepat']"
16,pake yg kecil cocok tp pas coba yg ini ga cocok jerawat ga ilang malah mendem jadi benjolan gosong tp ga ilang lama banget keluar enggak ilang jg enggak trus nimbulin jerawat ditempat lain dikulit yg mulus aja sebel bgt,pakai yang kecil cocok tapi pas coba yang ini enggak cocok jerawat enggak hilang malah mendem jadi benjolan gosong tapi enggak hilang lama banget keluar enggak hilang juga enggak terus nimbulin jerawat ditempat lain dikulit yang mulus saja sebel banget,"['pakai', 'yang', 'kecil', 'cocok', 'tapi', 'pas', 'coba', 'yang', 'ini', 'enggak', 'cocok', 'jerawat', 'enggak', 'hilang', 'malah', 'mendem', 'jadi', 'benjolan', 'gosong', 'tapi', 'enggak', 'hilang', 'lama', 'banget', 'keluar', 'enggak', 'hilang', 'juga', 'enggak', 'terus', 'nimbulin', 'jerawat', 'ditempat', 'lain', 'dikulit', 'yang', 'mulus', 'saja', 'sebel', 'banget']"
17,malah bikin tambah banyak jerawat,malah bikin tambah banyak jerawat,"['malah', 'bikin', 'tambah', 'banyak', 'jerawat']"
18,barang bagus tapi pelayanan sellernya kurang bagus udah komplain hari senin rabu kok barang di pick up enggak di ambil ternyata lupa di kasihin ke kurir jawabannya berteletele,barang bagus tapi pelayanan sellernya kurang bagus sudah komplain hari senin rabu kok barang di pick up enggak di ambil ternyata lupa di kasihin ke kurir jawabannya berteletele,"['barang', 'bagus', 'tapi', 'pelayanan', 'sellernya', 'kurang', 'bagus', 'sudah', 'komplain', 'hari', 'senin', 'rabu', 'kok', 'barang', 'di', 'pick', 'up', 'enggak', 'di', 'ambil', 'ternyata', 'lupa', 'di', 'kasihin', 'ke', 'kurir', 'jawabannya', 'berteletele']"
19,belum bulan udah oksidasi warnanya jadi kuning,belum bulan sudah oksidasi warnanya jadi kuning,"['belum', 'bulan', 'sudah', 'oksidasi', 'warnanya', 'jadi', 'kuning']"
20,packingnya kurang aman untuk benda cair produknya tumpah karena kemasan essence nya tidak transparant jdi tidak tau tumpahnya seberapa,packingnya kurang aman untuk benda cair produknya tumpah karena kemasan essence nya tidak transparant jadi tidak tau tumpahnya seberapa,"['packingnya', 'kurang', 'aman', 'untuk', 'benda', 'cair', 'produknya', 'tumpah', 'karena', 'kemasan', 'essence', 'nya', 'tidak', 'transparant', 'jadi', 'tidak', 'tau', 'tumpahnya', 'seberapa']"
21,kalo utk packaging ok bgt ya rapi but fungsionalitas dari yang pore armour abis dibilas jadi putih kaya gini pas nyoba ke sodara aku terus dia ga ngilangin komedo samsek kalo yang acne warrior jg ga ngefek sih di wajahku kempes ngga kering ngga bikin mateng jg ngga even setelah hari pemakaian,kalo untuk packaging ok banget ya rapi but fungsionalitas dari yang pore armour habis dibilas jadi putih kayak begini pas mencoba ke sodara aku terus dia enggak menghilangkan komedo sama sekali kalo yang acne warrior juga enggak ngefek sih di wajahku kempes enggak kering enggak bikin mateng juga enggak even setelah hari pemakaian,"['kalo', 'untuk', 'packaging', 'ok', 'banget', 'ya', 'rapi', 'but', 'fungsionalitas', 'dari', 'yang', 'pore', 'armour', 'habis', 'dibilas', 'jadi', 'putih', 'kayak', 'begini', 'pas', 'mencoba', 'ke', 'sodara', 'aku', 'terus', 'dia', 'enggak', 'menghilangkan', 'komedo', 'sama', 'sekali', 'kalo', 'yang', 'acne', 'warrior', 'juga', 'enggak', 'ngefek', 'sih', 'di', 'wajahku', 'kempes', 'enggak', 'kering', 'enggak', 'bikin', 'mateng', 'juga', 'enggak', 'even', 'setelah', 'hari', 'pemakaian']"
22,ga ngaruh apa apa,enggak ngaruh apa apa,"['enggak', 'ngaruh', 'apa', 'apa']"
23,produk kurang cocok,produk kurang cocok,"['produk', 'kurang', 'cocok']"
24,susah diblend lama malah jadi peeling aneh banget susah nyerep juga,susah diblend lama malah jadi peeling aneh banget susah nyerep juga,"['susah', 'diblend', 'lama', 'malah', 'jadi', 'peeling', 'aneh', 'banget', 'susah', 'nyerep', 'juga']"
25,barang sesuai deskripsi isi paket aman cuma ternyata ini whitecast bikin muka jadi belang abu abu dempul banget kalau dipakai dosis anjuran sunscreen sendok teh memang ga lengket cuma bikin muka jadi kerasa kering ketarik kesat terus jadi gatal malahan kalau kena keringat langsung luntur kacau whitecastnya patchy dimana mana,barang sesuai deskripsi isi paket aman cuma ternyata ini whitecast bikin muka jadi belang abu abu dempul banget kalau dipakai dosis anjuran sunscreen sendok teh memang enggak lengket cuma bikin muka jadi kerasa kering tertarik kesat terus jadi gatal malahan kalau kena keringat langsung luntur kacau whitecastnya patchy dimana mana,"['barang', 'sesuai', 'deskripsi', 'isi', 'paket', 'aman', 'cuma', 'ternyata', 'ini', 'whitecast', 'bikin', 'muka', 'jadi', 'belang', 'abu', 'abu', 'dempul', 'banget', 'kalau', 'dipakai', 'dosis', 'anjuran', 'sunscreen', 'sendok', 'teh', 'memang', 'enggak', 'lengket', 'cuma', 'bikin', 'muka', 'jadi', 'kerasa', 'kering', 'tertarik', 'kesat', 'terus', 'jadi', 'gatal', 'malahan', 'kalau', 'kena', 'keringat', 'langsung', 'luntur', 'kacau', 'whitecastnya', 'patchy', 'dimana', 'mana']"
26,isinya pink hero  sama aja kya beli harga normal mana penyok,isinya pink hero  sama saja kaya beli harga normal mana penyok,"['isinya', 'pink', 'hero', 'sama', 'saja', 'kaya', 'beli', 'harga', 'normal', 'mana', 'penyok']"
27,maaf banget tp ini susah banget diratainnya dan whitecast parah bikin kulit jadi kering banget,maaf banget tapi ini susah banget diratainnya dan whitecast parah bikin kulit jadi kering banget,"['maaf', 'banget', 'tapi', 'ini', 'susah', 'banget', 'diratainnya', 'dan', 'whitecast', 'parah', 'bikin', 'kulit', 'jadi', 'kering', 'banget']"
28,warna nya kuning entah karena apa,warna nya kuning entah karena apa,"['warna', 'nya', 'kuning', 'entah', 'karena', 'apa']"
29,abis pake ini besokannya langsung muncul banyak jerawat kecil,habis pakai ini besokannya langsung muncul banyak jerawat kecil,"['habis', 'pakai', 'ini', 'besokannya', 'langsung', 'muncul', 'banyak', 'jerawat', 'kecil']"
30,isinya berantakan,isinya berantakan,"['isinya', 'berantakan']"
31,bikin aku jerawatan,bikin aku jerawatan,"['bikin', 'aku', 'jerawatan']"
32,tidak cocok di kulit saya yang kombinasi berjerawat udah dipake seminggu tetep nge trigger jerawat jadi tidak saya pakai klo ad yg mau beli dari saya harga miring boleh kontak saya,tidak cocok di kulit saya yang kombinasi berjerawat sudah dipakai seminggu tetap nge trigger jerawat jadi tidak saya pakai kalo ada yang mau beli dari saya harga miring boleh kontak saya,"['tidak', 'cocok', 'di', 'kulit', 'saya', 'yang', 'kombinasi', 'berjerawat', 'sudah', 'dipakai', 'seminggu', 'tetap', 'nge', 'trigger', 'jerawat', 'jadi', 'tidak', 'saya', 'pakai', 'kalo', 'ada', 'yang', 'mau', 'beli', 'dari', 'saya', 'harga', 'miring', 'boleh', 'kontak', 'saya']"
33,isi lumayan dikit hanya setengah botol tp pengiriman cepat,isi lumayan dikit hanya setengah botol tapi pengiriman cepat,"['isi', 'lumayan', 'dikit', 'hanya', 'setengah', 'botol', 'tapi', 'pengiriman', 'cepat']"
34,agak bruntusan di kulit untuk service admin,agak bruntusan di kulit untuk service admin,"['agak', 'bruntusan', 'di', 'kulit', 'untuk', 'service', 'admin']"
35,isinya gk full tengah nya kosong baru di pake se ujung ujung nya pas nyampe tengah langsung merosot ke ujung bawah  parah tapi product nya aku cocok makasih tp lain kali jujur lahhh jangan tengah nya dibkosongin ujung atas bawah nya aja yg diiisi ,isinya enggak full tengah nya kosong baru di pakai se ujung ujung nya pas sampai tengah langsung merosot ke ujung bawah  parah tapi product nya aku cocok terima kasih tapi lain kali jujur lah jangan tengah nya dibkosongin ujung atas bawah nya saja yang diiisi ,"['isinya', 'enggak', 'full', 'tengah', 'nya', 'kosong', 'baru', 'di', 'pakai', 'se', 'ujung', 'ujung', 'nya', 'pas', 'sampai', 'tengah', 'langsung', 'merosot', 'ke', 'ujung', 'bawah', 'parah', 'tapi', 'product', 'nya', 'aku', 'cocok', 'terima', 'kasih', 'tapi', 'lain', 'kali', 'jujur', 'lah', 'jangan', 'tengah', 'nya', 'dibkosongin', 'ujung', 'atas', 'bawah', 'nya', 'saja', 'yang', 'diiisi']"
36,udah hari pake menurut aku  aja sik mungkin ga ngaruh di aku apa lg jerawat gede cuma jerawat ga ada reaksi apa cm bagusnya ga bikin kering aja sih mungkin utk jerawat kecil ngaruh jadi pas di oles ga tau ada efek bekerja atau ga but it  okay,sudah hari pakai menurut aku  saja sik mungkin enggak ngaruh di aku apa lagi jerawat gede cuma jerawat enggak ada reaksi apa cuma bagusnya enggak bikin kering saja sih mungkin untuk jerawat kecil ngaruh jadi pas di oles enggak tau ada efek bekerja atau enggak but itu  okay,"['sudah', 'hari', 'pakai', 'menurut', 'aku', 'saja', 'sik', 'mungkin', 'enggak', 'ngaruh', 'di', 'aku', 'apa', 'lagi', 'jerawat', 'gede', 'cuma', 'jerawat', 'enggak', 'ada', 'reaksi', 'apa', 'cuma', 'bagusnya', 'enggak', 'bikin', 'kering', 'saja', 'sih', 'mungkin', 'untuk', 'jerawat', 'kecil', 'ngaruh', 'jadi', 'pas', 'di', 'oles', 'enggak', 'tau', 'ada', 'efek', 'bekerja', 'atau', 'enggak', 'but', 'itu', 'okay']"
37,sudah saya pakai efeknya biasa saja mungkin emang membetikan efek berbeda tiap individu,sudah saya pakai efeknya biasa saja mungkin memang membetikan efek berbeda tiap individu,"['sudah', 'saya', 'pakai', 'efeknya', 'biasa', 'saja', 'mungkin', 'memang', 'membetikan', 'efek', 'berbeda', 'tiap', 'individu']"
38,beli atas rekomendasi temen tapi di saya kayaknya kurang ngefek yaa gak ada perubahan berarti pasa jerawat setelah malam pake akhirnya yaa sembuh sendiri aja,beli atas rekomendasi teman tapi di saya kayaknya kurang ngefek ya enggak ada perubahan berarti pasa jerawat setelah malam pakai akhirnya ya sembuh sendiri saja,"['beli', 'atas', 'rekomendasi', 'teman', 'tapi', 'di', 'saya', 'kayaknya', 'kurang', 'ngefek', 'ya', 'enggak', 'ada', 'perubahan', 'berarti', 'pasa', 'jerawat', 'setelah', 'malam', 'pakai', 'akhirnya', 'ya', 'sembuh', 'sendiri', 'saja']"
39,tutup botol serum dan tutup pump yg plastik nyatu ga bisa dibuka buka serumnya jadinya manual ga pake pump jadi khawatir ga bersih krn skrg ngambil serumnya nyendok,tutup botol serum dan tutup pump yang plastik nyatu enggak bisa dibuka buka serumnya jadinya manual enggak pakai pump jadi khawatir enggak bersih karena sekarang ngambil serumnya nyendok,"['tutup', 'botol', 'serum', 'dan', 'tutup', 'pump', 'yang', 'plastik', 'nyatu', 'enggak', 'bisa', 'dibuka', 'buka', 'serumnya', 'jadinya', 'manual', 'enggak', 'pakai', 'pump', 'jadi', 'khawatir', 'enggak', 'bersih', 'karena', 'sekarang', 'ngambil', 'serumnya', 'nyendok']"
40,bau banget belerang,bau banget belerang,"['bau', 'banget', 'belerang']"
41,belum ada perubahan signifikan ya jerawat belum kempes,belum ada perubahan signifikan ya jerawat belum kempes,"['belum', 'ada', 'perubahan', 'signifikan', 'ya', 'jerawat', 'belum', 'kempes']"
42,dapet tekstur sudah keras dan menggumpal,dapat tekstur sudah keras dan menggumpal,"['dapat', 'tekstur', 'sudah', 'keras', 'dan', 'menggumpal']"
43,diterima dalam keaadan bocor seperti bekas lubang paku jd isinya tumpah jadi aku lem biar isinya gak tumpah baru pertama belanja disini malah kecewa padahal official store malas aja mau complain ntar lama lagi prosesnya,diterima dalam keaadan bocor seperti bekas lubang paku jadi isinya tumpah jadi aku lem biar isinya enggak tumpah baru pertama belanja disini malah kecewa padahal official store malas saja mau complain entar lama lagi prosesnya,"['diterima', 'dalam', 'keaadan', 'bocor', 'seperti', 'bekas', 'lubang', 'paku', 'jadi', 'isinya', 'tumpah', 'jadi', 'aku', 'lem', 'biar', 'isinya', 'enggak', 'tumpah', 'baru', 'pertama', 'belanja', 'disini', 'malah', 'kecewa', 'padahal', 'official', 'store', 'malas', 'saja', 'mau', 'complain', 'entar', 'lama', 'lagi', 'prosesnya']"
44,teksturnya kental banget di aku kurang ngefek sih probably ga beli lagi,teksturnya kental banget di aku kurang ngefek sih probably enggak beli lagi,"['teksturnya', 'kental', 'banget', 'di', 'aku', 'kurang', 'ngefek', 'sih', 'probably', 'enggak', 'beli', 'lagi']"
45,botol semprotnya suka ngawur arahnya,botol semprotnya suka ngawur arahnya,"['botol', 'semprotnya', 'suka', 'ngawur', 'arahnya']"
46,produk baguss sering repurchase tapi suka kesel sama pumpnya isi masi banyak tapi gk kluar di pump susah kali pump nya,produk bagus sering repurchase tapi suka kesel sama pumpnya isi masih banyak tapi enggak keluar di pump susah kali pump nya,"['produk', 'bagus', 'sering', 'repurchase', 'tapi', 'suka', 'kesel', 'sama', 'pumpnya', 'isi', 'masih', 'banyak', 'tapi', 'enggak', 'keluar', 'di', 'pump', 'susah', 'kali', 'pump', 'nya']"
47,packaging botol nya dari plastik dan super ringan ga kerasa mahal,packaging botol nya dari plastik dan super ringan enggak kerasa mahal,"['packaging', 'botol', 'nya', 'dari', 'plastik', 'dan', 'super', 'ringan', 'enggak', 'kerasa', 'mahal']"
48,kurang cocok malah memperparah jerawat saya,kurang cocok malah memperparah jerawat saya,"['kurang', 'cocok', 'malah', 'memperparah', 'jerawat', 'saya']"
49,ga ada perubahan pada jerawat,enggak ada perubahan pada jerawat,"['enggak', 'ada', 'perubahan', 'pada', 'jerawat']"
50,kemasannya kurang padahal ekspektasi aku tinggi ke skingame krn pertama kali coba beli tp kenapa yg datang begini yaa semoga kedepannya packaging bisa lebih aman dan ada kardusnya lagi ini cuma dilapisin langsung sm bubble wrap,kemasannya kurang padahal ekspektasi aku tinggi ke skingame karena pertama kali coba beli tapi kenapa yang datang begini ya semoga kedepannya packaging bisa lebih aman dan ada kardusnya lagi ini cuma dilapisin langsung sama bubble wrap,"['kemasannya', 'kurang', 'padahal', 'ekspektasi', 'aku', 'tinggi', 'ke', 'skingame', 'karena', 'pertama', 'kali', 'coba', 'beli', 'tapi', 'kenapa', 'yang', 'datang', 'begini', 'ya', 'semoga', 'kedepannya', 'packaging', 'bisa', 'lebih', 'aman', 'dan', 'ada', 'kardusnya', 'lagi', 'ini', 'cuma', 'dilapisin', 'langsung', 'sama', 'bubble', 'wrap']"
51,hallo seller ini pertama kalimya beli skin game acne warrior ini salah satu woshlist ku sampe nabung nyisihin uang  pas ke checkout pengirimannya lama banget estimasi tima tanggal aku co tanggal baru sampe tanggal padahal cuma dr jakarta ke jogja aja terus pengirimannya pas aku cek malah lwt makassar aneh bgt karna uda sering beli barang di jakarta paling lama hari sampe agak khawatir sbnrnya sama stabilitas obat dan sediaan produknya tapi packaging aman si semoga gapapa ya dan ngasi efek walau teksturnya agak lengket dan warnanya ga bening ternyata berharap banget sama produk ini makasih,halo seller ini pertama kalimya beli skin game acne warrior ini salah satu woshlist ku sampai nabung nyisihin uang  pas ke checkout pengirimannya lama banget estimasi tima tanggal aku checkout tanggal baru sampai tanggal padahal cuma dari jakarta ke jogja saja terus pengirimannya pas aku cek malah lewat makassar aneh banget karena sudah sering beli barang di jakarta paling lama hari sampai agak khawatir sebenarnya sama stabilitas obat dan sediaan produknya tapi packaging aman sih semoga gapapa ya dan mengasih efek walau teksturnya agak lengket dan warnanya enggak bening ternyata berharap banget sama produk ini terima kasih,"['halo', 'seller', 'ini', 'pertama', 'kalimya', 'beli', 'skin', 'game', 'acne', 'warrior', 'ini', 'salah', 'satu', 'woshlist', 'ku', 'sampai', 'nabung', 'nyisihin', 'uang', 'pas', 'ke', 'checkout', 'pengirimannya', 'lama', 'banget', 'estimasi', 'tima', 'tanggal', 'aku', 'checkout', 'tanggal', 'baru', 'sampai', 'tanggal', 'padahal', 'cuma', 'dari', 'jakarta', 'ke', 'jogja', 'saja', 'terus', 'pengirimannya', 'pas', 'aku', 'cek', 'malah', 'lewat', 'makassar', 'aneh', 'banget', 'karena', 'sudah', 'sering', 'beli', 'barang', 'di', 'jakarta', 'paling', 'lama', 'hari', 'sampai', 'agak', 'khawatir', 'sebenarnya', 'sama', 'stabilitas', 'obat', 'dan', 'sediaan', 'produknya', 'tapi', 'packaging', 'aman', 'sih', 'semoga', 'gapapa', 'ya', 'dan', 'mengasih', 'efek', 'walau', 'teksturnya', 'agak', 'lengket', 'dan', 'warnanya', 'enggak', 'bening', 'ternyata', 'berharap', 'banget', 'sama', 'produk', 'ini', 'terima', 'kasih']"
52,belum dipake paket sampe dg cepat sayang kenapa pas dibuka kemasannya harusnya dicover atau diseal just little input pas dibuka pada tumpahan dikit si untung pelan pelan bukanya kalau agak buru bisa tumpah banyak,belum dipakai paket sampai dengan cepat sayang kenapa pas dibuka kemasannya harusnya dicover atau diseal just little input pas dibuka pada tumpahan dikit sih untung pelan pelan bukanya kalau agak buru bisa tumpah banyak,"['belum', 'dipakai', 'paket', 'sampai', 'dengan', 'cepat', 'sayang', 'kenapa', 'pas', 'dibuka', 'kemasannya', 'harusnya', 'dicover', 'atau', 'diseal', 'just', 'little', 'input', 'pas', 'dibuka', 'pada', 'tumpahan', 'dikit', 'sih', 'untung', 'pelan', 'pelan', 'bukanya', 'kalau', 'agak', 'buru', 'bisa', 'tumpah', 'banyak']"
53,tidak terlalu bekerja dikulitku malahan bisa dibilang ga bekerja but it  okay,tidak terlalu bekerja dikulitku malahan bisa dibilang enggak bekerja but itu  okay,"['tidak', 'terlalu', 'bekerja', 'dikulitku', 'malahan', 'bisa', 'dibilang', 'enggak', 'bekerja', 'but', 'itu', 'okay']"
54,produk yang dinanti nanti pas sampe malah kecewa dengan packagingnya kardusnya gak diberi perekat sama sekali untungnya produk gak jatuh dan aman,produk yang dinanti nanti pas sampai malah kecewa dengan packagingnya kardusnya enggak diberi perekat sama sekali untungnya produk enggak jatuh dan aman,"['produk', 'yang', 'dinanti', 'nanti', 'pas', 'sampai', 'malah', 'kecewa', 'dengan', 'packagingnya', 'kardusnya', 'enggak', 'diberi', 'perekat', 'sama', 'sekali', 'untungnya', 'produk', 'enggak', 'jatuh', 'dan', 'aman']"
55,terima kasih tapi dalam masalah membasmi komedo produk ini gak sebagus    pore stamping black mask ex apalagi ada sisa clay putih di area  yang suliiit sekali dibasuh saya cukup berpengalaman menggunakan clay mask ya saya tidak berharap ini akan sebaik clay mask innisfree tapi bahkan masker sari ayu lebih mudah dibasuh ketimbang skingame ini mohon ditingkatkan formulasinya ya,terima kasih tapi dalam masalah membasmi komedo produk ini enggak sebagus    pore stamping black mask ex apalagi ada sisa clay putih di area  yang suliiit sekali dibasuh saya cukup berpengalaman menggunakan clay mask ya saya tidak berharap ini akan sebaik clay mask innisfree tapi bahkan masker sari ayu lebih mudah dibasuh ketimbang skingame ini mohon ditingkatkan formulasinya ya,"['terima', 'kasih', 'tapi', 'dalam', 'masalah', 'membasmi', 'komedo', 'produk', 'ini', 'enggak', 'sebagus', 'pore', 'stamping', 'black', 'mask', 'ex', 'apalagi', 'ada', 'sisa', 'clay', 'putih', 'di', 'area', 'yang', 'suliiit', 'sekali', 'dibasuh', 'saya', 'cukup', 'berpengalaman', 'menggunakan', 'clay', 'mask', 'ya', 'saya', 'tidak', 'berharap', 'ini', 'akan', 'sebaik', 'clay', 'mask', 'innisfree', 'tapi', 'bahkan', 'masker', 'sari', 'ayu', 'lebih', 'mudah', 'dibasuh', 'ketimbang', 'skingame', 'ini', 'mohon', 'ditingkatkan', 'formulasinya', 'ya']"
56,beli ini tujuannya untuk kurangi minyak wajah basically zero result di hari ke pakai kalau ada hasil di hari ke saya rubah ratingnya,beli ini tujuannya untuk kurangi minyak wajah basically zero result di hari ke pakai kalau ada hasil di hari ke saya rubah ratingnya,"['beli', 'ini', 'tujuannya', 'untuk', 'kurangi', 'minyak', 'wajah', 'basically', 'zero', 'result', 'di', 'hari', 'ke', 'pakai', 'kalau', 'ada', 'hasil', 'di', 'hari', 'ke', 'saya', 'rubah', 'ratingnya']"
