,Review,Review_norm,review_tokens,review_tokens_SR
0,no review found,no review found,"['no', 'review', 'found']","['no', 'review', 'found']"
1,ini parah banget seller dan pengiriman kurir udah lama banget kirimnya plus waktu sampai dibuka paketnya rusak gajelas ini seller tidak professional dan tidak niat jualan sama sekali meskipun official store tolong hargai customer dengan dapat membungkus paket dengan baik dan benar,ini parah banget seller dan pengiriman kurir sudah lama banget kirimnya plus waktu sampai dibuka paketnya rusak enggak jelas ini seller tidak professional dan tidak niat jualan sama sekali meskipun official store tolong hargai customer dengan dapat membungkus paket dengan baik dan benar,"['ini', 'parah', 'banget', 'seller', 'dan', 'pengiriman', 'kurir', 'sudah', 'lama', 'banget', 'kirimnya', 'plus', 'waktu', 'sampai', 'dibuka', 'paketnya', 'rusak', 'enggak', 'jelas', 'ini', 'seller', 'tidak', 'professional', 'dan', 'tidak', 'niat', 'jualan', 'sama', 'sekali', 'meskipun', 'official', 'store', 'tolong', 'hargai', 'customer', 'dengan', 'dapat', 'membungkus', 'paket', 'dengan', 'baik', 'dan', 'benar']","['parah', 'banget', 'seller', 'pengiriman', 'kurir', 'lama', 'banget', 'kirimnya', 'plus', 'waktu', 'dibuka', 'paketnya', 'rusak', 'enggak', 'jelas', 'seller', 'professional', 'niat', 'jualan', 'sama', 'sekali', 'meskipun', 'official', 'store', 'hargai', 'customer', 'membungkus', 'paket', 'baik', 'benar']"
2,tipe kulitku sensitif,tipe kulitku sensitif,"['tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'sensitif']"
3,baru pertama kali coba baca review banyak yang kasih nilai bagus semoga cocok yaa,baru pertama kali coba baca review banyak yang kasih nilai bagus semoga cocok ya,"['baru', 'pertama', 'kali', 'coba', 'baca', 'review', 'banyak', 'yang', 'kasih', 'nilai', 'bagus', 'semoga', 'cocok', 'ya']","['baru', 'pertama', 'kali', 'coba', 'baca', 'review', 'banyak', 'kasih', 'nilai', 'bagus', 'semoga', 'cocok']"
4,kotaknya penyok untung pake bubble wrap yg tebal barang aman deh,kotaknya penyok untung pakai bubble wrap yang tebal barang aman deh,"['kotaknya', 'penyok', 'untung', 'pakai', 'bubble', 'wrap', 'yang', 'tebal', 'barang', 'aman', 'deh']","['kotaknya', 'penyok', 'untung', 'pakai', 'bubble', 'wrap', 'tebal', 'barang', 'aman', 'deh']"
5,for the first time mau cobain moisturizer viral ini semoga cocok deh sama bumil iniii ,for the first time mau mencoba moisturizer viral ini semoga cocok deh sama bumil ini ,"['for', 'the', 'first', 'time', 'mau', 'mencoba', 'moisturizer', 'viral', 'ini', 'semoga', 'cocok', 'deh', 'sama', 'bumil', 'ini']","['for', 'the', 'first', 'time', 'mau', 'mencoba', 'moisturizer', 'viral', 'semoga', 'cocok', 'deh', 'sama', 'bumil']"
6,enak bahannya lebih cocok daripada formula lama muka gak benyek bgt,enak bahannya lebih cocok daripada formula lama muka enggak benyek banget,"['enak', 'bahannya', 'lebih', 'cocok', 'daripada', 'formula', 'lama', 'muka', 'enggak', 'benyek', 'banget']","['enak', 'bahannya', 'lebih', 'cocok', 'formula', 'lama', 'muka', 'enggak', 'benyek', 'banget']"
7,gentle moist dan isinya banyak love the new packaging,gentle moist dan isinya banyak love the new packaging,"['gentle', 'moist', 'dan', 'isinya', 'banyak', 'love', 'the', 'new', 'packaging']","['gentle', 'moist', 'isinya', 'banyak', 'love', 'the', 'new', 'packaging']"
8,bahannya ringan lembab dan ukuran cocok untuk dibawa traveling thank you seller,bahannya ringan lembab dan ukuran cocok untuk dibawa traveling thank you seller,"['bahannya', 'ringan', 'lembab', 'dan', 'ukuran', 'cocok', 'untuk', 'dibawa', 'traveling', 'thank', 'you', 'seller']","['bahannya', 'ringan', 'lembab', 'ukuran', 'cocok', 'dibawa', 'traveling', 'thank', 'you', 'seller']"
9,tipe kulitku berminyak masalah kulitku pori besar tipe kulitku sensitif aku cocok pake ini hasilnya melembabkan dan alhamdulillah sejauh ini di kulit aman,tipe kulitku berminyak masalah kulitku pori besar tipe kulitku sensitif aku cocok pakai ini hasilnya melembabkan dan alhamdulillah sejauh ini di kulit aman,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif', 'aku', 'cocok', 'pakai', 'ini', 'hasilnya', 'melembabkan', 'dan', 'alhamdulillah', 'sejauh', 'ini', 'di', 'kulit', 'aman']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif', 'aku', 'cocok', 'pakai', 'hasilnya', 'melembabkan', 'alhamdulillah', 'sejauh', 'kulit', 'aman']"
10,agak kecewa sama pelayanan kali ini berhari nggak dikirim setelah kita chat kalau mau batalin biar bisa ganti one day shipping karena udah mepet mau dipake travelling malah besokannya langsung dikirim pakai pengiriman awal yg regular alhasil barangnya malah jadi nggak kepake karena telat sampai,agak kecewa sama pelayanan kali ini berhari enggak dikirim setelah kita chat kalau mau batalin biar bisa ganti one day shipping karena sudah mepet mau dipakai travelling malah besokannya langsung dikirim pakai pengiriman awal yang regular alhasil barangnya malah jadi enggak terpakai karena telat sampai,"['agak', 'kecewa', 'sama', 'pelayanan', 'kali', 'ini', 'berhari', 'enggak', 'dikirim', 'setelah', 'kita', 'chat', 'kalau', 'mau', 'batalin', 'biar', 'bisa', 'ganti', 'one', 'day', 'shipping', 'karena', 'sudah', 'mepet', 'mau', 'dipakai', 'travelling', 'malah', 'besokannya', 'langsung', 'dikirim', 'pakai', 'pengiriman', 'awal', 'yang', 'regular', 'alhasil', 'barangnya', 'malah', 'jadi', 'enggak', 'terpakai', 'karena', 'telat', 'sampai']","['kecewa', 'sama', 'pelayanan', 'kali', 'berhari', 'enggak', 'dikirim', 'chat', 'kalau', 'mau', 'batalin', 'biar', 'ganti', 'one', 'day', 'shipping', 'mepet', 'mau', 'dipakai', 'travelling', 'malah', 'besokannya', 'langsung', 'dikirim', 'pakai', 'pengiriman', 'awal', 'regular', 'alhasil', 'barangnya', 'malah', 'jadi', 'enggak', 'terpakai', 'telat']"
11,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar tipe kulitku kombinasi,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar tipe kulitku kombinasi,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'kombinasi']"
12,josssss gandosss,jos gandos,"['jos', 'gandos']","['jos', 'gandos']"
13,melembapkan bruntusan ku di dahi hilang pakek ini,melembapkan bruntusan ku di dahi hilang pakai ini,"['melembapkan', 'bruntusan', 'ku', 'di', 'dahi', 'hilang', 'pakai', 'ini']","['melembapkan', 'bruntusan', 'ku', 'dahi', 'hilang', 'pakai']"
14,cocok banget,cocok banget,"['cocok', 'banget']","['cocok', 'banget']"
15,selalu bagus,selalu bagus,"['selalu', 'bagus']","['selalu', 'bagus']"
16,packaging rapi dan aman thank you seller,packaging rapi dan aman thank you seller,"['packaging', 'rapi', 'dan', 'aman', 'thank', 'you', 'seller']","['packaging', 'rapi', 'aman', 'thank', 'you', 'seller']"
17,proses dikirimnya lama barang so far oke oke saja packingnya super aman,proses dikirimnya lama barang so far oke oke saja packingnya super aman,"['proses', 'dikirimnya', 'lama', 'barang', 'so', 'far', 'oke', 'oke', 'saja', 'packingnya', 'super', 'aman']","['proses', 'dikirimnya', 'lama', 'barang', 'so', 'far', 'oke', 'oke', 'packingnya', 'super', 'aman']"
18,prodak yg dikirim sesuai pesanan,produk yang dikirim sesuai pesanan,"['produk', 'yang', 'dikirim', 'sesuai', 'pesanan']","['produk', 'dikirim', 'sesuai', 'pesanan']"
19,nice,nice,['nice'],['nice']
20,kerennn,keren,['keren'],['keren']
21,pengiriman sengaja pakai gosend biar cepat tapi ternyata ga dikirim setelah hari malah disuruh reorder dengan alasan bakal dapet kompensasi taunya pas reorder sampenya pun malam bgt kompensasi yg dijanjikan gada udh beberapa kali beli baru kali ini kecewa,pengiriman sengaja pakai gosend biar cepat tapi ternyata enggak dikirim setelah hari malah disuruh reorder dengan alasan bakal dapat kompensasi taunya pas reorder sampai pun malam banget kompensasi yang dijanjikan enggak ada sudah beberapa kali beli baru kali ini kecewa,"['pengiriman', 'sengaja', 'pakai', 'gosend', 'biar', 'cepat', 'tapi', 'ternyata', 'enggak', 'dikirim', 'setelah', 'hari', 'malah', 'disuruh', 'reorder', 'dengan', 'alasan', 'bakal', 'dapat', 'kompensasi', 'taunya', 'pas', 'reorder', 'sampai', 'pun', 'malam', 'banget', 'kompensasi', 'yang', 'dijanjikan', 'enggak', 'ada', 'sudah', 'beberapa', 'kali', 'beli', 'baru', 'kali', 'ini', 'kecewa']","['pengiriman', 'sengaja', 'pakai', 'gosend', 'biar', 'cepat', 'ternyata', 'enggak', 'dikirim', 'hari', 'malah', 'disuruh', 'reorder', 'alasan', 'bakal', 'kompensasi', 'taunya', 'pas', 'reorder', 'malam', 'banget', 'kompensasi', 'dijanjikan', 'enggak', 'beberapa', 'kali', 'beli', 'baru', 'kali', 'kecewa']"
22,cepat meresap ringan di kulit wajah cuman buat dryskin krg melembabkan tapi enak buat prep sblm makeup,cepat meresap ringan di kulit wajah cuman buat dryskin kurang melembabkan tapi enak buat prep sebelum makeup,"['cepat', 'meresap', 'ringan', 'di', 'kulit', 'wajah', 'cuman', 'buat', 'dryskin', 'kurang', 'melembabkan', 'tapi', 'enak', 'buat', 'prep', 'sebelum', 'makeup']","['cepat', 'meresap', 'ringan', 'kulit', 'wajah', 'cuman', 'buat', 'dryskin', 'kurang', 'melembabkan', 'enak', 'buat', 'prep', 'makeup']"
23,seller sangat cepat memproses barang packing sangat baik dan aman reliable sangat,seller sangat cepat memproses barang packing sangat baik dan aman reliable sangat,"['seller', 'sangat', 'cepat', 'memproses', 'barang', 'packing', 'sangat', 'baik', 'dan', 'aman', 'reliable', 'sangat']","['seller', 'sangat', 'cepat', 'memproses', 'barang', 'packing', 'sangat', 'baik', 'aman', 'reliable', 'sangat']"
24,cocok di kulit normal,cocok di kulit normal,"['cocok', 'di', 'kulit', 'normal']","['cocok', 'kulit', 'normal']"
25,selangnya sependek apa sih sampe dia ilang kebawah wtf annoying bgt pakenya gmn coba udah aku cari tp gak ada selangnya pake tube ajalah kalo pake packaging kaya gini bermasalah mulu sayang bgt padahal formulanya sebagus itu tapi kalo packagingnya begini sihhh big no deh,selangnya sependek apa sih sampai dia hilang kebawah wtf annoying banget pakenya bagaimana coba sudah aku cari tapi enggak ada selangnya pakai tube ajalah kalo pakai packaging kayak begini bermasalah mulu sayang banget padahal formulanya sebagus itu tapi kalo packagingnya begini sih big no deh,"['selangnya', 'sependek', 'apa', 'sih', 'sampai', 'dia', 'hilang', 'kebawah', 'wtf', 'annoying', 'banget', 'pakenya', 'bagaimana', 'coba', 'sudah', 'aku', 'cari', 'tapi', 'enggak', 'ada', 'selangnya', 'pakai', 'tube', 'ajalah', 'kalo', 'pakai', 'packaging', 'kayak', 'begini', 'bermasalah', 'mulu', 'sayang', 'banget', 'padahal', 'formulanya', 'sebagus', 'itu', 'tapi', 'kalo', 'packagingnya', 'begini', 'sih', 'big', 'no', 'deh']","['selangnya', 'sependek', 'apa', 'sih', 'hilang', 'kebawah', 'wtf', 'annoying', 'banget', 'pakenya', 'bagaimana', 'coba', 'aku', 'cari', 'enggak', 'selangnya', 'pakai', 'tube', 'ajalah', 'kalo', 'pakai', 'packaging', 'kayak', 'begini', 'bermasalah', 'mulu', 'sayang', 'banget', 'padahal', 'formulanya', 'sebagus', 'kalo', 'packagingnya', 'begini', 'sih', 'big', 'no', 'deh']"
26,akhirnya mendarat pelembab kesayangan,akhirnya mendarat pelembab kesayangan,"['akhirnya', 'mendarat', 'pelembab', 'kesayangan']","['akhirnya', 'mendarat', 'pelembab', 'kesayangan']"
27,mantap pesanan sesuai dan seller responsif packing aman banget tebal bravo seller,mantap pesanan sesuai dan seller responsif packing aman banget tebal bravo seller,"['mantap', 'pesanan', 'sesuai', 'dan', 'seller', 'responsif', 'packing', 'aman', 'banget', 'tebal', 'bravo', 'seller']","['mantap', 'pesanan', 'sesuai', 'seller', 'responsif', 'packing', 'aman', 'banget', 'tebal', 'bravo', 'seller']"
28,packagingnya bisa diperbaiki ya untungnya barangnya aman tapi tadi tinggal selipin aja udah keambil barangnya kalau dari produknya semoga awet dan cocok ya,packagingnya bisa diperbaiki ya untungnya barangnya aman tapi tadi tinggal selipin saja sudah keambil barangnya kalau dari produknya semoga awet dan cocok ya,"['packagingnya', 'bisa', 'diperbaiki', 'ya', 'untungnya', 'barangnya', 'aman', 'tapi', 'tadi', 'tinggal', 'selipin', 'saja', 'sudah', 'keambil', 'barangnya', 'kalau', 'dari', 'produknya', 'semoga', 'awet', 'dan', 'cocok', 'ya']","['packagingnya', 'diperbaiki', 'untungnya', 'barangnya', 'aman', 'tadi', 'tinggal', 'selipin', 'keambil', 'barangnya', 'kalau', 'produknya', 'semoga', 'awet', 'cocok']"
29,waotery ok,watery ok,"['watery', 'ok']",['watery']
30,ringan diaku yg kulitnya kering malah gak cuco tumbuh jerawat bergantian tp di adik aku th yg kombinasi malah cucooo aman wkt itu cekot pas masi packaging lama gak lama mereka ganti packaging harganya lumayan yahh good deal utk aku,ringan diaku yang kulitnya kering malah enggak cocok tumbuh jerawat bergantian tapi di adik aku tahu yang kombinasi malah cocok aman waktu itu cekot pas masih packaging lama enggak lama mereka ganti packaging harganya lumayan ya good deal untuk aku,"['ringan', 'diaku', 'yang', 'kulitnya', 'kering', 'malah', 'enggak', 'cocok', 'tumbuh', 'jerawat', 'bergantian', 'tapi', 'di', 'adik', 'aku', 'tahu', 'yang', 'kombinasi', 'malah', 'cocok', 'aman', 'waktu', 'itu', 'cekot', 'pas', 'masih', 'packaging', 'lama', 'enggak', 'lama', 'mereka', 'ganti', 'packaging', 'harganya', 'lumayan', 'ya', 'good', 'deal', 'untuk', 'aku']","['ringan', 'diaku', 'kulitnya', 'kering', 'malah', 'enggak', 'cocok', 'tumbuh', 'jerawat', 'bergantian', 'adik', 'aku', 'tahu', 'kombinasi', 'malah', 'cocok', 'aman', 'waktu', 'cekot', 'pas', 'packaging', 'lama', 'enggak', 'lama', 'ganti', 'packaging', 'harganya', 'lumayan', 'good', 'deal', 'aku']"
31,kemasan ok,kemasan ok,"['kemasan', 'ok']",['kemasan']
32,favorite gampang kempess emang baunya sih yg ganggu tapi worth it,favorite gampang kempes memang baunya sih yang ganggu tapi worth itu,"['favorite', 'gampang', 'kempes', 'memang', 'baunya', 'sih', 'yang', 'ganggu', 'tapi', 'worth', 'itu']","['favorite', 'gampang', 'kempes', 'memang', 'baunya', 'sih', 'ganggu', 'worth']"
33,kaget banget moisturizernya udah berevolusi sesuai skin type udah cocok banget sama moisturizer sebelumnya dan ini pertama kali mau coba yang versi ini semoga hasilnya bagus juga terima kasih seller,kaget banget moisturizernya sudah berevolusi sesuai skin type sudah cocok banget sama moisturizer sebelumnya dan ini pertama kali mau coba yang versi ini semoga hasilnya bagus juga terima kasih seller,"['kaget', 'banget', 'moisturizernya', 'sudah', 'berevolusi', 'sesuai', 'skin', 'type', 'sudah', 'cocok', 'banget', 'sama', 'moisturizer', 'sebelumnya', 'dan', 'ini', 'pertama', 'kali', 'mau', 'coba', 'yang', 'versi', 'ini', 'semoga', 'hasilnya', 'bagus', 'juga', 'terima', 'kasih', 'seller']","['kaget', 'banget', 'moisturizernya', 'berevolusi', 'sesuai', 'skin', 'type', 'cocok', 'banget', 'sama', 'moisturizer', 'sebelumnya', 'pertama', 'kali', 'mau', 'coba', 'versi', 'semoga', 'hasilnya', 'bagus', 'terima', 'kasih', 'seller']"
34,mantaaaaab semoga cocok,mantap semoga cocok,"['mantap', 'semoga', 'cocok']","['mantap', 'semoga', 'cocok']"
35,lagi banyak bekas jerawat semoga cocokkk,lagi banyak bekas jerawat semoga cocok,"['lagi', 'banyak', 'bekas', 'jerawat', 'semoga', 'cocok']","['banyak', 'bekas', 'jerawat', 'semoga', 'cocok']"
36,luv,love,['love'],['love']
37,baju barunya cantik banget keliatan mewah jadinya kualitas produknya juga gausa diragukan lagi bagus banget semenjak pake moist dari skin game kulitku jadi better ini repurchase kedua aku dan keknya bakal repurchase terus  packagingnya juga aman banget pake bubble wrap kardus thanks seller,baju barunya cantik banget kelihatan mewah jadinya kualitas produknya juga enggak usah diragukan lagi bagus banget semenjak pakai moist dari skin game kulitku jadi better ini repurchase kedua aku dan kayaknya bakal repurchase terus  packagingnya juga aman banget pakai bubble wrap kardus thanks seller,"['baju', 'barunya', 'cantik', 'banget', 'kelihatan', 'mewah', 'jadinya', 'kualitas', 'produknya', 'juga', 'enggak', 'usah', 'diragukan', 'lagi', 'bagus', 'banget', 'semenjak', 'pakai', 'moist', 'dari', 'skin', 'game', 'kulitku', 'jadi', 'better', 'ini', 'repurchase', 'kedua', 'aku', 'dan', 'kayaknya', 'bakal', 'repurchase', 'terus', 'packagingnya', 'juga', 'aman', 'banget', 'pakai', 'bubble', 'wrap', 'kardus', 'thanks', 'seller']","['baju', 'barunya', 'cantik', 'banget', 'kelihatan', 'mewah', 'jadinya', 'kualitas', 'produknya', 'enggak', 'usah', 'diragukan', 'bagus', 'banget', 'semenjak', 'pakai', 'moist', 'skin', 'game', 'kulitku', 'jadi', 'better', 'repurchase', 'kedua', 'aku', 'kayaknya', 'bakal', 'repurchase', 'terus', 'packagingnya', 'aman', 'banget', 'pakai', 'bubble', 'wrap', 'kardus', 'thanks', 'seller']"
38,baru semingguan coba dan ternyata enak banget bikin kulit muka jadi lumayan moist kebetulan tipe kulitku kombinasi tapi lagi lumayan kering di sekitar dahi dan pipi jadi skingame ini ngebantu banget buat nenangin kulit yang lagi kerontang banget efek lainnya belum keliatan tapi bikin jerawat jadi cepet mateng juga recommended krn bahannya ga macem jadi cocok buat yang lagi butuh moisturizer dan perbaikin skin barrier,baru semingguan coba dan ternyata enak banget bikin kulit muka jadi lumayan moist kebetulan tipe kulitku kombinasi tapi lagi lumayan kering di sekitar dahi dan pipi jadi skingame ini membantu banget buat nenangin kulit yang lagi kerontang banget efek lainnya belum kelihatan tapi bikin jerawat jadi cepat mateng juga recommended karena bahannya enggak macam jadi cocok buat yang lagi butuh moisturizer dan memperbaiki skin barrier,"['baru', 'semingguan', 'coba', 'dan', 'ternyata', 'enak', 'banget', 'bikin', 'kulit', 'muka', 'jadi', 'lumayan', 'moist', 'kebetulan', 'tipe', 'kulitku', 'kombinasi', 'tapi', 'lagi', 'lumayan', 'kering', 'di', 'sekitar', 'dahi', 'dan', 'pipi', 'jadi', 'skingame', 'ini', 'membantu', 'banget', 'buat', 'nenangin', 'kulit', 'yang', 'lagi', 'kerontang', 'banget', 'efek', 'lainnya', 'belum', 'kelihatan', 'tapi', 'bikin', 'jerawat', 'jadi', 'cepat', 'mateng', 'juga', 'recommended', 'karena', 'bahannya', 'enggak', 'macam', 'jadi', 'cocok', 'buat', 'yang', 'lagi', 'butuh', 'moisturizer', 'dan', 'memperbaiki', 'skin', 'barrier']","['baru', 'semingguan', 'coba', 'ternyata', 'enak', 'banget', 'bikin', 'kulit', 'muka', 'jadi', 'lumayan', 'moist', 'kebetulan', 'tipe', 'kulitku', 'kombinasi', 'lumayan', 'kering', 'dahi', 'pipi', 'jadi', 'skingame', 'membantu', 'banget', 'buat', 'nenangin', 'kulit', 'kerontang', 'banget', 'efek', 'lainnya', 'kelihatan', 'bikin', 'jerawat', 'jadi', 'cepat', 'mateng', 'recommended', 'bahannya', 'enggak', 'macam', 'jadi', 'cocok', 'buat', 'butuh', 'moisturizer', 'memperbaiki', 'skin', 'barrier']"
39,mari kita coba pelayanannya oke,mari kita coba pelayanannya oke,"['mari', 'kita', 'coba', 'pelayanannya', 'oke']","['coba', 'pelayanannya', 'oke']"
40,barang aman bubble wrap tebal kualitas terjaga semoga reformulasi ini lebih oke daripada formula sebelumnya,barang aman bubble wrap tebal kualitas terjaga semoga reformulasi ini lebih oke daripada formula sebelumnya,"['barang', 'aman', 'bubble', 'wrap', 'tebal', 'kualitas', 'terjaga', 'semoga', 'reformulasi', 'ini', 'lebih', 'oke', 'daripada', 'formula', 'sebelumnya']","['barang', 'aman', 'bubble', 'wrap', 'tebal', 'kualitas', 'terjaga', 'semoga', 'reformulasi', 'lebih', 'oke', 'formula', 'sebelumnya']"
41,mnatap walau agak berbeda dari versi sebelumnya semoga cocok,mantap walau agak berbeda dari versi sebelumnya semoga cocok,"['mantap', 'walau', 'agak', 'berbeda', 'dari', 'versi', 'sebelumnya', 'semoga', 'cocok']","['mantap', 'berbeda', 'versi', 'sebelumnya', 'semoga', 'cocok']"
42,safely arrived semoga cocok,safely arrived semoga cocok,"['safely', 'arrived', 'semoga', 'cocok']","['safely', 'arrived', 'semoga', 'cocok']"
43,ringan dan mudah menyerapp,ringan dan mudah menyerap,"['ringan', 'dan', 'mudah', 'menyerap']","['ringan', 'mudah', 'menyerap']"
44,skintype oily acne prone pake ini sesuai ringan bagus,skintype oily acne prone pakai ini sesuai ringan bagus,"['skintype', 'oily', 'acne', 'prone', 'pakai', 'ini', 'sesuai', 'ringan', 'bagus']","['skintype', 'oily', 'acne', 'prone', 'pakai', 'sesuai', 'ringan', 'bagus']"
45,gais aku preloved punyaku klo ada yg mau aku jual murah aja kondisi masih msih ada box dijual karna ngrsa ga cocok,gais aku preloved punyaku kalo ada yang mau aku jual murah saja kondisi masih masih ada box dijual karena merasa enggak cocok,"['gais', 'aku', 'preloved', 'punyaku', 'kalo', 'ada', 'yang', 'mau', 'aku', 'jual', 'murah', 'saja', 'kondisi', 'masih', 'masih', 'ada', 'box', 'dijual', 'karena', 'merasa', 'enggak', 'cocok']","['gais', 'aku', 'preloved', 'punyaku', 'kalo', 'mau', 'aku', 'jual', 'murah', 'kondisi', 'box', 'dijual', 'merasa', 'enggak', 'cocok']"
46,moisturizer brand apapun yg aku coba pasti bakal balik kesini and she  back with  new packaging thank you skin game for being my most holy grail moisturizer  might try the cream one too soon,moisturizer brand apapun yang aku coba pasti bakal balik kesini and she  back with  new packaging thank you skin game for being my most holy grail moisturizer  might try the cream one too soon,"['moisturizer', 'brand', 'apapun', 'yang', 'aku', 'coba', 'pasti', 'bakal', 'balik', 'kesini', 'and', 'she', 'back', 'with', 'new', 'packaging', 'thank', 'you', 'skin', 'game', 'for', 'being', 'my', 'most', 'holy', 'grail', 'moisturizer', 'might', 'try', 'the', 'cream', 'one', 'too', 'soon']","['moisturizer', 'brand', 'apapun', 'aku', 'coba', 'bakal', 'balik', 'kesini', 'and', 'she', 'back', 'with', 'new', 'packaging', 'thank', 'you', 'skin', 'game', 'for', 'being', 'my', 'most', 'holy', 'grail', 'moisturizer', 'might', 'try', 'the', 'cream', 'one', 'too', 'soon']"
47,sejauh ini make dari skingame ada sampe sekarang cocok aku tipe kulit yg sensitif banget ada pie jg pake ini nyaman dipake gk ada efek samping,sejauh ini memakai dari skingame ada sampai sekarang cocok aku tipe kulit yang sensitif banget ada pie juga pakai ini nyaman dipakai enggak ada efek samping,"['sejauh', 'ini', 'memakai', 'dari', 'skingame', 'ada', 'sampai', 'sekarang', 'cocok', 'aku', 'tipe', 'kulit', 'yang', 'sensitif', 'banget', 'ada', 'pie', 'juga', 'pakai', 'ini', 'nyaman', 'dipakai', 'enggak', 'ada', 'efek', 'samping']","['sejauh', 'memakai', 'skingame', 'sekarang', 'cocok', 'aku', 'tipe', 'kulit', 'sensitif', 'banget', 'pie', 'pakai', 'nyaman', 'dipakai', 'enggak', 'efek', 'samping']"
48,belum dicoba semoga cocok tp tmn aku uda pake ini dan tipe kulit kita hampir sama semoga cocok juga,belum dicoba semoga cocok tapi teman aku sudah pakai ini dan tipe kulit kita hampir sama semoga cocok juga,"['belum', 'dicoba', 'semoga', 'cocok', 'tapi', 'teman', 'aku', 'sudah', 'pakai', 'ini', 'dan', 'tipe', 'kulit', 'kita', 'hampir', 'sama', 'semoga', 'cocok', 'juga']","['dicoba', 'semoga', 'cocok', 'teman', 'aku', 'pakai', 'tipe', 'kulit', 'hampir', 'sama', 'semoga', 'cocok']"
49,baguss banget packingnyaa feels secured danaman banget the product itself is pretty bulky tapi ga gampang bocorr jd gaperlu khawatirr aku baru coba bbrp harii so  couldnt rlly tell  if it works or nott but overall  rlly like their products,bagus banget packingnya feels secured danaman banget the product itself is pretty bulky tapi enggak gampang bocor jadi gaperlu khawatir aku baru coba beberapa hari so  couldnt rlly tell  if itu works orang nott but overall  rlly like their products,"['bagus', 'banget', 'packingnya', 'feels', 'secured', 'danaman', 'banget', 'the', 'product', 'itself', 'is', 'pretty', 'bulky', 'tapi', 'enggak', 'gampang', 'bocor', 'jadi', 'gaperlu', 'khawatir', 'aku', 'baru', 'coba', 'beberapa', 'hari', 'so', 'couldnt', 'rlly', 'tell', 'if', 'itu', 'works', 'orang', 'nott', 'but', 'overall', 'rlly', 'like', 'their', 'products']","['bagus', 'banget', 'packingnya', 'feels', 'secured', 'danaman', 'banget', 'the', 'product', 'itself', 'is', 'pretty', 'bulky', 'enggak', 'gampang', 'bocor', 'jadi', 'gaperlu', 'khawatir', 'aku', 'baru', 'coba', 'beberapa', 'hari', 'so', 'couldnt', 'rlly', 'tell', 'if', 'works', 'orang', 'nott', 'but', 'overall', 'rlly', 'like', 'their', 'products']"
50,jujur agak panik pas liat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman gak luber kemana mana,jujur agak panik pas lihat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman enggak luber kemana mana,"['jujur', 'agak', 'panik', 'pas', 'lihat', 'dusnya', 'penyok', 'tapi', 'ternyata', 'isinya', 'aman', 'meskipun', 'pas', 'buka', 'dus', 'kemasan', 'tutup', 'botol', 'moist', 'nya', 'agak', 'kurang', 'rapet', 'untung', 'isinya', 'masih', 'aman', 'enggak', 'luber', 'kemana', 'mana']","['jujur', 'panik', 'pas', 'lihat', 'dusnya', 'penyok', 'ternyata', 'isinya', 'aman', 'meskipun', 'pas', 'buka', 'dus', 'kemasan', 'tutup', 'botol', 'moist', 'nya', 'kurang', 'rapet', 'untung', 'isinya', 'aman', 'enggak', 'luber', 'mana']"
