,Review,Review_norm,review_tokens,review_tokens_SR
224,menurutku ini lumayan ngebantu ya tipe kulitku oily skin cuma kalo diaku pasti paginya totolannya udah ada yang ilang dan di liat dari foto ini yang baru dan ori disegel ya mentemen,menurutku ini lumayan membantu ya tipe kulitku oily skin cuma kalo diaku pasti paginya totolannya sudah ada yang hilang dan di lihat dari foto ini yang baru dan orisinal disegel ya mentemen,"['menurutku', 'ini', 'lumayan', 'membantu', 'ya', 'tipe', 'kulitku', 'oily', 'skin', 'cuma', 'kalo', 'diaku', 'pasti', 'paginya', 'totolannya', 'sudah', 'ada', 'yang', 'hilang', 'dan', 'di', 'lihat', 'dari', 'foto', 'ini', 'yang', 'baru', 'dan', 'orisinal', 'disegel', 'ya', 'mentemen']","['menurutku', 'lumayan', 'membantu', 'tipe', 'kulitku', 'oily', 'skin', 'cuma', 'kalo', 'diaku', 'paginya', 'totolannya', 'hilang', 'lihat', 'foto', 'baru', 'orisinal', 'disegel', 'mentemen']"
225,alhamdulillah cocok terima kasih banyak,alhamdulillah cocok terima kasih banyak,"['alhamdulillah', 'cocok', 'terima', 'kasih', 'banyak']","['alhamdulillah', 'cocok', 'terima', 'kasih', 'banyak']"
226,sudah pemakaian kedua kali alhamdulillah cocok banget setelah gontai ganti merk,sudah pemakaian kedua kali alhamdulillah cocok banget setelah gontai ganti merk,"['sudah', 'pemakaian', 'kedua', 'kali', 'alhamdulillah', 'cocok', 'banget', 'setelah', 'gontai', 'ganti', 'merk']","['pemakaian', 'kedua', 'kali', 'alhamdulillah', 'cocok', 'banget', 'gontai', 'ganti', 'merk']"
227,gemec banget packaging nya,gemes banget packaging nya,"['gemes', 'banget', 'packaging', 'nya']","['gemes', 'banget', 'packaging', 'nya']"
228,nd buy,indak buy,"['indak', 'buy']","['indak', 'buy']"
229,teksturnya krim padet gitu cukup ampuh obat totol jerawatnya kalo mulai beruntusan awal mau jerawatan langsung dipakein ini dan cepet kempesnya tapi kalo emang jerawatnya udah jadi perlu reapply biar kempesnya cepet suka banget,teksturnya krim padat begitu cukup ampuh obat totol jerawatnya kalo mulai beruntusan awal mau jerawatan langsung dipakein ini dan cepat kempesnya tapi kalo memang jerawatnya sudah jadi perlu reapply biar kempesnya cepat suka banget,"['teksturnya', 'krim', 'padat', 'begitu', 'cukup', 'ampuh', 'obat', 'totol', 'jerawatnya', 'kalo', 'mulai', 'beruntusan', 'awal', 'mau', 'jerawatan', 'langsung', 'dipakein', 'ini', 'dan', 'cepat', 'kempesnya', 'tapi', 'kalo', 'memang', 'jerawatnya', 'sudah', 'jadi', 'perlu', 'reapply', 'biar', 'kempesnya', 'cepat', 'suka', 'banget']","['teksturnya', 'krim', 'padat', 'cukup', 'ampuh', 'obat', 'totol', 'jerawatnya', 'kalo', 'mulai', 'beruntusan', 'awal', 'mau', 'jerawatan', 'langsung', 'dipakein', 'cepat', 'kempesnya', 'kalo', 'memang', 'jerawatnya', 'jadi', 'perlu', 'reapply', 'biar', 'kempesnya', 'cepat', 'suka', 'banget']"
230,krim nya seperti sudah dipakai,krim nya seperti sudah dipakai,"['krim', 'nya', 'seperti', 'sudah', 'dipakai']","['krim', 'nya', 'dipakai']"
231,kirain dapet botolnya juga tau ya semprotannya doang salah saya sendiri ternyata  berarti nanti tinggal beli toner nya biar semprotannya bisa dipake,mengira dapat botolnya juga tau ya semprotannya doang salah saya sendiri ternyata  berarti nanti tinggal beli toner nya biar semprotannya bisa dipakai,"['mengira', 'dapat', 'botolnya', 'juga', 'tau', 'ya', 'semprotannya', 'doang', 'salah', 'saya', 'sendiri', 'ternyata', 'berarti', 'nanti', 'tinggal', 'beli', 'toner', 'nya', 'biar', 'semprotannya', 'bisa', 'dipakai']","['mengira', 'botolnya', 'tau', 'semprotannya', 'doang', 'salah', 'sendiri', 'ternyata', 'berarti', 'tinggal', 'beli', 'toner', 'nya', 'biar', 'semprotannya', 'dipakai']"
232,baru sampe semoga cocok,baru sampai semoga cocok,"['baru', 'sampai', 'semoga', 'cocok']","['baru', 'semoga', 'cocok']"
233,pertama coba semoga cuco,pertama coba semoga cocok,"['pertama', 'coba', 'semoga', 'cocok']","['pertama', 'coba', 'semoga', 'cocok']"
234,gak cocok tp bukan salah brand nya,enggak cocok tapi bukan salah brand nya,"['enggak', 'cocok', 'tapi', 'bukan', 'salah', 'brand', 'nya']","['enggak', 'cocok', 'bukan', 'salah', 'brand', 'nya']"
235,alhamdulillah cocok obat totol jerawat yg lumayan ampuh dan terjangkau isinya jg banyak jd kayaknya bakalan awet,alhamdulillah cocok obat totol jerawat yang lumayan ampuh dan terjangkau isinya juga banyak jadi kayaknya bakalan awet,"['alhamdulillah', 'cocok', 'obat', 'totol', 'jerawat', 'yang', 'lumayan', 'ampuh', 'dan', 'terjangkau', 'isinya', 'juga', 'banyak', 'jadi', 'kayaknya', 'bakalan', 'awet']","['alhamdulillah', 'cocok', 'obat', 'totol', 'jerawat', 'lumayan', 'ampuh', 'terjangkau', 'isinya', 'banyak', 'jadi', 'kayaknya', 'bakalan', 'awet']"
236,idk why tapi pas dibuka aku ngakak it  not because the brand tapi karena cara mereka nge packing item nya they use dakron jadi kesannya kayak mengambang diatas awan and that  cute yet hilarious barang sampai dengan selamat expire masih lama tekstur agak padat dan aku baru baca belakangnya hanya digunakan saat malam apa berarti gaboleh dipake pas pagi ya semoga cocok di aku karena review temen bagus banget katanya overall bagus thank you seller kurir,idk why tapi pas dibuka aku mengakak itu  not because the brand tapi karena cara mereka nge packing item nya they use dakron jadi kesannya kayak mengambang diatas awan and that  cute yet hilarious barang sampai dengan selamat expire masih lama tekstur agak padat dan aku baru baca belakangnya hanya digunakan saat malam apa berarti gaboleh dipakai pas pagi ya semoga cocok di aku karena review teman bagus banget katanya overall bagus thank you seller kurir,"['idk', 'why', 'tapi', 'pas', 'dibuka', 'aku', 'mengakak', 'itu', 'not', 'because', 'the', 'brand', 'tapi', 'karena', 'cara', 'mereka', 'nge', 'packing', 'item', 'nya', 'they', 'use', 'dakron', 'jadi', 'kesannya', 'kayak', 'mengambang', 'diatas', 'awan', 'and', 'that', 'cute', 'yet', 'hilarious', 'barang', 'sampai', 'dengan', 'selamat', 'expire', 'masih', 'lama', 'tekstur', 'agak', 'padat', 'dan', 'aku', 'baru', 'baca', 'belakangnya', 'hanya', 'digunakan', 'saat', 'malam', 'apa', 'berarti', 'gaboleh', 'dipakai', 'pas', 'pagi', 'ya', 'semoga', 'cocok', 'di', 'aku', 'karena', 'review', 'teman', 'bagus', 'banget', 'katanya', 'overall', 'bagus', 'thank', 'you', 'seller', 'kurir']","['idk', 'why', 'pas', 'dibuka', 'aku', 'mengakak', 'not', 'because', 'the', 'brand', 'cara', 'nge', 'packing', 'item', 'nya', 'they', 'use', 'dakron', 'jadi', 'kesannya', 'kayak', 'mengambang', 'diatas', 'awan', 'and', 'that', 'cute', 'yet', 'hilarious', 'barang', 'selamat', 'expire', 'lama', 'tekstur', 'padat', 'aku', 'baru', 'baca', 'belakangnya', 'digunakan', 'malam', 'apa', 'berarti', 'gaboleh', 'dipakai', 'pas', 'pagi', 'semoga', 'cocok', 'aku', 'review', 'teman', 'bagus', 'banget', 'katanya', 'overall', 'bagus', 'thank', 'you', 'seller', 'kurir']"
237,packaging ok moisturizer nya sendiri ga yang aneh aneh sih cuman ya di kulitku yang kering jujur kurang melembabkan,packaging ok moisturizer nya sendiri enggak yang aneh aneh sih cuman ya di kulitku yang kering jujur kurang melembabkan,"['packaging', 'ok', 'moisturizer', 'nya', 'sendiri', 'enggak', 'yang', 'aneh', 'aneh', 'sih', 'cuman', 'ya', 'di', 'kulitku', 'yang', 'kering', 'jujur', 'kurang', 'melembabkan']","['packaging', 'moisturizer', 'nya', 'sendiri', 'enggak', 'aneh', 'aneh', 'sih', 'cuman', 'kulitku', 'kering', 'jujur', 'kurang', 'melembabkan']"
238,terima kasih banyak paket sudah sampai dengan selamat dan sesuai deskripsi,terima kasih banyak paket sudah sampai dengan selamat dan sesuai deskripsi,"['terima', 'kasih', 'banyak', 'paket', 'sudah', 'sampai', 'dengan', 'selamat', 'dan', 'sesuai', 'deskripsi']","['terima', 'kasih', 'banyak', 'paket', 'selamat', 'sesuai', 'deskripsi']"
239,masih jadi moisturizer andalan,masih jadi moisturizer andalan,"['masih', 'jadi', 'moisturizer', 'andalan']","['jadi', 'moisturizer', 'andalan']"
240,terbaikkk busetttt jerawat hempass udah brp kali belii dan efeknya dahsyatt,terbaik buset jerawat hempas sudah berapa kali beli dan efeknya dahsyat,"['terbaik', 'buset', 'jerawat', 'hempas', 'sudah', 'berapa', 'kali', 'beli', 'dan', 'efeknya', 'dahsyat']","['terbaik', 'buset', 'jerawat', 'hempas', 'berapa', 'kali', 'beli', 'efeknya', 'dahsyat']"
241,barang bagus sesuai deskripsi diterima dengan baik packing aman dan pengiriman cepat sampai,barang bagus sesuai deskripsi diterima dengan baik packing aman dan pengiriman cepat sampai,"['barang', 'bagus', 'sesuai', 'deskripsi', 'diterima', 'dengan', 'baik', 'packing', 'aman', 'dan', 'pengiriman', 'cepat', 'sampai']","['barang', 'bagus', 'sesuai', 'deskripsi', 'diterima', 'baik', 'packing', 'aman', 'pengiriman', 'cepat']"
242,gatau lagi botol keberapa yg penting cucok bgt pake ini yang full size dipake berdua sm ibu bisa sampe bulan uwow khaaaannnn,enggak tau lagi botol keberapa yang penting cocok banget pakai ini yang full size dipakai berdua sama ibu bisa sampai bulan uwow kan,"['enggak', 'tau', 'lagi', 'botol', 'keberapa', 'yang', 'penting', 'cocok', 'banget', 'pakai', 'ini', 'yang', 'full', 'size', 'dipakai', 'berdua', 'sama', 'ibu', 'bisa', 'sampai', 'bulan', 'uwow', 'kan']","['enggak', 'tau', 'botol', 'keberapa', 'penting', 'cocok', 'banget', 'pakai', 'full', 'size', 'dipakai', 'berdua', 'sama', 'ibu', 'bulan', 'uwow', 'kan']"
243, super bargain for the price very versatile moisturizer no frills just  solid moisturizer, super bargain for the price very versatile moisturizer no frills just  solid moisturizer,"['super', 'bargain', 'for', 'the', 'price', 'very', 'versatile', 'moisturizer', 'no', 'frills', 'just', 'solid', 'moisturizer']","['super', 'bargain', 'for', 'the', 'price', 'very', 'versatile', 'moisturizer', 'no', 'frills', 'just', 'solid', 'moisturizer']"
244,pengiriman standar isinya sedikit keluar but its okay semoga cocok,pengiriman standar isinya sedikit keluar but its okay semoga cocok,"['pengiriman', 'standar', 'isinya', 'sedikit', 'keluar', 'but', 'its', 'okay', 'semoga', 'cocok']","['pengiriman', 'standar', 'isinya', 'sedikit', 'keluar', 'but', 'its', 'okay', 'semoga', 'cocok']"
245,tq,terima kasih,"['terima', 'kasih']","['terima', 'kasih']"
246,paling ga bisa hidup tanpa moisturizer ini isi banyak jadi terhitung murah dan lama pakenya lembabnya cukup banget di kulitku yg kombinasi cocok buat jadi penutup dari actives yg aku pake sudah pake dari awal launching dan walopun coba merk lain mesti balik lagi sama ini udah ga tau brp botol yg kuhabiskan mungkin udah lebih yak thank you skin game for making this amazing moisturizer,paling enggak bisa hidup tanpa moisturizer ini isi banyak jadi terhitung murah dan lama pakenya lembabnya cukup banget di kulitku yang kombinasi cocok buat jadi penutup dari actives yang aku pakai sudah pakai dari awal launching dan walopun coba merk lain mesti balik lagi sama ini sudah enggak tau berapa botol yang kuhabiskan mungkin sudah lebih ya thank you skin game for making this amazing moisturizer,"['paling', 'enggak', 'bisa', 'hidup', 'tanpa', 'moisturizer', 'ini', 'isi', 'banyak', 'jadi', 'terhitung', 'murah', 'dan', 'lama', 'pakenya', 'lembabnya', 'cukup', 'banget', 'di', 'kulitku', 'yang', 'kombinasi', 'cocok', 'buat', 'jadi', 'penutup', 'dari', 'actives', 'yang', 'aku', 'pakai', 'sudah', 'pakai', 'dari', 'awal', 'launching', 'dan', 'walopun', 'coba', 'merk', 'lain', 'mesti', 'balik', 'lagi', 'sama', 'ini', 'sudah', 'enggak', 'tau', 'berapa', 'botol', 'yang', 'kuhabiskan', 'mungkin', 'sudah', 'lebih', 'ya', 'thank', 'you', 'skin', 'game', 'for', 'making', 'this', 'amazing', 'moisturizer']","['paling', 'enggak', 'hidup', 'moisturizer', 'isi', 'banyak', 'jadi', 'terhitung', 'murah', 'lama', 'pakenya', 'lembabnya', 'cukup', 'banget', 'kulitku', 'kombinasi', 'cocok', 'buat', 'jadi', 'penutup', 'actives', 'aku', 'pakai', 'pakai', 'awal', 'launching', 'walopun', 'coba', 'merk', 'mesti', 'balik', 'sama', 'enggak', 'tau', 'berapa', 'botol', 'kuhabiskan', 'mungkin', 'lebih', 'thank', 'you', 'skin', 'game', 'for', 'making', 'this', 'amazing', 'moisturizer']"
247,effective banget jerawat super gede dalam hari lgsg kempes dikasih ini recommended,effective banget jerawat super gede dalam hari langsung kempes dikasih ini recommended,"['effective', 'banget', 'jerawat', 'super', 'gede', 'dalam', 'hari', 'langsung', 'kempes', 'dikasih', 'ini', 'recommended']","['effective', 'banget', 'jerawat', 'super', 'gede', 'hari', 'langsung', 'kempes', 'dikasih', 'recommended']"
248,cocok di kulit melembabkan tapi ga bikin berminyak packaging aman banget pake kardus padahal cuma beli,cocok di kulit melembabkan tapi enggak bikin berminyak packaging aman banget pakai kardus padahal cuma beli,"['cocok', 'di', 'kulit', 'melembabkan', 'tapi', 'enggak', 'bikin', 'berminyak', 'packaging', 'aman', 'banget', 'pakai', 'kardus', 'padahal', 'cuma', 'beli']","['cocok', 'kulit', 'melembabkan', 'enggak', 'bikin', 'berminyak', 'packaging', 'aman', 'banget', 'pakai', 'kardus', 'padahal', 'cuma', 'beli']"
249,bagus sih tapi kalau udh mau habis keluarin dari botolnya susah soalnya botol besi ,bagus sih tapi kalau sudah mau habis keluarkan dari botolnya susah soalnya botol besi ,"['bagus', 'sih', 'tapi', 'kalau', 'sudah', 'mau', 'habis', 'keluarkan', 'dari', 'botolnya', 'susah', 'soalnya', 'botol', 'besi']","['bagus', 'sih', 'kalau', 'mau', 'habis', 'keluarkan', 'botolnya', 'susah', 'soalnya', 'botol', 'besi']"
250,bikin kulit jadi kenyal,bikin kulit jadi kenyal,"['bikin', 'kulit', 'jadi', 'kenyal']","['bikin', 'kulit', 'jadi', 'kenyal']"
251,bikin kulit ga kering tapi warnanya ga lebay,bikin kulit enggak kering tapi warnanya enggak lebay,"['bikin', 'kulit', 'enggak', 'kering', 'tapi', 'warnanya', 'enggak', 'lebay']","['bikin', 'kulit', 'enggak', 'kering', 'warnanya', 'enggak', 'lebay']"
252,dapat harga murah sesuai pesanan juga makasih kak,dapat harga murah sesuai pesanan juga terima kasih kak,"['dapat', 'harga', 'murah', 'sesuai', 'pesanan', 'juga', 'terima', 'kasih', 'kak']","['harga', 'murah', 'sesuai', 'pesanan', 'terima', 'kasih', 'kak']"
253,teksturnya gel jadi gampang menyerap nggak sticky cukup melembabkan dan harganya juga terjangkau kalau dibandingkan moisturizer merk lain,teksturnya gel jadi gampang menyerap enggak sticky cukup melembabkan dan harganya juga terjangkau kalau dibandingkan moisturizer merk lain,"['teksturnya', 'gel', 'jadi', 'gampang', 'menyerap', 'enggak', 'sticky', 'cukup', 'melembabkan', 'dan', 'harganya', 'juga', 'terjangkau', 'kalau', 'dibandingkan', 'moisturizer', 'merk', 'lain']","['teksturnya', 'gel', 'jadi', 'gampang', 'menyerap', 'enggak', 'sticky', 'cukup', 'melembabkan', 'harganya', 'terjangkau', 'kalau', 'dibandingkan', 'moisturizer', 'merk']"
254,tq ya skin game blum dcoba smoga cocok,terima kasih ya skin game belum dicoba semoga cocok,"['terima', 'kasih', 'ya', 'skin', 'game', 'belum', 'dicoba', 'semoga', 'cocok']","['terima', 'kasih', 'skin', 'game', 'dicoba', 'semoga', 'cocok']"
255,pengiriman cepat produknya oke melembabkan bgt,pengiriman cepat produknya oke melembabkan banget,"['pengiriman', 'cepat', 'produknya', 'oke', 'melembabkan', 'banget']","['pengiriman', 'cepat', 'produknya', 'oke', 'melembabkan', 'banget']"
256,kemasan premium murah seller responsif texture awal lengket tp setelah dipakai tdk terasa lengket lg cepat menyerap,kemasan premium murah seller responsif texture awal lengket tapi setelah dipakai tidak terasa lengket lagi cepat menyerap,"['kemasan', 'premium', 'murah', 'seller', 'responsif', 'texture', 'awal', 'lengket', 'tapi', 'setelah', 'dipakai', 'tidak', 'terasa', 'lengket', 'lagi', 'cepat', 'menyerap']","['kemasan', 'premium', 'murah', 'seller', 'responsif', 'texture', 'awal', 'lengket', 'dipakai', 'terasa', 'lengket', 'cepat', 'menyerap']"
257,dikemas dengan seksama dan tiba dalam waktu yang sesingkat singkatnya exp date msh panjang sudah cocok dg pelembab ini nyaman di kulit kombinasiku terima kasih,dikemas dengan seksama dan tiba dalam waktu yang sesingkat singkatnya exp date masih panjang sudah cocok dengan pelembab ini nyaman di kulit kombinasiku terima kasih,"['dikemas', 'dengan', 'seksama', 'dan', 'tiba', 'dalam', 'waktu', 'yang', 'sesingkat', 'singkatnya', 'exp', 'date', 'masih', 'panjang', 'sudah', 'cocok', 'dengan', 'pelembab', 'ini', 'nyaman', 'di', 'kulit', 'kombinasiku', 'terima', 'kasih']","['dikemas', 'seksama', 'tiba', 'waktu', 'sesingkat', 'singkatnya', 'exp', 'date', 'panjang', 'cocok', 'pelembab', 'nyaman', 'kulit', 'kombinasiku', 'terima', 'kasih']"
258,cair ada terasa ada oilnya tapi ga ganggu koq wangi oilnya dan bahan kimia melembabkan,cair ada terasa ada oilnya tapi enggak ganggu kok wangi oilnya dan bahan kimia melembabkan,"['cair', 'ada', 'terasa', 'ada', 'oilnya', 'tapi', 'enggak', 'ganggu', 'kok', 'wangi', 'oilnya', 'dan', 'bahan', 'kimia', 'melembabkan']","['cair', 'terasa', 'oilnya', 'enggak', 'ganggu', 'kok', 'wangi', 'oilnya', 'bahan', 'kimia', 'melembabkan']"
259,packaging aman,packaging aman,"['packaging', 'aman']","['packaging', 'aman']"
260,teksturnya cair banget ga lengket tapi emang melembabkan bgt ukurannya besar untuk harga segitu worth it banget,teksturnya cair banget enggak lengket tapi memang melembabkan banget ukurannya besar untuk harga segitu worth itu banget,"['teksturnya', 'cair', 'banget', 'enggak', 'lengket', 'tapi', 'memang', 'melembabkan', 'banget', 'ukurannya', 'besar', 'untuk', 'harga', 'segitu', 'worth', 'itu', 'banget']","['teksturnya', 'cair', 'banget', 'enggak', 'lengket', 'memang', 'melembabkan', 'banget', 'ukurannya', 'besar', 'harga', 'segitu', 'worth', 'banget']"
261,cocok mantap bner dikulit oily acne prone dan ingredient gk neko neko,cocok mantap benar dikulit oily acne prone dan ingredient enggak neko neko,"['cocok', 'mantap', 'benar', 'dikulit', 'oily', 'acne', 'prone', 'dan', 'ingredient', 'enggak', 'neko', 'neko']","['cocok', 'mantap', 'benar', 'dikulit', 'oily', 'acne', 'prone', 'ingredient', 'enggak', 'neko', 'neko']"
262,so far skingame emang obat totol paling bagus yang pernah ku pakai tp ini kenapa gedenya beda dr yang lama ya padahal isinya sama gr,so far skingame memang obat totol paling bagus yang pernah ku pakai tapi ini kenapa gedenya beda dari yang lama ya padahal isinya sama gram,"['so', 'far', 'skingame', 'memang', 'obat', 'totol', 'paling', 'bagus', 'yang', 'pernah', 'ku', 'pakai', 'tapi', 'ini', 'kenapa', 'gedenya', 'beda', 'dari', 'yang', 'lama', 'ya', 'padahal', 'isinya', 'sama', 'gram']","['so', 'far', 'skingame', 'memang', 'obat', 'totol', 'paling', 'bagus', 'pernah', 'ku', 'pakai', 'gedenya', 'beda', 'lama', 'padahal', 'isinya', 'sama', 'gram']"
263,moisturizer kecintaan akuhhhh udah abis sebotol yg kecil karena seenak itu jadi beli yg gede tekturnya ringan tapi melembabkannya tetep mantul sukaaa,moisturizer kecintaan aku sudah habis sebotol yang kecil karena seenak itu jadi beli yang gede tekturnya ringan tapi melembabkannya tetap mantul suka,"['moisturizer', 'kecintaan', 'aku', 'sudah', 'habis', 'sebotol', 'yang', 'kecil', 'karena', 'seenak', 'itu', 'jadi', 'beli', 'yang', 'gede', 'tekturnya', 'ringan', 'tapi', 'melembabkannya', 'tetap', 'mantul', 'suka']","['moisturizer', 'kecintaan', 'aku', 'habis', 'sebotol', 'kecil', 'seenak', 'jadi', 'beli', 'gede', 'tekturnya', 'ringan', 'melembabkannya', 'tetap', 'mantul', 'suka']"
264,barang nyampe dengan aman dan sesuai deskripsi,barang sampai dengan aman dan sesuai deskripsi,"['barang', 'sampai', 'dengan', 'aman', 'dan', 'sesuai', 'deskripsi']","['barang', 'aman', 'sesuai', 'deskripsi']"
265,obat jerawat paling ampuh buat ku,obat jerawat paling ampuh buat ku,"['obat', 'jerawat', 'paling', 'ampuh', 'buat', 'ku']","['obat', 'jerawat', 'paling', 'ampuh', 'buat', 'ku']"
266,barang sesuai suka banget top,barang sesuai suka banget top,"['barang', 'sesuai', 'suka', 'banget', 'top']","['barang', 'sesuai', 'suka', 'banget', 'top']"
267,pesanan sesuai packing aman thank you seller,pesanan sesuai packing aman thank you seller,"['pesanan', 'sesuai', 'packing', 'aman', 'thank', 'you', 'seller']","['pesanan', 'sesuai', 'packing', 'aman', 'thank', 'you', 'seller']"
268,pemakaian seminggu skin barrier jadi kokoh banget,pemakaian seminggu skin barrier jadi kokoh banget,"['pemakaian', 'seminggu', 'skin', 'barrier', 'jadi', 'kokoh', 'banget']","['pemakaian', 'seminggu', 'skin', 'barrier', 'jadi', 'kokoh', 'banget']"
269,ampuh bangett buat beruntusan dan jerawat sekali pake langsung keliataan,ampuh banget buat beruntusan dan jerawat sekali pakai langsung keliatan,"['ampuh', 'banget', 'buat', 'beruntusan', 'dan', 'jerawat', 'sekali', 'pakai', 'langsung', 'keliatan']","['ampuh', 'banget', 'buat', 'beruntusan', 'jerawat', 'sekali', 'pakai', 'langsung', 'keliatan']"
270,bagus sayang kalo isinya sudah sedikit susah banget pumpingnya,bagus sayang kalo isinya sudah sedikit susah banget pumpingnya,"['bagus', 'sayang', 'kalo', 'isinya', 'sudah', 'sedikit', 'susah', 'banget', 'pumpingnya']","['bagus', 'sayang', 'kalo', 'isinya', 'sedikit', 'susah', 'banget', 'pumpingnya']"
271,udah beli yang kex obat jerawat terampuh yang pernah aku beli paling ampuh kalo dipakai malam hari sebelum tidur dah dijamin kempes jerawat gak balik lg  gak ada bekas jerawat pokokx jangan di pencet aja jerawatnya neng luka item deh btw expired masih lama kalau di toko lain expiredx deket banget di tahun ini official emang besst harganya bikin nangish dompet,sudah beli yang kex obat jerawat terampuh yang pernah aku beli paling ampuh kalo dipakai malam hari sebelum tidur deh dijamin kempes jerawat enggak balik lagi  enggak ada bekas jerawat pokokx jangan di pencet saja jerawatnya neng luka item deh btw expired masih lama kalau di toko lain expiredx dekat banget di tahun ini official memang besst harganya bikin nangish dompet,"['sudah', 'beli', 'yang', 'kex', 'obat', 'jerawat', 'terampuh', 'yang', 'pernah', 'aku', 'beli', 'paling', 'ampuh', 'kalo', 'dipakai', 'malam', 'hari', 'sebelum', 'tidur', 'deh', 'dijamin', 'kempes', 'jerawat', 'enggak', 'balik', 'lagi', 'enggak', 'ada', 'bekas', 'jerawat', 'pokokx', 'jangan', 'di', 'pencet', 'saja', 'jerawatnya', 'neng', 'luka', 'item', 'deh', 'btw', 'expired', 'masih', 'lama', 'kalau', 'di', 'toko', 'lain', 'expiredx', 'dekat', 'banget', 'di', 'tahun', 'ini', 'official', 'memang', 'besst', 'harganya', 'bikin', 'nangish', 'dompet']","['beli', 'kex', 'obat', 'jerawat', 'terampuh', 'pernah', 'aku', 'beli', 'paling', 'ampuh', 'kalo', 'dipakai', 'malam', 'hari', 'tidur', 'deh', 'dijamin', 'kempes', 'jerawat', 'enggak', 'balik', 'enggak', 'bekas', 'jerawat', 'pokokx', 'jangan', 'pencet', 'jerawatnya', 'neng', 'luka', 'item', 'deh', 'btw', 'expired', 'lama', 'kalau', 'toko', 'expiredx', 'dekat', 'banget', 'tahun', 'official', 'memang', 'besst', 'harganya', 'bikin', 'nangish', 'dompet']"
272,teksturnya enak dan tidak berat mudah nyerap kemasan bagus dan tidak ada kerusakan,teksturnya enak dan tidak berat mudah nyerap kemasan bagus dan tidak ada kerusakan,"['teksturnya', 'enak', 'dan', 'tidak', 'berat', 'mudah', 'nyerap', 'kemasan', 'bagus', 'dan', 'tidak', 'ada', 'kerusakan']","['teksturnya', 'enak', 'berat', 'mudah', 'nyerap', 'kemasan', 'bagus', 'kerusakan']"
273,design kemasannya semoga isinya juga bagus,design kemasannya semoga isinya juga bagus,"['design', 'kemasannya', 'semoga', 'isinya', 'juga', 'bagus']","['design', 'kemasannya', 'semoga', 'isinya', 'bagus']"
274,tekstur ringan watery gel gitu so far cocok di kulit karena komedo ngga keluar dan ngga bikin muka berminyak tapi kalo dipakein bb cream jadi ngelupas,tekstur ringan watery gel begitu so far cocok di kulit karena komedo enggak keluar dan enggak bikin muka berminyak tapi kalo dipakein bb cream jadi ngelupas,"['tekstur', 'ringan', 'watery', 'gel', 'begitu', 'so', 'far', 'cocok', 'di', 'kulit', 'karena', 'komedo', 'enggak', 'keluar', 'dan', 'enggak', 'bikin', 'muka', 'berminyak', 'tapi', 'kalo', 'dipakein', 'bb', 'cream', 'jadi', 'ngelupas']","['tekstur', 'ringan', 'watery', 'gel', 'so', 'far', 'cocok', 'kulit', 'komedo', 'enggak', 'keluar', 'enggak', 'bikin', 'muka', 'berminyak', 'kalo', 'dipakein', 'bb', 'cream', 'jadi', 'ngelupas']"
275,bagus packing rapih aman,bagus packing rapi aman,"['bagus', 'packing', 'rapi', 'aman']","['bagus', 'packing', 'rapi', 'aman']"
276,ya mending beli yg gede sekalian sih saran saya ini ga worth it bgt rb trs isinya banyakan udara nya saya beli yg kecil krna niat nya nyoba dlu takut ga cocok smoga cocok kalo cocok bru ntr saya beli yg gede,ya mending beli yang gede sekalian sih saran saya ini enggak worth itu banget ribu terus isinya banyakan udara nya saya beli yang kecil karena niat nya mencoba dulu takut enggak cocok semoga cocok kalo cocok baru entar saya beli yang gede,"['ya', 'mending', 'beli', 'yang', 'gede', 'sekalian', 'sih', 'saran', 'saya', 'ini', 'enggak', 'worth', 'itu', 'banget', 'ribu', 'terus', 'isinya', 'banyakan', 'udara', 'nya', 'saya', 'beli', 'yang', 'kecil', 'karena', 'niat', 'nya', 'mencoba', 'dulu', 'takut', 'enggak', 'cocok', 'semoga', 'cocok', 'kalo', 'cocok', 'baru', 'entar', 'saya', 'beli', 'yang', 'gede']","['mending', 'beli', 'gede', 'sekalian', 'sih', 'saran', 'enggak', 'worth', 'banget', 'ribu', 'terus', 'isinya', 'banyakan', 'udara', 'nya', 'beli', 'kecil', 'niat', 'nya', 'mencoba', 'dulu', 'takut', 'enggak', 'cocok', 'semoga', 'cocok', 'kalo', 'cocok', 'baru', 'entar', 'beli', 'gede']"
277,udah repurchase cocok di aku moisturizernya cocok dipake siang untuk kulit berminyak dan berjerawat karena ringan banget,sudah repurchase cocok di aku moisturizernya cocok dipakai siang untuk kulit berminyak dan berjerawat karena ringan banget,"['sudah', 'repurchase', 'cocok', 'di', 'aku', 'moisturizernya', 'cocok', 'dipakai', 'siang', 'untuk', 'kulit', 'berminyak', 'dan', 'berjerawat', 'karena', 'ringan', 'banget']","['repurchase', 'cocok', 'aku', 'moisturizernya', 'cocok', 'dipakai', 'siang', 'kulit', 'berminyak', 'berjerawat', 'ringan', 'banget']"
278,pengiriman cepat,pengiriman cepat,"['pengiriman', 'cepat']","['pengiriman', 'cepat']"
279,mantul surantul,mantul surantul,"['mantul', 'surantul']","['mantul', 'surantul']"
